product_id,detail_url,title,price,category,competitor,materiaal,kleur,afmeting,details,onderhoudsvoorschriften
DEQ18FRA12953-119289,https://www.westwingnow.nl/wandlamp-ball-95412.html?simple=DEQ18FRA12953-119289,Wandlamp Ball,64.-,wall_lights,westwingnow,Gelakt metaal,Mat lattekleurig,"Totaal: B 12 cm, H 12 cm, D 15 cm Snoerlengte: 230 cm","Wandlamp met aansluiting via het meegeleverde snoer met stekker.De lampenkap is verticaal en horizontaal tot 90 graden verstelbaar.Aan-/uitschakelaar bevindt zich op de snoer.Installatie door een specialist wordt aanbevolen.Geschikt voor gebruik binnens- en buitenshuis.1 benodigd peertje: E27, max. 40 watt, is niet bij de levering inbegrepen.Producent en productnummer: Frandsen, 1115 210605001.Deze lamp is geschikt voor peertjes van energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ17ITS10960-104144,https://www.westwingnow.nl/wandlamp-chicago-83405.html?simple=DEQ17ITS10960-104144,Wandlamp Chicago,354.-,wall_lights,westwingnow,Lamp: gelakt metaalSnoer: textiel omwikkeld,Lamp: grijs-groen Lampenkap binnenzijde: wit Snoer: grijs,"Totaal: B 36 cm, H 30 cm, max. D 151 cmDiepte: D 60 cm tot D 151 cm, individueel instelbaarAchterste lampenarm: L 70 cmVoorste lampenarm: L 50 cmLampenkap: Ø 36 cm, H 24 cmSnoerlengte: L 180 cm","Wandlamp  met drie elk tot 360 ° verticaal verstelbare gewrichten.Aansluiting via de meegeleverde snoer met stekker.Aan-/uitschakelen per wipschakelaar op het snoer.1 benodigd peertje, E27, max. 60 W is niet bij de levering inbegrepen.Producent en productnummer:It's about Romi, Chicago/WA/GGDeze lamp is geschikt voor peertjes van energieklassen A++ tot E.Wordt geleverd exclusief peertje.",
DEQ17FAR45851-98653,https://www.westwingnow.nl/wandlamp-retro-78851.html?simple=DEQ17FAR45851-98653,Wandlamp Retro,64.-,wall_lights,westwingnow,Gelakt staal,Lampenkap en muurbevestiging: rood Lampenkap binnenzijde: wit Scharnier: zilverkleurig,"B 12 cm, H 19 cm, D 25 cm","Wandlamp met aansluiting via een snoer in de muur. De wandlamp wordt zonder snoer (en schakelaar) geleverd.Installatie aan de muur door een vakman wordt aanbevolen.De lampenkap kan 360 ° horizontaal en 300 ° verticaal worden gedraaid.Aan/uit schakelaar zit op de lamp.1 benodigd peertje, E14, max. 20 W, is niet bij de levering inbegrepen.Producent en productnummer:Faro Barcelona, 20002Deze lamp is geschikt voor peertjes van energieklassen A++ tot B.Wordt exclusief peertje geleverd.",
DEQ17MEN35376-105004,https://www.westwingnow.nl/led-wandlamp-tr-bulb-84161.html?simple=DEQ17MEN35376-105004,LED wandlamp TR Bulb,214.-,wall_lights,westwingnow,Lampenkap: opaalglasLampvoet: marmer,Lampenkap: witLampvoet: gemarmerd grijs,"Ø 20 cm, D 22 cmSnoer: L 200 cm","Dimbare LED wandlamp met aansluiting via het meegeleverde snoer met stekker.Design Tim Rundle.Kan ook als tafellamp worden gebruikt.Aan-/uitschakelen via de wipschakelaar aan het snoer. 1 benodigd peertje, E27, max. 7 W, is bij de levering inbegrepen.Het peertje is vast in de lampenkap igebouwd, heeft een levensduur van 25.000 uur en schijnt warm wit licht met 70 Lm.Producent en productnummer:MENU, 1472139.Deze lamp is geschikt voor peertjes met energieklasse A+.Wordt inclusief peertje met energieklasse A+ geleverd.",
DEQ18MAR18946-106125,https://www.westwingnow.nl/wandlamp-corse-85033.html?simple=DEQ18MAR18946-106125,Wandlamp Corse,109.-,wall_lights,westwingnow,"Lampenkap: linnen Lampenarm: staal Wandbevestiging: messing, gelakt Snoer: textiel omhuld",Lampenkap: wit Lampenarm: goudkleurig Wandbevestiging en snoer: zwart,"Totaal:B 30 cm, H 39 cm, D 56 cmSnoerlengte: L 200 cm","Wandlamp Corse met 180° horizontaal draaibare lampenkap.Design James und Thedin.Aansluiting via de meegeleverde snoer met stekker.Aan-/uitschakelen per wipschakelaar op het snoer.1 benodigd peertje: E27, max. 60 W  is niet bij de levering inbegrepen.Producent en productnummer:Markslöjd, 105712Deze lamp is geschikt voor peertjes van de energieklassen A++ tot E.Wordt exclusief peertje geleverd.",
DEQ18ENO44493-113888,https://www.westwingnow.nl/led-wandlamp-plus-91554.html?simple=DEQ18ENO44493-113888,LED wandlamp Plus,194.-,wall_lights,westwingnow,Gelakt staal,"Behuizing en wandophanging: zwartDiffuser: wit, semi-transparant","Ø 18 cm, H 10 cm","LED wandlamp met lichtuitgang naar boven en onder.De lamp kan worden gemonteerd in liggende of staande richting, maar kan daarna niet meer verdraaid worden.Aansluiten via een inbouwkabel in de muur. De wandlamp wordt exclusief snoer en schakelaar geleverd, de montage door een professional wordt aanbevolen.Alleen geschikt voor gebruik binnenshuis.1 benodig peertje: LED, 9,6 W, is bij de levering inbegrepen.Het peertje heeft een levensduur van 35.000 uur en schijnt warmwit licht met 300 lm.Het peertje is niet verwisselbaar.Producent en productnummer:Enostudio, NOCC01EN0040Deze lamp is geschikt voor peertjes van de energieklasse A++ tot en met E.Wordt geleverd inclusief peertje met energieklasse A+.",
DEQ18HAL75134-125573,https://www.westwingnow.nl/wandlamp-vintage-100079.html?simple=DEQ18HAL75134-125573,Wandlamp Vintage,224.-,wall_lights,westwingnow,Lampenkap en wandbevestiging: gelakt metaalLampenarm: walnoothoutSnoer: kunststof,"Lampenkap buitenzijde, wandbevestiging en snoer: zwartLampenkap binnenzijde: witLamparm: walnoothout","Totaal: D 35-70 cm, H 13 cmLampenkap: Ø 13 cmSnoerlengte: 200 cm","Wandlamp met een tot 45 graden verticaal draaibare lampenkap.Wandgewricht tot 120 graden draaibaar.Voor aansluiting via het meegeleverde snoer met stekker naar een stopcontact.De aan-/uitschakelaar bevindt zich via de wipschakelaar aan de lampenkap.Alleen geschikt voor gebruik binnenshuis.1 benodigd peertje: E27, max. 40 W, is niet bij de levering inbegrepen.Producent en productnummer:Halo Design, 732456Geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ18HAL12898-125555,https://www.westwingnow.nl/wandlamp-medina-100061.html?simple=DEQ18HAL12898-125555,Wandlamp Medina,134.-,wall_lights,westwingnow,"Lampenkap: polypropyleenWandbevestiging, lamparm: gelakt metaal","Lampenkap: witWandbevestigung, lamparm en snoer: zwart","Totaal:D 40 cm tot 60 cm, H 28 cmLampenkap: Ø 33 cm","Wandlamp met een tot 45 graden verticaal draaibare lampenkap.Wandgewricht tot 120 graden draaibaar.Voor aansluiting via een inbouwsnoer in de wand.De wandlamp wordt exclusief snoer (en schakelaar) geleverd, de installatie aan de wand door een professional wordt aanbevolen.Alleen geschikt voor gebruik binnenshuis.1 benodigd peertje: E27, max. 40 W, is niet bij de levering inbegrepen.Producent en productnummer:Halo Design, 731541Geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ18FRA67362-119290,https://www.westwingnow.nl/wandlamp-ball-95413.html?simple=DEQ18FRA67362-119290,Wandlamp Ball,75.-,wall_lights,westwingnow,Gelakt metaal,Mat grijs,"Totaal: B 12 cm, H 12 cm, D 15 cm Snoerlengte: 230 cm","Wandlamp met aansluiting via het meegeleverde snoer met stekker.De lampenkap is verticaal en horizontaal tot 90 graden verstelbaar.Aan-/uitschakelaar bevindt zich op de snoer.Installatie door een specialist wordt aanbevolen.Geschikt voor gebruik binnens- en buitenshuis.1 benodigd peertje: E27, max. 40 watt, is niet bij de levering inbegrepen.Producent en productnummer: Frandsen, 1115 210605001.Deze lamp is geschikt voor peertjes van energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ17ITS21529-104143,https://www.westwingnow.nl/wandlamp-chicago-83404.html?simple=DEQ17ITS21529-104143,Wandlamp Chicago,354.-,wall_lights,westwingnow,Lamp: gelakt metaalSnoer: textiel omwikkeld,"Lamp: zwartLampenkap binnenzijde: witSnoer: zwart, wit","Totaal: B 36 cm, H 30 cm, max. D 151 cmDiepte: D 60 cm tot D 151 cm, individueel instelbaarAchterste lampenarm: L 70 cmVoorste lampenarm: L 50 cmLampenkap: Ø 36 cm, H 24 cmSnoerlengte: L 180 cm","Wandlamp  met drie elk tot 360 ° verticaal verstelbare gewrichten.Aansluiting via de meegeleverde snoer met stekker.Aan-/uitschakelen per wipschakelaar op het snoer.1 benodigd peertje, E27, max. 60 W, is niet bij de levering inbegrepen.Producent en productnummer:It's about Romi, Chicago/WA/BDeze lamp is geschikt voor peertjes van energieklassen A++ tot E.Wordt geleverd exclusief peertjes.",
DEQ17FAR19008-98649,https://www.westwingnow.nl/wandlamp-nit-78847.html?simple=DEQ17FAR19008-98649,Wandlamp Nit,82.-,wall_lights,westwingnow,Gelakt gietaluminium,Wit,"Totaal: B 40 cm, H 20 cm, D 20 cmSnoerlengte: 200 cm","Wandlamp met aansluiting via het meegeleverde snoer met stekker.De muurbeugel kan in twee varianten worden gemonteerd.Installatie-instructies zijn bijgevoegd.Aan-/uitschakelen per wipschakelaar op het snoer.1 benodigd peertje: E27, max. 20 W, is niet bij de levering inbegrepen.Producent en productnummer:Pharo Barcelona, 1005Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met B.Wordt exclusief peertje geleverd.",
DEQ17DES89259-95759,https://www.westwingnow.nl/led-buitenwandlamp-fold-76418.html?simple=DEQ17DES89259-95759,LED buitenwandlamp Fold,164.-,wall_lights,westwingnow,Verkoperd aluminium,Koperkleurig,"B 15 cm, H 21 cm, D 5 cm","LED buitenwandlamp voor aansluiting via een verzonken snoer.  De wandlamp wordt exclusief snoer (en schakelaar) geleverd, montage aan de wand door een professional wordt aanbevolen.Ontwerp Bonnelycke mdd.Inclusief vier verschillende diffusorbevestigingen om de lichtkegels te vervangen.Benodigd peertje: 1 LED peertje, 5 W, is bij de levering inbegrepen,  stevig geïnstalleerd, heeft een levensduur van 35.000 uur en schijnt een warmwit licht met 270 lumen.Producent en productnummer:Design for the People, 45401003Deze lamp is geschikt voor peertjes met een energieklasse van A++ tot en met A.De lamp wordt inclusief LED peertje van energieklasse A geleverd.",
DEQ18SLA23369-124043,https://www.westwingnow.nl/wandlamp-veli-98948.html?simple=DEQ18SLA23369-124043,Wandlamp Veli,227.-,wall_lights,westwingnow,"Technopolymeer Opalflex®, recyclebaar, onbreekbaar, flexibel, anti-statisch gecoat, UV- en hittebestendig",Wit,"Ø 53 cm, D 20 cm","Handgemaakte wandlamp Veli.MiniKan ook als plafondlamp gebruikt worden.Design Adriano Rachele.Voor aansluiting via een inbouwsnoer in de wand.De wandlamp wordt exclusief snoer (en schakelaar) geleverd, het monteren aan de wand dient door een professional te gebeuren.Aleen geschikt voor gebruik binnenshuis.Lampenkap en wandbevestiging zijn met elkaar verbonden via magnetische vlakken.1 benodigd peertje, E14, max. 11 Watt, is niet bij de levering inbegrepen.Producent en productnummer:Slamp, VEL78PLF0001BW000Geschikt voor peertjes met een energieklasse van A++ tot en met A.Wordt exclusief peertje geleverd.",
DEQ18MAR32277-106157,https://www.westwingnow.nl/led-wandlamp-bas-85065.html?simple=DEQ18MAR32277-106157,LED wandlamp Bas,64.-,wall_lights,westwingnow,Gelakt messing,Wit,"Totaal:B 20 cm, H 26 cm, D 13 cmSnoerlengte: L 200 cm","LED wandlamp Bas met aansluiting via het meegeleverde snoer met stekker.Design Bunker Hill.6 benodige LED peertjes van 1 W zijn bij de levering inbegrepen.Peertjes zijn vast geinstalleerd en hebben een levensduur van 15.000 uur en schijnen warmwit licht met 80 lm.Producent en productnummer:Markslöjd, 105405Deze lamp is geschikt voor peertjes van de energieklassen A++ tot E.Wordt geleverd inclusief peertjes uit de energieklasse A.",
DEQ18MAR97790-116597,https://www.westwingnow.nl/wandlamp-stanford-93592.html?simple=DEQ18MAR97790-116597,Wandlamp Stanford,274.-,wall_lights,westwingnow,Gepoedercoat staal,Zwart,"Totaal: B 90 cm, H 35 cm, D 20 cmLampenkap: Ø 20 cm","WandlampAansluiting via de meegeleverde snoer met stekker.Aan-/uitschakelen per wipschakelaar op de bevestiging.Alleen geschikt voor gebruik binnenshuis.1 benodigd peertje van 40 W is niet bij de levering inbegrepen.Producent en productnummer:Markslöjd, 104927Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ17VIT02862-100697,https://www.westwingnow.nl/wandlamp-eos-willow-80557.html?simple=DEQ17VIT02862-100697,Wandlamp Eos Willow,224.-,wall_lights,westwingnow,"Lampenkap: ganzenveren, staal Wandbevestiging: gelakt aluminium",Wit,"Totaal: B 45 cm, H 123 cm, D 121 cm Lampenkap: Ø 45 cm, H 30 cm Snoerlengte: 300 cm","Wandlamp Eos Willow met 180° horizontaal draaibare lampenkap.Design Soren Ravn Christensen.De beide wandbevestigingen kunnen op een afstand van 35 tot 55 cm van elkaar aan de muur worden bevestigd, beide voorzien van een schroefdop waarmee de koppeling naderhand in hoogte kan worden ingesteld.Aansluiting via het meegeleverde snoer met stekker.De veren hebben nadat ze samen zijn gezet even tijd nodig om de uiteindelijke vorm van de lamp te verkrijgen.Handleiding is bijgesloten.Wordt plat verpakt geleverd en dient nog gemonteerd te worden.1 benodigd peertje, E27, max. 15 W is niet bij de levering inbegrepen.Producent en productnummer:Vita, 2010 + 4110 Deze lamp is geschikt voor peertje van de energieklassen A++ tot en met E.Wordt exclusief peertje geleverd.Wordt plat verpakt geleverd en dient nog gemonteerd te worden.",
DEQ18RAU00477-109812,https://www.westwingnow.nl/led-wandlamp-heart-88129.html?simple=DEQ18RAU00477-109812,LED wandlamp Heart,77.-,wall_lights,westwingnow,Lampenkap: tyvekSnoer: kunststof,"Lampenkap: wit, semi-transparantSnoer: rood","Lampenkap:B 46 cm, H 54 cm, D 6 cmSnoerlengte: L 300 cm","LED wandlamp gemaakt van tyvek-fleece.Met een duurzame plastic look en het voelt  vergelijkbaar aan als papier.Aansluiting via de meegeleverde snoer met stekker.Aan-/uitschakelen per wipschakelaar op het snoer.Made in Germany.1 benodigd LED peertje van 3 W is bij de levering inbegrepen.Peertje is vast geinstalleerd en heeft een levensduur van 20.000 uren en schijnt warmwit licht.Productent en productnummer:Raumgestalt, TY22Deze lamp is geschikt voor peertjes uit de energieklasse A+.Wordt geleverd inclusief een peertje van energieklasse A+.",
DEQ18FRA59825-119293,https://www.westwingnow.nl/wandlamp-ball-95416.html?simple=DEQ18FRA59825-119293,Wandlamp Ball,75.-,wall_lights,westwingnow,Gelakt metaal,Mat rood,"Totaal: B 12 cm, H 12 cm, D 15 cm Snoerlengte: 230 cm","Wandlamp met aansluiting via het meegeleverde snoer met stekker.De lampenkap is verticaal en horizontaal tot 90 graden verstelbaar.Aan-/uitschakelaar bevindt zich op de snoer.Installatie door een specialist wordt aanbevolen.Geschikt voor gebruik binnens- en buitenshuis.1 benodigd peertje: E27, max. 40 watt, is niet bij de levering inbegrepen.Producent en productnummer: Frandsen, 1115 210605001.Deze lamp is geschikt voor peertjes van energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ17FAR22234-98650,https://www.westwingnow.nl/wandlamp-nit-78848.html?simple=DEQ17FAR22234-98650,Wandlamp Nit,119.-,wall_lights,westwingnow,Gelakt gietaluminium,Zwart,"Totaal: B 40 cm, H 20 cm, D 20 cmSnoerlengte: 200 cm","Wandlamp met aansluiting via het meegeleverde snoer met stekker.De muurbeugel kan in twee varianten worden gemonteerd.Installatie-instructies zijn bijgevoegd.Aan-/uitschakelen per wipschakelaar op het snoer.1 benodigd peertje: E27, max. 20 W, is niet bij de levering inbegrepen.Producent en productnummer:Pharo Barcelona, 1006Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met B.Wordt exclusief peertje geleverd.",
DEQ17DES39584-95758,https://www.westwingnow.nl/led-buitenwandlamp-fold-76417.html?simple=DEQ17DES39584-95758,LED buitenwandlamp Fold,124.-,wall_lights,westwingnow,Gelakt staal,Zwart,"B 15 cm, H 21 cm, D 5 cm","Wandlamp voor aansluiting via een verzonken kabel.  De wandlamp wordt zonder kabel (en schakelaar) geleverd, installatie aan de wand wordt door een vakman aanbevolen.Ontwerp Bonnelycke mddInclusief vier verschillende diffusorbevestigingen om de lichtkegel te vervangenBenodigd peertje: 1 LED peertje, 5 W, is bij de levering inbegrepen,  stevig geïnstalleerd, heeft een levensduur van 35.000 uur en schijnt een warmwit licht met 270 lumen.Producent en productnummer:Design for the People, 45401003Deze lamp is geschikt voor peertjes met een energieklasse van A++ tot en met A.De lamp wordt inclusief LED peertje van energieklasse A geleverd.",
DEQ18DES61877-120484,https://www.westwingnow.nl/dimbare-wandlamp-brassy-96234.html?simple=DEQ18DES61877-120484,Dimbare wandlamp Brassy,219.-,wall_lights,westwingnow,Gepoedercoat messing,Lampenkap buiten- en binnenzijde: witBevestiging: messingkleurig,"Totaal:B 22 cm, H 50 cm,max. D 75 cm afstand van de helling van de lampenkappenLampenkap: Ø 22 cmSnoerlengte: 180 cm","Dimbare wandlamp voor aansluiting via het netsnoer op een standaard stopcontact.De lampenkap is verticaal tot 90° graden draaibaar en tot 360° horizontaal draaibaar. Design Bønnelycke mddDe aan-/uitschakelaar  en helderheidsregelaar bevindt zich via de draaidimmer aan de sokkel.1 benodigd peertje E27, max. 25 Watt, is niet bij de levering inbegrepen.Producent en productnummer: Design for the People, 46301001Geschikt voor peertjes met een energieklasse van A++ tot en met D.Wordt exclusief peertje geleverd.Lieferung inklusive Wandbefestigung",
DEQ17DES78707-95757,https://www.westwingnow.nl/wandlamp-tippy-76416.html?simple=DEQ17DES78707-95757,Wandlamp Tippy,94.-,wall_lights,westwingnow,SGelakt staalSnoer: kunststof,ZwartLampenkap binnenkant: wit,"Totaal:B 10 cm, H 23 cm, D 23 cmSnoer: L 200 cm","Wandlamp Tippy met aansluiting via de meegeleverde snoer met stekker.Ontwerp Bonnelycke mddDe lampenkap is 360° draaibaarAan-/uitschakelaar per draaidimmer aan de wandbevestigingBenodigd peertje: 1x E27, max. 15 W, is niet bij de levering inbegrepen.Producent en productnummer:Design for the People, 45181003Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met D.Wordt exclusief peertje geleverd.",
DEQ17VIT78069-100698,https://www.westwingnow.nl/wandlamp-eos-willow-80558.html?simple=DEQ17VIT78069-100698,Wandlamp Eos Willow,219.-,wall_lights,westwingnow,"Lampenkap: ganzenveren, staal Wandbevestiging: gelakt aluminium",Lampenkap: lichtgrijs Wandbevestiging: zwart,"Totaal: B 45 cm, H 123 cm, D 121 cm Lampenkap: Ø 45 cm, H 30 cm Snoerlengte: 300 cm","Wandlamp Eos Willow met 180° horizontaal draaibare lampenkap.Design: Soren Ravn Christensen.De beide wandbevestigingen kunnen op een afstand van 35 tot 55 cm van elkaar aan de muur worden bevestigd, beide voorzien van een schroefdop waarmee de koppeling naderhand in hoogte kan worden ingesteld.Aansluiting via het meegeleverde snoer met stekker.De veren hebben nadat ze samen zijn gezet even tijd nodig om de uiteindelijke vorm van de lamp te verkrijgen.Handleiding is bijgesloten.Wordt plat verpakt geleverd en dient nog gemonteerd te worden.1 benodigd peertje, E27, max. 15 W, is niet bij de levering inbegrepen.Producent en productnummer:Vita, 2010 + 4111 Deze lamp is geschikt voor peertje van de energieklassen A++ tot en met E.Wordt exclusief peertje geleverd.Wordt plat verpakt geleverd en dient nog gemonteerd te worden.",
DEQ18MAR10443-123435,https://www.westwingnow.nl/wandlamp-urn-98445.html?simple=DEQ18MAR10443-123435,Wandlamp Urn,42.-,wall_lights,westwingnow,Vermessingd metaal,Messingkleurig,"Totaal:B 10 cm, H 10 cm, D 14 cmLampenkap: Ø 10 cmSnoerlengte: 200 cm","Wandlamp voor aansluiting via het meegeleverde snoer met stekker op een stopcontact.De lampenkap is tot 90° verticaal draaibaar.De aan-/uitschakelaar bevindt zich via de wipschakelaar aan de lampenkap.1 benodigd peertje: GU10, max. 35 W, is niet bij de levering inbegrepen.Producent en productnummer:Markslöjd, 106315Geschikt voor peertjes met energieklasse A++ tot en met A en C tot en met E.Wordt exclusief peertje geleverd.",
DEQ18MAT04623-109837,https://www.westwingnow.nl/led-wandlamp-ray-88154.html?simple=DEQ18MAT04623-109837,LED wandlamp Ray,254.-,wall_lights,westwingnow,Lampenkap en bevestiging: gelakt staalOnderste deel van de lampenkap: eikenhoutSnoer: textiel omhuld,Lampenkap en bevestiging:WitOnderste deel lampenkap:EikenkleurigSnoer: wit,"Totaal: B 12 cm, H 32 cm, D 17 cmSnoerlengte: 200 cm","Kleine LED wandlamp Ray.Met  aansluiting via de meegeleverde  snoer met stekker.Design by Pederjessen.Aan / uit schakelaar op de muurbevestiging.1 benodigd LED peertje: GU9, 9 W is bij de levering inbegrepen.Peertje heeft een levensduur van 15.000 uren en schijnt warmwit licht(3000K) met 250 lm.Producent en productnummer:Mater, 2511Deze lamp is geschikt voor peertjes van energieklassen A++ tot en met A.Wordt geleverd inclusief een peertje van energieklasse A+.",
DEQ18DES53317-120485,https://www.westwingnow.nl/dimbare-wandlamp-brassy-96235.html?simple=DEQ18DES53317-120485,Dimbare wandlamp Brassy,219.-,wall_lights,westwingnow,Gepoedercoat messing,Lampenkap buitenzijde: zwartLampenkap binnenzijde: witBevestiging: messingkleurig,"Totaal:B 22 cm, H 50 cm,max. D 75 cm afstand van de helling van de lampenkappenLampenkap: Ø 22 cmSnoerlengte: 180 cm","Dimbare wandlamp voor aansluiting via het netsnoer op een standaard stopcontact.De lampenkap is verticaal tot 90° graden draaibaar en tot 360° horizontaal draaibaar. Design Bønnelycke mdd.De aan-/uitschakelaar en helderheidsregelaar bevindt zich via de draaidimmer aan de sokkel.1 benodigd peertje E27, max. 25 Watt, is niet bij de levering inbegrepen.Producent en productnummer: Design for the People, 46301003Geschikt voor peertjes met een energieklasse van A++ tot en met D.Wordt exclusief peertje geleverd.Lieferung inklusive Wandbefestigung",
DEQ18MAR71728-123437,https://www.westwingnow.nl/wandlamp-urn-98447.html?simple=DEQ18MAR71728-123437,Wandlamp Urn,42.-,wall_lights,westwingnow,Verchroomd metaal,Chroomkleurig,"Totaal:B 10 cm, H 10 cm, D 14 cmLampenkap: Ø 10 cmSnoerlengte: 200 cm","Wandlamp voor aansluiting via het meegeleverde snoer met stekker op een stopcontact.De lampenkap is tot 90° verticaal draaibaar.De aan-/uitschakelaar bevindt zich via de wipschakelaar aan de lampenkap.1 benodigd peertje, GU10, max. 35 W, is niet bij de levering inbegrepen.Producent en productnummer:Markslöjd, 106082Geschikt voor peertjes met een energieklasse van A++ tot en met A en C tot en met E.Wordt exclusief peertje geleverd.",
DEQ18RAU58415-109809,https://www.westwingnow.nl/led-wandlamp-moon-88127.html?simple=DEQ18RAU58415-109809,LED wandlamp Moon,vanaf 69.-,wall_lights,westwingnow,Lampenkap: tyvekSnoer: kunststof,"Lampenkap: wit, semi-transparantSnoer: wit","Lampenkap: Ø 60 cm, D 6 cmSnoerlengte: L 300 cm","LED wandlamp gemaakt van tyvek-fleece.Met een duurzame kunststof look en het voelt  vergelijkbaar aan als papier.Aansluiting via de meegeleverde snoer met stekker.Aan-/uitschakelen per wipschakelaar op het snoer.Made in Germany.1 benodigd LED peertje van 3 W is bij de levering inbegrepen.Peertje is vast geinstalleerd en heeft een levensduur van 20.000 uren en schijnt warmwit licht.Productent en productnummer:Raumgestalt, TY26Deze lamp is geschikt voor peertjes uit de energieklasse A+.Wordt geleverd inclusief een peertje van energieklasse A+.",
DEQ18SLA01856-124060,https://www.westwingnow.nl/wandlamp-clizia-pixel-98963.html?simple=DEQ18SLA01856-124060,Wandlamp Clizia Pixel,vanaf 164.-,wall_lights,westwingnow,"Technopolymeer Opalflex®, recyclebaar, onbreekbaar, flexibel, anti-statisch gecoat, UV- en hittebestendig",Transparant met uitsparingen,"Ø 53 cm, D 20 cm","Handgemaakte wandlamp Clizia Pixel.Kan ook als plafondlamp gebruikt worden.Design Adriano Rachele.Voor aansluiting via een inbouwsnoer in de wand.De wandlamp wordt exclusief snoer (en schakelaar) geleverd, het monteren aan de wand dient door een professional te gebeuren.Aleen geschikt voor gebruik binnenshuis.2 benodigde peertjes, E27, max. 20 Watt, zijn niet bij de levering inbegrepen.Producent en productnummer:Slamp, CLI78PLF0000PXGeschikt voor peertjes met een energieklasse van A++ tot en met A.Wordt exclusief peertje geleverd.",
DEQ17NOV66516-99793,https://www.westwingnow.nl/led-wandlamp-toichos-79836.html?simple=DEQ17NOV66516-99793,LED wandlamp Toichos,99.-,wall_lights,westwingnow,"Nikkel, gedeeltelijk verchroomd","Ronde schijf: Nikkel, matVierkante armatuur montage en lampenkap: Chroom","B 24 cm, H 30 cm, D 7 cm","LED-wandlicht voor aansluiting via een ingebouwde kabel in de muur.De wandarmatuur wordt geleverd zonder kabel (en schakelaar), het wordt aanbevolen om de installatie op de muur door een specialist uit te laten voeren.Op de matte ronde nikkel schijf is een hoekig chroom onderdeel bevestigd aan de armatuur.Benodigd LED-peertje, 6 W, is meegeleverd, niet dimbaar, permanent geïnstalleerd, heeft een levensduur van 25.000 uur en is warmwit met 450 lmProducent en productnummer:Nova Luce, 6261601 Deze lamp is geschikt voor peertjes met energieklasse A++ tot EDe lamp wordt exclusief peertje geleverd",
DEQ17HUE92314-95908,https://www.westwingnow.nl/wandlamp-asger-76537.html?simple=DEQ17HUE92314-95908,Wandlamp Asger,124.-,wall_lights,westwingnow,"Metaal, poedercoatingScharnieren: metaal, vermessingd",WitScharnieren: messing,"Totaal:B 17 cm, H 33 cm, D 58 cmKabellengte: L 250 cm","Wandlamp met aansluiting via de meegeleverde snoer.Alle messingelementen zijn 360° draaibare scharnierenWordt geleverd inclusief bevestigingsmateriaalAan-/uitschakelaar per kipschakelaar aan de kabelBenodigd peertje: E27, max. 60 W is niet bij de levering inbegrepenProducent en productnummer:Hübsch, 890405Deze lamp is geschikt voor peertjes van energieklasse A++ tot EDe lamp wordt exclusief peertje geleverd",
DEQ18SLA86820-124042,https://www.westwingnow.nl/wandlamp-veli-mini-98947.html?simple=DEQ18SLA86820-124042,Wandlamp Veli Mini,199.-,wall_lights,westwingnow,"Technopolymeer Opalflex®, recyclebaar, onbreekbaar, flexibel, anti-statisch gecoat, UV- en hittebestendig",Wit,"Ø 32 cm, D 15 cm","Handgemaakte wandlamp Veli.MiniKan ook als plafondlamp gebruikt worden.Design Adriano Rachele.Voor aansluiting via een inbouwsnoer in de wand.De wandlamp wordt exclusief snoer (en schakelaar) geleverd, het monteren aan de wand dient door een professional te gebeuren.Aleen geschikt voor gebruik binnenshuis.Lampenkap en wandbevestiging zijn met elkaar verbonden via magnetische vlakken.1 benodigd peertje, E14, max. 11 Watt, is niet bij de levering inbegrepen.Producent en productnummer:Slamp, VEL78PLF0001BW000Geschikt voor peertjes met een energieklasse van A++ tot en met A.Wordt exclusief peertje geleverd.",
DEQ18MAR57081-123436,https://www.westwingnow.nl/wandlamp-urn-98446.html?simple=DEQ18MAR57081-123436,Wandlamp Urn,42.-,wall_lights,westwingnow,Gecoat metaal,Mat wit,"Totaal:B 10 cm, H 10 cm, D 14 cmLampenkap: Ø 10 cmSnoerlengte: 200 cm","Wandlamp voor aansluiting via het meegeleverde snoer met stekker op een stopcontact.De lampenkap is tot 90° verticaal draaibaar.De aan-/uitschakelaar bevindt zich via de wipschakelaar aan de lampenkap.1 benodigd peertje, GU10, max. 35 W, is niet bij de levering inbegrepen.Producent en productnummer:Markslöjd, 106083Geschikt voor peertjes met een energieklasse van A++ tot en met A en C tot en met E.Wordt exclusief peertje geleverd.",
