product_id,detail_url,title,price,category,competitor,materiaal,kleur,afmeting,details,onderhoudsvoorschriften
DEQ18AND74468-115466,https://www.westwingnow.nl/xl-hanglamp-spike-92832.html?simple=DEQ18AND74468-115466,XL-hanglamp Spike,199.-,pendant_lights,westwingnow,Baldakijn: verchroomd metaalLampenkap: verchroomd metaal,Baldakijn: chroomkleurigLampenkap: chroomkleurigSnoer: transparant,"Totaal: Ø 90 cmSnoerlengte: 130 cmStangen: alle max. L 38 cmBinnenkant bol: Ø 12 cmAfstand tot het plafond: max. 150 cm, individueel in hoogte verstelbaar","Grote hanglamp zonder peertjes. Gewicht: 4 kg.De montage van deze lamp kan ongeveer 10 minuten in beslag nemen.Door de grote diameter is dit XL-licht het beste geschikt voor plafondhoogten vanaf 3 meter. Wij adviseren het gebruik van 24 LED-lampen met 250 lumen en 5 W. Wanneer dimbare lampen worden gebruikt, kan de lamp worden gedimd via een wanddimmer. Wij adviseren de wanddimmer door een professional te laten installeren.24 benodigde peertjes: E14, max. 25 W, zijn niet bij de levering inbegrepen.Producent en productnummer: Wlabels GmbH, DEL7LIT01-106Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertjes geleverd.",
DEQ18WES09025-124301,https://www.westwingnow.nl/hanglamp-aloisie-99162.html?simple=DEQ18WES09025-124301,Hanglamp Aloisie,249.-,pendant_lights,westwingnow,"Baldakijn, frame en stang: vermessingd metaalLampenkappen: glas","Baldakijn, frame en stang: messingkleurigLampenkappen: witSnoer: transparant","Totaal: L 110 cm, B 55 cmLampenkappen: alle 10 cmAfstand tot het plafond: 90-150 cm","Hanglamp, in hoogte verstelbaar.De lamparmen kunnen niet versteld worden.6 benodigde peertjes: LED, G9, max. 4 W, zijn niet bij de levering inbegrepen.Producent en productnummer:Wlabels GmbH, DEL8LIT03-111Geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertjes geleverd.",
DEQ18WES36707-124303,https://www.westwingnow.nl/hanglamp-edie-99164.html?simple=DEQ18WES36707-124303,Hanglamp Edie,139.-,pendant_lights,westwingnow,Baldakijn en fitting: gepoedercoat metaalLampenkappen: glasSnoer: textiel,Baldakijn en fitting: zwartLampenkappen: transparant grijsSnoer: zwart,"Totaal: Ø 30 cmLampenkappen: alle Ø 15 cmSnoerlengte: 150 cmAfstand tot het plafond: max. 165 cm, individueel in hoogte verstelbaar","Glazen hanglamp3 benodigde peertjes: LED, G9, max. 4 W, zijn niet bij de levering inbegrepen.Producent en productnummer:Wlabels GmbH, DEL8LIT03-114Geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertjes geleverd.",
DEQ14VIT59991-16990,https://www.westwingnow.nl/hanglamp-eos-14738.html?simple=DEQ14VIT59991-16990,Hanglamp Eos,vanaf 99.-,pendant_lights,westwingnow,"Lampenkap: ganzenveren, staalBaldakijn: kunststof",Wit,"Lampenkap: Ø 75 cm, H 45 cm Afstand tot het plafond: max. 210 cm, individueel verstelbaar","Hanglamp Eos X-Large inclusief snoerpendel.De veren hebben nadat ze samen zijn gezet even tijd nodig om de uiteindelijke vorm van de lamp te verkrijgen.Handleiding is bijgesloten.Wordt plat verpakt geleverd en enige montage is vereist.1 benodigd peertje: E27, max. 60 W, is niet bij de levering inbegrepen.Producent en productnummer:Umage by Vita Copenhagen, Nr. 02012 Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ18WES87529-124306,https://www.westwingnow.nl/hanglamp-chloe-99167.html?simple=DEQ18WES87529-124306,Hanglamp Chloe,99.-,pendant_lights,westwingnow,Baldakijn en fitting: vermessingd metaalLampenkap: glas,Baldakijn en fitting: messingkleurigLampenkap: witSnoer: transparant,"Lampenkap: Ø 20 cm, H 40 cmSnoerlengte: 220 cmAfstand tot het plafond: max. 260 cm, individueel in hoogte verstelbaar","Glazen hanglampDoor het geïntegreerde contragewicht in het ronde frame hangen de lamp en het snoer altijd loodrecht, zoals te zien is op de foto's.1 benodigd peertje: LED, E27, max. 4 W, is niet bij de levering inbegrepen.Producent en productnummer:Wlabels GmbH, DEL8LIT03-117Geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ18MIR79113-127251,https://www.westwingnow.nl/hanglamp-clouds-101503.html?simple=DEQ18MIR79113-127251,Hanglamp Clouds,vanaf 49.-,pendant_lights,westwingnow,Baldakijn en frame: vermessingd metaalLampenkap: linnenSnoer: kunststof,Baldakijn en frame: messingkleurigLampenkap: taupeSnoer: transparant,"Lampenkap: Ø 40 cm, H 40 cmSnoerlengte: 125 cmAfstand vanaf het plafond: max. 165 cm,individueel in hoogte verstelbaar","Hanglamp, in hoogte verstelbaar.Wordt in een plat, ruimtebesparend pakket geleverd en dient nog gemonteerd te worden.1 benodigd peertje: E 27, max. 60 W, is niet bij de levering inbegrepen.Producent en productnummer:Wlabels GmbH, DEL6LIT03-141Geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ17MAR86959-98158,https://www.westwingnow.nl/hanglamp-capital-78431.html?simple=DEQ17MAR86959-98158,Hanglamp Capital,174.-,pendant_lights,westwingnow,Vermessingd metaal,Messingkleurig,"Totaal: Ø 63 cmTotale hoogte: 106-166 cm in 30 cm trapsgewijs instelbaarLampenarm met fittingen: alle B 63 cmOphangstang van het plafond: H 120 cm, verstelbaar naar H 90 cm of H 60 cm.","Hanglamp met 3 lamparmen die elk 360° horizontaal draaibaar zijn.Met een minimale hoogte van 106 cm, houd hier rekening mee.De ophanging naar het plafond bestaat uit 4 delen, waarvan eventueel 1 of 2 kunnen worden weggehaald, zodat de hanghoogte kan worden aangepast met 30 of 60 cm.6 benodigde peertjes: E27, max. 60 W, zijn niet bij de levering inbegrepen.Producent en productnummer: Markslöjd, 106418Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertjes geleverd.",
DEQ18WES21002-127734,https://www.westwingnow.nl/hanglamp-grover-101936.html?simple=DEQ18WES21002-127734,Hanglamp Grover,199.-,pendant_lights,westwingnow,Baldakijn: metaalLampenkappen: glasFittingen: metaalSnoer: kunststof,Baldakijn: glanzend goudkleurigLampenkappen: witStaaf: glanzend goudkleurigFittingen: glanzend goudkleurigSnoer: transparant,"Totaal: Ø 70 cm, H 56 cmLampenkappen: alle Ø 10 cmStaaf: alle L 35 cmSnoerlengte: 100 cmAfstand vanaf het plafond:max. H 156 cm, individueel in hoogte verstelbaar","Hanglamp met verstelbare stangen.12 benodigde LED peertjes: fitting G9 , max. 4 Watt, zijn niet bij de levering inbegrepen.Producent en productnummer:Wlabels GmbH,  DEL8LIT01-107Geschikt voor peertjes met een energieklasse van A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ18AND96693-115465,https://www.westwingnow.nl/xl-hanglamp-spike-92831.html?simple=DEQ18AND96693-115465,XL-hanglamp Spike,199.-,pendant_lights,westwingnow,Baldakijn: metaalLampenkap: metaal,Baldakijn: goudkleurigLampenkap: goudkleurigSnoer: transparant,"Totaal: Ø 90 cmSnoer: L 130 cmStangen: alle max. L 38 cmBinnenkant bol: Ø 12 cmAfstand tot het plafond: max. 150 cm, individueel in hoogte verstelbaar","Grote hanglamp zonder peertje. Gewicht: 4 kg.Een montagetijd van ongeveer 10 minuten is vereist Door de grote diameter is dit XL-licht het beste geschikt voor plafondhoogten vanaf 3 meter. Wij adviseren het gebruik van 24 LED-lampen met 250 lumen en 5 watt. Wanneer dimbare lampen worden gebruikt, kan de lamp worden gedimd via een wanddimmer. Wij adviseren een specialist voor de installatie van de wanddimmer.  24 benodigde peertjes: E 14, max. 25 W, zijn niet bij de levering inbegrepen.Producent en productnummer: Wlabels GmbH, DEL7LIT01-105Deze lamp is geschikt voor peertjes van energieklasse A++ tot E.Wordt geleverd  exclusief peertjes.",
DEQ18AND82733-115463,https://www.westwingnow.nl/xs-hanglamp-spike-92829.html?simple=DEQ18AND82733-115463,XS hanglamp Spike,99.-,pendant_lights,westwingnow,Baldakijn: metaalLampenkap: metaal,Baldakijn: goudkleurigLampenkap: goudkleurigSnoer: transparant,"Totaal: Ø 30 cmSnoerlengte: 115 cmStangen: alle max. L 12 cmBinnenkant bol: Ø 8 cmAfstand tot het plafond: max. 120 cm, individueel in hoogte verstelbaar","Kleine hanglamp zonder peertje.Gewicht: 2 kg.Wordt volledig gemonteerd geleverd. Wij adviseren het gebruik van 8 LED-lampen met 250 lumen en max. 5 W.Als dimbare peertjes worden gebruikt, kan de lamp worden gedimd via een wanddimmer. Wij adviseren de wanddimmer door een professional te laten installeren.8 benodigde peertjes: E14, max. 25 W, zijn niet bij de levering inbegrepen.Producent en productnummer:Wlabels GmbH, DEL7LIT01-103Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertjes geleverd.",
DEQ17MAR47091-93377,https://www.westwingnow.nl/hanglamp-sky-74420.html?simple=DEQ17MAR47091-93377,Hanglamp Sky,59.-,pendant_lights,westwingnow,Vermessingd metaal,Messing,"Totaal: Ø 25 cm, H 150 cmAfstand tot het plafond: alle 150 cm, individueel in hoogte verstelbaar","HanglampMontage door middel van een plafondhaak, die niet wordt meegeleverd.1 benodigd peertje: E27 max. 60 W, is niet bij de levering inbegrepen.Producent en productnummer:Markslöjd, 106333Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ18WES99154-124316,https://www.westwingnow.nl/ovale-xl-hanglamp-spike-99177.html?simple=DEQ18WES99154-124316,Ovale XL-hanglamp Spike,249.-,pendant_lights,westwingnow,Baldakijn: verchroomd metaalLampenkap: verchroomd metaal,Baldakijn: chroomkleurigLampenkap: chroomkleurigSnoer: transparant,"Totaal: B 96 cm, H 57 cm, D 45 cmSnoerlengte: 130 cmStangen: alle max. L 42 cmBinnenkant bol: Ø 12 cmAfstand tot het plafond: max. 165 cm, individueel in hoogte verstelbaar","Grote, ovale hanglamp.Gewicht: 5 kg.Een montagetijd van ongeveer 10 minuten is vereist.Door de grootte is deze XL-lamp het meest geschikt bij een plandhoogte vanaf 3 meter.We raden aan de lamp te gebruiken met 18 LED peertjes met 250 lm en max. 5 W.Als dimbare peertjes worden gebruikt, kan de lamp worden gedimd via een wanddimmer. De installatie van de wanddimmer vereist een professional.18 benodigde peertjes: LED, E14, max. 25 W, zijn niet bij de levering inbegrepen.Producent en productnummer:Wlabels GmbH, DEL7LIT07-112Geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertjes geleverd.",
DEQ18WES46375-124302,https://www.westwingnow.nl/hanglamp-edie-99163.html?simple=DEQ18WES46375-124302,Hanglamp Edie,139.-,pendant_lights,westwingnow,Baldakijn en fitting: vermessingd metaalLampenkappen: glasSnoer: textiel,Baldakijn en fitting: messingkleurigLampenkappen: witSnoer: zwart,"Totaal: Ø 30 cmLampenkappen: alle Ø 15 cmSnoerlengte: 150 cmAfstand tot het plafond: max. 165 cm, individueel in hoogte verstelbaar","Glazen hanglamp3 benodigde peertjes: LED, G9, max. 4 W, zijn niet bij de levering inbegrepen.Producent en productnummer:Wlabels GmbH, DEL8LIT03-113Geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertjes geleverd.",
DEQ16VIT85309-72047,https://www.westwingnow.nl/hanglamp-eos-58086.html?simple=DEQ16VIT85309-72047,Hanglamp Eos,vanaf 134.-,pendant_lights,westwingnow,"Lampenkap: ganzenveren, staalBaldakijn: kunststof",Lampenkap: lichtgrijsSnoerpendel: zwart,"Lampenkap: Ø 75 cm, H 45 cm Afstand tot het plafond: max. 210 cm, individueel verstelbaar","Hanglamp Eos X-Large inclusief snoerpendel.1 benodigd peertje: E27, max. 60 W, is niet bij de levering inbegrepen.Handleiding is bijgesloten, levering is vlak verpakt, en montage is vereist.Producent en productnummer: Umage by Vita Copenhagen, 2086 + 4006Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ18WES58858-124307,https://www.westwingnow.nl/hanglamp-chloe-99168.html?simple=DEQ18WES58858-124307,Hanglamp Chloe,99.-,pendant_lights,westwingnow,Baldakijn en fitting: gepoedercoat metaalLampenkap: glas,Baldakijn en fitting: mat zwartLampenkap: transparant grijsSnoer: transparant,"Lampenkap: Ø 20 cm, H 40 cmSnoerlengte: 220 cmAfstand tot het plafond: max. 260 cm, individueel in hoogte verstelbaar","Glazen hanglampDoor het geïntegreerde contragewicht in het ronde frame hangen de lamp en het snoer altijd loodrecht, zoals te zien is op de foto's.1 benodigd peertje: LED, E27, max. 4 W, is niet bij de levering inbegrepen.Producent en productnummer:Wlabels GmbH, DEL8LIT03-118Geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ16PRI74568-83534,https://www.westwingnow.nl/hanglamp-agnes-66892.html?simple=DEQ16PRI74568-83534,Hanglamp Agnes,49.-,pendant_lights,westwingnow,"Baldakijn: metaalLampenkap: metaal, aluminium",Baldakijn: zwartLampenkap: zwart Detail: messingkleurigSnoer: zwart,"Lampenkap: Ø 21 cm, H 22 cmSnoerlengte: 150 cmAfstand tot het plafond: max. 175 cm,individueel in hoogte verstelbaar","Kleine hanglamp1 benodigd peertje: E27, max. 60 W, is niet bij de levering inbegrepen.Producent en productnummer:Wlabels GmbH, DEL6LIT04-153.Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ18WES90266-124299,https://www.westwingnow.nl/hanglamp-beth-99160.html?simple=DEQ18WES90266-124299,Hanglamp Beth,89.-,pendant_lights,westwingnow,Baldakijn en fitting: vermessingd metaalLampenkap: glasSnoer: textiel,Baldakijn en fitting: messingkleurigLampenkap: witSnoer: zwart,"Lampenkap: Ø 30 cmSnoerlengte: 220 cmAfstand tot het plafond: max. 250 cm, individueel in hoogte verstelbaar","Glazen hanglamp1 benodigd peertje: LED, E27, max. 9 W, is niet bij de levering inbegrepen.Producent en productnummer:Wlabels GmbH, DEL8LIT03-109Geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ17EGL37015-99722,https://www.westwingnow.nl/hanglamp-carlton-79768.html?simple=DEQ17EGL37015-99722,Hanglamp Carlton,47.-,pendant_lights,westwingnow,Gelakt staal,Goudkleurig,"Totaal: Ø 31 cm, H 40 cmAfstand tot het plafond: 110 cm, individueel in hoogte verstelbaar","Hanglamp1 benodigd peertje: E27, max. 60 W, is niet bij de levering inbegrepen.Producent en productnummer:Eglo, 49933Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ18AND53444-115464,https://www.westwingnow.nl/xs-hanglamp-spike-92830.html?simple=DEQ18AND53444-115464,XS hanglamp Spike,99.-,pendant_lights,westwingnow,Baldakijn: verchroomd metaalLampenkap: verchroomd metaal,Baldakijn: chroomkleurigLampenkap: chroomkleurigSnoer: transparant,"Totaal: Ø 30 cmSnoer: L 115 cmStangen: alle max. L 12 cmBinnenkant bol: Ø 8 cmAfstand tot het plafond: max. 120 cm, individueel in hoogte verstelbaar","Kleine hanglamp zonder peertje. Weegt 2 kg. en wordt gemonteerd geleverd. Wij adviseren het gebruik van 8 LED peertjes met 250 lumen en max. 5 watt.We raden aan om 8 LED peertjes te gebruiken met 250 lumen en 5 watt.Als dimbare peertjes worden gebruikt, kan de lamp worden gedimd via een wanddimmer. De installatie van de wanddimmer vereist een specialist.8 benodigde peertjes: fitting E 14, max. 25 watt, zijn niet bij de levering inbegrepen.Producent en productnummer: Wlabels GmbH, DEL7LIT07-104Deze lamp is geschikt voor peertjes met een energieklasse van A++ tot en met E.Levering exclusief peertje.",
DEQ18MAR83744-106107,https://www.westwingnow.nl/hanglamp-sky-85015.html?simple=DEQ18MAR83744-106107,Hanglamp Sky,49.-,pendant_lights,westwingnow,Baldakijn en fittingen: gelakt messing Snoer: textiel omhuld,Zwart,"Baldakijn: Ø 25 cmFittingen: H 12 cmAfstand tot het plafond: max. 150 cm, individueel in hoogte verstelbaar","Hanglamp3 benodigde peertjes: E27, max. 60 W, zijn niet bij de levering inbegrepen.Producent en productnummer:Markslöjd, 106334Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertjes geleverd.",
DEQ18GLO17557-122269,https://www.westwingnow.nl/hanglamp-ray-91217.html?simple=DEQ18GLO17557-122269,Hanglamp Ray,vanaf 154.-,pendant_lights,westwingnow,Lampenkap: gelakt metaalBaldakijn: gelakt metaal,Lampenkap: zwartBaldakijn: mat zwartSnoer: zwart,"Ø 70 x H 28 cmAfstand tot het plafond: max. 148 cm, individueel in hoogte verstelbaar","HanglampDesign by Patrick Hall.De bovenste kap kan afzonderlijk naar boven of beneden worden bevestigd. 1 benodigd peertje: E27, max. 60 W, is niet bij de levering inbegrepen.Producent en productnummer:Globen Lighting, 258011Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ17JEL99452-105269,https://www.westwingnow.nl/hanglamp-malmoe-84422.html?simple=DEQ17JEL99452-105269,Hanglamp Malmö,69.-,pendant_lights,westwingnow,"Lampenkap: metaal, houtBaldakijn: metaalSnoer: textiel","Lampenkap: wit, houtBaldakijn: witSnoer: wit","Lampenkap: Ø 40 cm, H 20 cmSnoerlengte: 95 cmAfstand tot het plafond: max. 113 cm,individueel in hoogte verstelbaar","Hanglamp1 benodigd peertje: E27, max. 60 W, is niet bij de levering inbegrepen.Producent en productnummer:Wlabels GmbH, DEL7LIT05-101.Geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ18WES80635-124315,https://www.westwingnow.nl/ovale-xl-hanglamp-spike-99176.html?simple=DEQ18WES80635-124315,Ovale XL-hanglamp Spike,249.-,pendant_lights,westwingnow,Baldakijn: metaalLampenkap: metaal,Baldakijn: goudkleurigLampenkap: goudkleurigSnoer: transparant,"Totaal: B 96 cm, H 57 cm, D 45 cmSnoerlengte: 130 cmStangen: alle max. L 42 cmBinnenkant bol: Ø 12 cmAfstand tot het plafond: max. 165 cm, individueel in hoogte verstelbaar","Grote, ovale hanglamp.Gewicht: 5 kg.Een montagetijd van ongeveer 10 minuten is vereist.Door de grootte is deze XL-lamp het meest geschikt bij een plandhoogte vanaf 3 meter.We raden aan de lamp te gebruiken met 18 LED peertjes met 250 lm en max. 5 W.Als dimbare peertjes worden gebruikt, kan de lamp worden gedimd via een wanddimmer. De installatie van de wanddimmer vereist een professional.18 benodigde peertjes: LED, E14, max. 25 W, zijn niet bij de levering inbegrepen.Producent en productnummer:Wlabels GmbH, DEL7LIT07-111Geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertjes geleverd.",
DEQ16VIT50436-65936,https://www.westwingnow.nl/hanglamp-eos-53040.html?simple=DEQ16VIT50436-65936,Hanglamp Eos,134.-,pendant_lights,westwingnow,"Lampenkap: ganzenveren, staalSnoerpendel: textiel, kunststof",Lampenkap: beigeSnoerpendel: wit,"Lampenkap: Ø 45 cm, H 30 cmAfstand tot het plafond: max. 210 cm, individueel verstelbaar","Hanglamp Eos inclusief snoerpendel.Handleiding is bijgesloten, levering is vlak verpakt, en montage is vereist.1 benodigd peertje: E27, max. 15 W is niet bij de levering inbegrepen.Producent en productnummer: Vita 02066Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ18MAR49900-106164,https://www.westwingnow.nl/hanglamp-capital-85072.html?simple=DEQ18MAR49900-106164,Hanglamp Capital,174.-,pendant_lights,westwingnow,Verchroomd messing,Chroomkleurig,"Totaal: Ø 63 cmTotale hoogte: H 106-166 cm in 30 cm trapsgewijs instelbaarLampenarm met fittingen: alle B 63 cmOphangstang van het plafond: H 120 cm, veranderbaar naar H 90 cm of H 60 cm.","Hanglamp met 3 lamparmen die elk 360° horizontaal draaibaar zijn.Met een minimale hoogte van 106 cm, houd hier rekening mee.De draagstang naar het plafond bestaat uit 4 delen, waarvan eventueel 1 of 2 kunnen worden weggehaald, zodat de afstand tot het plafond kan worden verminderd met 30 of 60 cm.Montage door middel van een plafondhaak, die niet wordt meegeleverd.6 benodigde peertjes: E27, max. 60 W, zijn niet bij de levering inbegrepen.Producent en productnummer: Markslöjd, 106418Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertjes geleverd.",
DEQ18WES42996-124300,https://www.westwingnow.nl/hanglamp-beth-99161.html?simple=DEQ18WES42996-124300,Hanglamp Beth,89.-,pendant_lights,westwingnow,Baldakijn en fitting: gepoedercoat metaalLampenkap: glasSnoer: textiel,Baldakijn en fitting: mat zwartLampenkap: transparant grijsSnoer: zwart,"Lampenkap: Ø 30 cmSnoerlengte: 220 cmAfstand tot het plafond: max. 250 cm, individueel in hoogte verstelbaar","Glazen hanglamp1 benodigd peertje: LED, E27, max. 9 W, is niet bij de levering inbegrepen.Producent en productnummer:Wlabels GmbH, DEL8LIT03-110Geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ17EGL41145-99720,https://www.westwingnow.nl/hanglamp-carlton-79766.html?simple=DEQ17EGL41145-99720,Hanglamp Carlton,44.-,pendant_lights,westwingnow,Gelakt staal,Zilverkleurig,"Totaal: Ø 31 cm, H 35 cmAfstand tot het plafond: 110 cm, individueel in hoogte verstelbaar","Hanglamp1 benodigd peertje: E27, max. 60 W, is niet bij de levering inbegrepen.Producent en productnummer:Eglo, 49935Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ17EGL63592-85987,https://www.westwingnow.nl/hanglamp-elegant-68941.html?simple=DEQ17EGL63592-85987,Hanglamp Elegant,49.-,pendant_lights,westwingnow,Lampenkap buitenkant: textielLampenkap binnenkant: kunststofBaldakijn: vernikkeld staal,Lampenkap buitenkant: witLampenkap binnenkant: koperkleurigBaldakijn: nikkel,"Lampenkap: Ø 38 cm, H 34 cmAfstand tot het plafond: max. 110 cm, individueel in hoogte verstelbaar","Hanglamp1 benodigd peertje: E27, max. 60 W, is niet bij de levering inbegrepen.Producent en productnummer:EGLO, 95044 Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ18MAR75634-106108,https://www.westwingnow.nl/hanglamp-sky-85016.html?simple=DEQ18MAR75634-106108,Hanglamp Sky,59.-,pendant_lights,westwingnow,Baldakijn en fittingen: vermessingd metaalSnoer: textiel omhuld,Baldakijn en fittingen: messingkleurig Snoer: zwart,"Totaal: B 68 cm, H 12 cm Afstand tot het plafond: max. 150 cm, individueel in hoogte verstelbaar","HanglampMontage door middel van een plafondhaak, welke niet bij de levering is inbegrepen.3 benodigde peertjes: E27, max. 60 W, zijn niet bij de levering inbegrepen.Producent en productnummer:Markslöjd, 106335Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertjes geleverd.",
DEQ17BY461179-105307,https://www.westwingnow.nl/hanglamp-tilly-84460.html?simple=DEQ17BY461179-105307,Hanglamp Tilly,79.-,pendant_lights,westwingnow,Lampenkap: glas met kleurengradiënt van wit tot transparantBaldakijn en fitting: geborsteld metaal,Lampenkap: kleurengradiënt van wit naar transparantBaldakijn: goudkleurigSnoer: transparant,"Lampenkap: Ø 24 cm, H 30 cmSnoerlengte: 90 cmAfstand tot het plafond: max. 120 cm,individueel in hoogte verstelbaar","Glazen hanglamp met kleurengradiënt in de lampenkap, van boven wit naar onder transparant.1 benodigd peertje: E27, max. 40 W, is niet bij de levering inbegrepen.Producent en productnummer:Wlabels GmbH, DEL7LIT04-102.Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ18BYR20842-111039,https://www.westwingnow.nl/hanglamp-gross-bar-89164.html?simple=DEQ18BYR20842-111039,Hanglamp Gross Bar,609.-,pendant_lights,westwingnow,Ballen: mondgeblazen glasBevestiging en baldakijn: verchroomd nikkel,"Bollen: amberkleurig, transparantBevestiging en baldakijn: chroomkleurig","B 80 cm, H 36 cm, D 36 cmAfstand tot het plafond: max. 120 cm,individueel in hoogte verstelbaar","Hanglamp met decoratieve bollen gemaakt van mondgeblazen glas.Montage door middel van een plafondhaak, die niet wordt meegeleverd.8 benodigde peertjes: G9, max. 40 W, zijn niet bij de levering inbegrepen.Producent en productnummer:By Rydens, 4200880-5503Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertjes geleverd.",
DEQ18GLO53618-122270,https://www.westwingnow.nl/hanglamp-ray-91219.html?simple=DEQ18GLO53618-122270,Hanglamp Ray,vanaf 194.-,pendant_lights,westwingnow,Lampenkap: vermessingd en geborsteld metaalBaldakijn: gelakt metaal,Lampenkap: mat messingkleurigPlafondkap: mat zwartSnoer: zwart,"Ø 70 x H 28 cmAfstand tot het plafond: max. 148 cm, individueel in hoogte verstelbaar","HanglampDesign by Patrick Hall.De bovenste kap kan afzonderlijk naar boven of beneden worden bevestigd. 1 peertje, E27, max. 60 W, peertje is niet bij de bestelling inbegrepen.Producent en productnummer:Globen Lighting, 258065Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ17JEL42324-105271,https://www.westwingnow.nl/hanglamp-malmoe-84424.html?simple=DEQ17JEL42324-105271,Hanglamp Malmö,69.-,pendant_lights,westwingnow,"Lampenkap: metaal, houtBaldakijn: metaalSnoer: textiel","Lampenkap buitenzijde: groen, houtLampenkap binnenzijde: witBaldakijn: groenSnoer: wit","Lampenkap: Ø 40 cm, H 20 cmSnoerlengte: 95 cmAfstand tot het plafond: max. 113 cm,individueel in hoogte verstelbaar","Hanglamp1 benodigd peertje: E27, max. 60 W, is niet bij de levering inbegrepen.Producent en productnummer:Wlabels GmbH, DEL7LIT05-103.Geschikt voor peertjes met energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ18EIG23180-117476,https://www.westwingnow.nl/hanglamp-cape-town-94131.html?simple=DEQ18EIG23180-117476,Hanglamp Cape Town,92.-,pendant_lights,westwingnow,"Edelstaal, vermessingd",Messing,"Lampenkap: Ø 51 cm, H 45 cmSnoerlengte: 200 cmAfstand tot het plafond: 20-200 cm, individueel in hoogte verstelbaar","Hanglamp1 benodigd peertje: E27, max. 25 watt, is niet bij de levering inbegrepen.Producent en productnummer:Eightmood, 9034162182Deze lamp is geschikt voor peertjes van energieklasse A++ tot en met E.Wordt exclusief peertje geleverd.",
DEQ18DES50342-107275,https://www.westwingnow.nl/hanglamp-aver-86124.html?simple=DEQ18DES50342-107275,Hanglamp Aver,vanaf 109.-,pendant_lights,westwingnow,Lampenkap: gelakt staalBaldakijn: kunststof,Lampenkap: zwart Baldakijn: kunststof,"Lampenkap: Ø 50 cm, H 55 cmAfstand tot het plafond: max. 300 cm, individueel in hoogte verstelbaar","Hanglamp AverDesign by Carlo Volf.1 benodigd peertje: E27, max. 60 W, is niet bij de levering inbegrepen.Producent en productnummer:Design for the People, 84263003Deze lamp is geschikt voor peertjes met energieklasse A++ tot en met D.Wordt exclusief peertje geleverd.",
