product_id,detail_url,title,price,category,competitor,Breedte,Fitting,Hoogte,Lichtbron meegeleverd,Materiaal,Productnummer,EAN Code,Aantal lichtbronnen,Dimbaar,Dimmer,Kleur,Kleurtint,Lichtbron,Diameter,Snoerlengte in meters,Bestelcode,Garantie,Productserie,Vermogen (in Watt),Diepte,Gewicht in kg,Type lamp,Vorm,Maat,IP-waarde,Materiaal type,Elektrische vereisten,Ruimte,Voltage,Automatische uitschakeling,Snoerloos,Dimmer voor de lichtintensiteit,Soort,Klemlamp,Kleurtemperatuur,Lengte,Branduren,Oplaadbaar,Brandstof,Type,Type/uitvoering,Draadloos,Energielabel,Stroomvoorziening,Meegeleverd in de doos,Kooldraad,Onderstel,Lichtkleur,Aantal delen,Geschenkverpakking,Lumen,Batterijtechnologie,Gewicht in gr,Type bureau accessoire,Lichtkleur EN 123646-1,Geschikt voor binnen / buiten,Philips Hue Lijn,Philips Serie,Geschikt voor badkamer,Functie verlichting,12v aansluiting,Lichtrichting,Oplaadtijd (in uren),Sensor,Type verlichting,Designers,Accuduur,Kleur frame,Type lampaccessoire,In hoogte verstelbaar,Slaapkamer stijl,Vaatwasserbestendig,Draagbaar,Soort speaker,Speaker type,Streaming Audio type,Type design,Dikte,Draadloze techniek,Filament,Glas lichtbron,Smart functies,Smart,Wandlamp aansluiting,Ingebouwde verlichting,Nominale levensduur lamp,Waterproof,Allergievrij,Hardheid,Hoofdbord,Kleur poten,Model,Tijk,Type boxspring,Type matras,Type slaper,Verstelbare bedbodem,Vulling,Wasbare hoes,Gemonteerd bij levering,Geschikt voor verstelbare bedbodems,Zitbreedte,Zitdiepte,Zithoogte,Materiaal onderstel,Materiaal zitting,Maximale draagkracht,Aantal latten/schotels,Max. gewicht,Type kern boxspring,Type vering matras,Afmetingen uitgeklapt,Frame materiaal,Armleuning,Stapelbaar,Armhoogte,Kleur onderstel,Kleur zitting,Hoogte armleuning,Wielen,Type tuinstoel,Afmetingen zitvlak,Zitting,Kleur Zitschaal,Type fauteuil,Type bank,Ingebouwde pomp,Afstandsbediening,Aantal personen,Kleur snoer,Kleur fitting,Formaat,Hangend,Timer,Type feestverlichting,Materiaal tafelblad,Max Belastbaarheid,Type spot,Wandbevestiging,Opbergruimte,Lades,Leeftijd,Dessin Vloerkleden,Type vloerkleed,Droogvoorschriften,Wasvoorschriften,Type decoratie kinderkamer
270444,https://www.fonq.nl/product/bolia-beaver-eetkamerstoel/270444/,Bolia Beaver Eetkamerstoel,"277,99


293,-",dining_chairs,fonq,"39,5 cm",,82 cm,,,244949,7061112018577,,,,Bruin,,,,,02-015-05_3003733,2 jaar,Beaver,,47 cm,,,,,,Laminaat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 cm,45 cm,Hout,Hout,,,,,,,,Nee,Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284716,https://www.fonq.nl/product/kare-design-draaibare-stoel-lady-kunstleer-zand-onderstel/284716/,Kare Design - Draaibare Stoel Lady - Kunstleer Zand - Onderstel,"239,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106628,https://www.fonq.nl/product/zuiver-flexback-stoel/106628/,Zuiver Flexback Stoel,"199,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289827,https://www.fonq.nl/product/dan-form-dreamer-stoel-set-van-2-groen-kunstleer/289827/,Dan-Form Dreamer Stoel - Set Van 2 - Groen Kunstleer,"369,-",dining_chairs,fonq,55 cm,,87 cm,,Kunstleer,2_020921,8719874347419,,,,Groen,Groen,,,,,,,,55 cm,,,,L X B55 X H87 X D55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47 cm,Metaal,Kunstleer,,,,,,,,Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215401,https://www.fonq.nl/product/i-sofa-bailey-eetkamerstoel/215401/,i-Sofa Bailey Eetkamerstoel,"379,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126908,https://www.fonq.nl/product/zuiver-doulton-stoel/126908/,Zuiver Doulton Stoel,"249,-",dining_chairs,fonq,67 cm,,80 cm,,,134369,8718548021075,,,,Grijs,,,,,1200112,2 jaar,,,61 cm,,,,,,Gepoedercoat Staal,,"Eetkamer, Woonkamer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44 cm,46 cm,Staal,Textiel,120 kg,,,,,,,Ja,Nee,62 cm,,,,Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,
270794,https://www.fonq.nl/product/beliani-vermont-eetkamerstoel-set-van-2-blauw-kunststof/270794/,Beliani VERMONT Eetkamerstoel set van 2 Blauw Kunststof,"245,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77902,https://www.fonq.nl/product/hay-about-a-chair-aac22-stoel/77902/,HAY About a Chair AAC22 Stoel,"235,-",dining_chairs,fonq,59 cm,,79 cm,,,79120,,,,,Wit,White,,,,222001,2 jaar,About a Chair,,52 cm,,,,,,Fineer eikenhout,,"Eetkamer, Woonkamer",,,,,,,,,,,,,,,,,,,Soap treated oak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modern,,,,,,,,,,,,,,,,,,,,,,,,,,,46 cm,Hout,Kunststof,,,,,,,,Ja,Nee,69 cm,,,,Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,
284583,https://www.fonq.nl/product/24designs-stoel-indy-kunstleer-cognac-zwart-slede-onderstel/284583/,24Designs Stoel Indy - Kunstleer Cognac - Zwart Slede Onderstel,"99,-",dining_chairs,fonq,57 cm,,"81,5 cm",,Kunstleer,2_016186,8719323478961,,,,Cognac,Cognac,,,,,,,,"58,5 cm",,,,L X B57 X H81.5 X D58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41 cm,45 cm,Kunststof,Leder,,,,,,,,Ja,Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290190,https://www.fonq.nl/product/moos-april-eetkamerstoel/290190/,MOOS April Eetkamerstoel,"129,-",dining_chairs,fonq,47 cm,,98 cm,,,249380,,,,,Beige,,,,,28473,2 jaar,April,,64 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 cm,49 cm,Hout,Polypropyleen,,,,,,,,,Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231774,https://www.fonq.nl/product/zuiver-mia-eetkamerstoel/231774/,Zuiver Mia Eetkamerstoel,"299,-",dining_chairs,fonq,63 cm,,"78,5 cm",,,220788,8718548036772,,,,Oranje,,,,,1200149,2 jaar,Mia,,62 cm,,,,,,Polyester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,5 cm",45 cm,Staal,Fluweel,100 kg,,,,,,,Ja,Nee,75 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212444,https://www.fonq.nl/product/vitra-eames-daw-stoel-nieuwe-hoogte/212444/,Vitra Eames DAW Stoel Nieuwe hoogte,"490,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116901,https://www.fonq.nl/product/muuto-fiber-sledestoel/116901/,Muuto Fiber Sledestoel,"849,-",dining_chairs,fonq,51 cm,,"76,5 cm",,,124279,5713291840440,,,,Zwart,,,,,20069 - 0BLCKÃBLCK,2 jaar,Fiber,,58 cm,,,,,,,,"Eetkamer, Woonkamer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42 cm,40 cm,46 cm,Staal,Leder,,,,,,,,Ja,Nee,68 cm,,,,Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,
52089,https://www.fonq.nl/product/zuiver-ridge-rib-stoel-met-armleuningen/52089/,Zuiver Ridge Rib Stoel met armleuningen,"189,-",dining_chairs,fonq,48 cm,,85 cm,,,76208,8718548002999,,,,Groen,,,,,1006058,2 jaar,Ridge Rib,,48 cm,,,,,,Ribcord (ribstof),,"Eetkamer, Woonkamer",,,,,,,,50 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,5 cm",48 cm,Chroom,Textiel,120 kg,,,,,,,Ja,Nee,"68,5 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164014,https://www.fonq.nl/product/riverdale-preston-eetkamerstoel/164014/,Riverdale Preston Eetkamerstoel,"175,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270452,https://www.fonq.nl/product/bolia-valby-eetkamerstoel/270452/,Bolia Valby Eetkamerstoel,"297,99


314,-",dining_chairs,fonq,45 cm,,77 cm,,,244957,7061118416025,,,,Bruin,Naturel,,,,02-117-01_2467152,2 jaar,Valby,,51 cm,,,,,,Wit geolied eikenhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41 cm,44 cm,Hout,Hout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91417,https://www.fonq.nl/product/kartell-louis-ghost-stoel/91417/,Kartell Louis Ghost Stoel,"258,-",dining_chairs,fonq,54 cm,,94 cm,,,98165,8034105780224,,,,Zwart,Glanzend zwart,,,,4852/E6,2 jaar,Ghost,,55 cm,"4,8 kg",,,,,,,"Eetkamer, Woonkamer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47 cm,Kunststof,Kunststof,,,,,,,,Ja,Nee,67 cm,,,,Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,
110640,https://www.fonq.nl/product/vitra-east-river-stoel/110640/,Vitra East River Stoel,"1790,-


1850,-",dining_chairs,fonq,64 cm,,74 cm,,,117786,,,,,Groen,,,,,21044100,2 jaar,,,71 cm,,,,,,"Gepoedercoat metaal,Eikenhout",,"Slaapkamer, Woonkamer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 cm,Hout,Leder,,,,,,,,Ja,Nee,67 cm,,,,Nee,,,,,Armstoel,,,,,,,,,,,,,,,,,,,,,,
289831,https://www.fonq.nl/product/dan-form-pitch-stoel-set-van-2-petrol-blauw-kunstleer-rvs-metalen/289831/,Dan-Form Pitch Stoel - Set Van 2 - Petrol Blauw Kunstleer- RVS Metalen,"529,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348759,https://www.fonq.nl/product/scab-stoel-cokka-armleuningen-set-van-4-ivoor-wit/348759/,SCAB Stoel Cokka Armleuningen - Set Van 4 - Ivoor Wit,"339,-",dining_chairs,fonq,58 cm,,85 cm,,Polyester,2_069743,8005733228013,,,,Crème,Ivoor,,,,,,,,53 cm,,,,L X B58 X H85 X D53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46 cm,Kunststof,Textiel,,,,,,,,Ja,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148340,https://www.fonq.nl/product/vitra-eames-dar-stoel-nieuwe-hoogte/148340/,Vitra Eames DAR Stoel Nieuwe hoogte,"358,-",dining_chairs,fonq,63 cm,,83 cm,,,155888,,,,,Oranje,,,,,44032000-1,2 jaar,Eames Plastic Chairs,,59 cm,,,,,,,,"Eetkamer, Woonkamer",,,,,,,,,,,,,DAR,,,,,,Chroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43 cm,Chroom,Kunststof,,,,,,,,Nee,Nee,,,,,Nee,,,,Poppy rood,,,,,,,,,,,,,,,,,,,,,,,
274780,https://www.fonq.nl/product/new-routz-joshua-stoel/274780/,New Routz Joshua Stoel,"189,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230974,https://www.fonq.nl/product/magis-troy-eetkamerstoel/230974/,Magis Troy Eetkamerstoel,"266,20",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291386,https://www.fonq.nl/product/dan-form-merge-stoel-set-van-2-grijs-kunstleer-zwarte-metalen/291386/,Dan-Form Merge Stoel - Set Van 2 - Grijs Kunstleer - Zwarte Metalen,"429,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348831,https://www.fonq.nl/product/scab-stapelbare-stoel-gio-set-van-6-rood/348831/,SCAB Stapelbare Stoel Gio - Set Van 6 - Rood,"369,-",dining_chairs,fonq,49 cm,,84 cm,,Polyester,2_069815,8005733231532,,,,Rood,Rood,,,,,,,,50 cm,,,,L X B49 X H84 X D50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47 cm,Kunststof,Textiel,,,,,,,,Nee,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272711,https://www.fonq.nl/product/duverger-eye-armstoel-set-van-2-wax-pu-zwart-open-rug-rvs/272711/,Duverger Eye - Armstoel - set van 2 - Wax PU - zwart - open rug - RVS,"399,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251071,https://www.fonq.nl/product/beliani-arctic-stoel-bruin/251071/,Beliani Arctic Stoel Bruin,"188,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206283,https://www.fonq.nl/product/woood-bliss-stoel/206283/,Woood Bliss Stoel,"69,-",dining_chairs,fonq,52 cm,,75 cm,,,195231,8714713062652,,,,Wit,,,,,378634-W,2 jaar,Bliss,,53 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48 cm,45 cm,Kunststof,Kunststof,150 kg,,,,,,,Nee,Ja,,,,,,Dining stoel,,,,,,,,,,,,,,,,,,,,,,,,,,
250119,https://www.fonq.nl/product/moos-luis-eetkamerstoel/250119/,MOOS Luis Eetkamerstoel,"70,-


87,50",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152171,https://www.fonq.nl/product/zuiver-flexback-stoel/152171/,Zuiver Flexback Stoel,"199,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339708,https://www.fonq.nl/product/label51-eetkamerstoel-winner-52x59x95-5-cm/339708/,"LABEL51 - Eetkamerstoel Winner 52x59x95,5 cm","99,-",dining_chairs,fonq,52 cm,,,,,2_064491,8719323328310,,,,Grijs,,,,,,,,,59 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233067,https://www.fonq.nl/product/kartell-generic-a-stoel/233067/,Kartell Generic A Stoel,"101,35


153,-",dining_chairs,fonq,"52,5 cm",,79 cm,,Kunststof,222043,8058967254952,,,,Wit,,,,,5814/03,2 jaar,Generic A,,52 cm,,,,,,Polypropyleen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46 cm,Kunststof,Kunststof,120 kg,,,,,,,Ja,,66 cm,,Wit,,,Dining stoel,,,,,,,,,,,,,,,,,,,,,,,,,,
261644,https://www.fonq.nl/product/hay-soft-edge-p10-eetkamerstoel/261644/,HAY Soft Edge P10 Eetkamerstoel,"145,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284612,https://www.fonq.nl/product/kare-design-set-2-stoelen-dottore-armleuning-zithoogte-48-cm/284612/,Kare Design Set 2 Stoelen Dottore Armleuning Zithoogte 48 Cm -,"438,-",dining_chairs,fonq,47 cm,,79 cm,,Leder,2_016215,4025621828907,,,,Bruin,Bruin,,,,,,,,50 cm,,,,L X B47 X H79 X D50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48 cm,Metaal,Leder,,,,,,,,Ja,Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290201,https://www.fonq.nl/product/moos-tate-eetkamerstoel/290201/,MOOS Tate Eetkamerstoel,"139,-",dining_chairs,fonq,52 cm,,87 cm,,,249395,,,,,Roze,,,,,SC-3570HQ#1968 8195-14,2 jaar,Tate,,66 cm,,,,,,Met poedercoating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 cm,51 cm,Metaal,"Polyester, Wol",,,,,,,,Nee,Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226265,https://www.fonq.nl/product/bepurehome-form-eetkamerstoel/226265/,BePureHome Form Eetkamerstoel,"149,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117582,https://www.fonq.nl/product/hay-j104-stoel/117582/,HAY J104 Stoel,"209,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289866,https://www.fonq.nl/product/dan-form-combino-stoel-set-van-2-grijs-kunstleer/289866/,Dan-Form Combino Stoel - Set Van 2 - Grijs Kunstleer,"649,-",dining_chairs,fonq,64 cm,,77 cm,,Kunstleer,2_020960,8719874347303,,,,Grijs,Grijs,,,,,,,,60 cm,,,,L X B64 X H77 X D60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47 cm,Metaal,Kunstleer,,,,,,,,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280714,https://www.fonq.nl/product/24designs-stoel-freya-armleuningen-vintage-zwart-kunstleer/280714/,24Designs Stoel Freya - Armleuningen - Vintage Zwart Kunstleer,"159,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214945,https://www.fonq.nl/product/tenzo-lolly-eetkamerstoel/214945/,Tenzo Lolly Eetkamerstoel,"249,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277568,https://www.fonq.nl/product/24designs-luke-draaibare-stoel-set-van-2-groene-stof/277568/,24Designs Luke Draaibare Stoel - Set Van 2 - Groene Stof,"229,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143961,https://www.fonq.nl/product/zuiver-ridge-rib-brushed-stoel/143961/,Zuiver Ridge Rib Brushed Stoel,"149,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223765,https://www.fonq.nl/product/hay-soft-edge-12-eetkamerstoel/223765/,HAY Soft Edge 12 Eetkamerstoel,"329,-",dining_chairs,fonq,"51,5 cm",,79 cm,,,212767,,,,,,Soft Grey,,,,928049,2 jaar,Soft edge,,"52,5 cm",,,,,,Eikenhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48 cm,46 cm,Hout,Hout,,,,,,,,Nee,Ja,,Grijs,Grijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280850,https://www.fonq.nl/product/24designs-set-2-stoelen-gee-houten-zitting-zwarte-poten/280850/,24Designs Set 2 Stoelen Gee - Houten Zitting - Zwarte Poten,"189,-",dining_chairs,fonq,52 cm,,76 cm,,Hout,2_012858,8718548020689,,,,Zwart,Zwart,,,,,,,,54 cm,,,,L X B52 X H76 X D54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41 cm,45 cm,Hout,Hout,,,,,,,,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284540,https://www.fonq.nl/product/kare-design-set-2-stoelen-econo-leer-bruin/284540/,Kare Design Set 2 Stoelen Econo - Leer - Bruin,"498,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290153,https://www.fonq.nl/product/moos-joanne-eetkamerstoel/290153/,MOOS Joanne Eetkamerstoel,"139,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345794,https://www.fonq.nl/product/kubikoff-giro-stoel-dimple-closed-blauw-houten-onderstel/345794/,Kubikoff Giro stoel - Dimple Closed Blauw - Houten onderstel,"219,-",dining_chairs,fonq,"52,00 cm",,"87,00 cm",,Kunststof,2_067305,3251339029645,,,,Blauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,00 cm","46,00 cm",Hout,Kunststof,,,,,,,,Ja,Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280915,https://www.fonq.nl/product/24designs-set-2-stoelen-dex-zitting-grijs-fluweel-houten-poten/280915/,24Designs Set 2 Stoelen DEX - Zitting Grijs Fluweel - Houten Poten,"159,-",dining_chairs,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
