product_id,detail_url,title,price,category,competitor,Breedte,Fitting,Hoogte,Lichtbron meegeleverd,Materiaal,Productnummer,EAN Code,Aantal lichtbronnen,Dimbaar,Dimmer,Kleur,Kleurtint,Lichtbron,Diameter,Snoerlengte in meters,Bestelcode,Garantie,Productserie,Vermogen (in Watt),Diepte,Gewicht in kg,Type lamp,Vorm,Maat,IP-waarde,Materiaal type,Elektrische vereisten,Ruimte,Voltage,Automatische uitschakeling,Snoerloos,Dimmer voor de lichtintensiteit,Soort,Klemlamp,Kleurtemperatuur,Lengte,Branduren,Oplaadbaar,Brandstof,Type,Type/uitvoering,Draadloos,Energielabel,Stroomvoorziening,Meegeleverd in de doos,Kooldraad,Onderstel,Lichtkleur,Aantal delen,Geschenkverpakking,Lumen,Batterijtechnologie,Gewicht in gr,Type bureau accessoire,Lichtkleur EN 123646-1,Geschikt voor binnen / buiten,Philips Hue Lijn,Philips Serie,Geschikt voor badkamer,Functie verlichting,12v aansluiting,Lichtrichting,Oplaadtijd (in uren),Sensor,Type verlichting,Designers,Accuduur,Kleur frame,Type lampaccessoire,In hoogte verstelbaar,Slaapkamer stijl,Vaatwasserbestendig,Draagbaar,Soort speaker,Speaker type,Streaming Audio type,Type design,Dikte,Draadloze techniek,Filament,Glas lichtbron,Smart functies,Smart,Wandlamp aansluiting,Ingebouwde verlichting,Nominale levensduur lamp,Waterproof,Allergievrij,Hardheid,Hoofdbord,Kleur poten,Model,Tijk,Type boxspring,Type matras,Type slaper,Verstelbare bedbodem,Vulling,Wasbare hoes,Gemonteerd bij levering,Geschikt voor verstelbare bedbodems,Zitbreedte,Zitdiepte,Zithoogte,Materiaal onderstel,Materiaal zitting,Maximale draagkracht,Aantal latten/schotels,Max. gewicht,Type kern boxspring,Type vering matras,Afmetingen uitgeklapt,Frame materiaal,Armleuning,Stapelbaar,Armhoogte,Kleur onderstel,Kleur zitting,Hoogte armleuning,Wielen,Type tuinstoel,Afmetingen zitvlak,Zitting,Kleur Zitschaal,Type fauteuil,Type bank,Ingebouwde pomp,Afstandsbediening,Aantal personen,Kleur snoer,Kleur fitting,Formaat,Hangend,Timer,Type feestverlichting,Materiaal tafelblad,Max Belastbaarheid,Type spot,Wandbevestiging,Opbergruimte,Lades,Leeftijd,Dessin Vloerkleden,Type vloerkleed,Droogvoorschriften,Wasvoorschriften,Type decoratie kinderkamer
330725,https://www.fonq.nl/product/chericoni-tafellamp-wall-street/330725/,Chericoni Tafellamp Wall Street,"49,95",table_lights,fonq,24 cm,E27,39 cm,Nee,"Hout, Metaal",2_058386,8715169101506,1,Nee,Niet geschikt voor dimmer,"Bruin, Zilver",Oud zilver,"LED, Spaarlamp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261448,https://www.fonq.nl/product/frandsen-benjamin-tafellamp/261448/,Frandsen Benjamin Tafellamp,"213,-",table_lights,fonq,,E14,46 cm,Nee,Metaal,240760,5702410292048,1,,Geschikt voor dimmer,Rood,Dusty red,,20 cm,"2,5",2493 5005011,2 jaar,Benjamin,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268813,https://www.fonq.nl/product/bloomingville-fleur-de-sel-bamboe-tafellamp/268813/,Bloomingville Fleur de Sel Bamboe Tafellamp,"140,99


149,-",table_lights,fonq,18 cm,E27,68 cm,Nee,Bamboe,244277,5711173208425,1,,Niet geschikt voor dimmer,Wit,,"Halogeen, LED, Spaarlamp",18 cm,"2,25",82041164,2 jaar,,60,18 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233512,https://www.fonq.nl/product/house-doctor-opal-tafellamp/233512/,House Doctor Opal Tafellamp,"135,95


219,-",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274099,https://www.fonq.nl/product/mica-hudson-tafellamp/274099/,Mica Hudson Tafellamp,"77,99",table_lights,fonq,,E27,45 cm,Nee,Zeegras,245840,8718861483086,1,Ja,Niet geschikt voor dimmer,Bruin,Lichtbruin,"Halogeen, LED, Spaarlamp",34 cm,3,1050293,2 jaar,Hudson,60,,"0,3 kg",Tafellamp,Kegel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331708,https://www.fonq.nl/product/tafellamp-noor-zink-24xh47-cm/331708/,Tafellamp Noor Zink - Ø24xH47 cm,"79,95",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285063,https://www.fonq.nl/product/kare-design-tafellamp-wire-bowl-1-lichts-30-x-h50-cm-zwart/285063/,Kare Design Tafellamp Wire Bowl 1-Lichts Ø30 X H50 Cm - Zwart,"229,-",table_lights,fonq,30 cm,E27,50 cm,Nee,Metaal,2_016666,4025621398325,1,,Niet geschikt voor dimmer,Zwart,Zwart,,,,,,,,30 cm,,,,L X B30 X H50 X D30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339768,https://www.fonq.nl/product/freelight-tafellamp-woody-vintage-rusty/339768/,Freelight Tafellamp Woody Vintage Rusty,"69,-",table_lights,fonq,,E27,30 cm,Nee,"Hout, Metaal",2_064551,8718444958499,1,Ja,Niet geschikt voor dimmer,Bruin,,Exclusief,,,,,,,26 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218357,https://www.fonq.nl/product/petite-friture-cast-tafellamp-met-dimmer/218357/,Petite Friture Cast Tafellamp met Dimmer,"230,40


288,-",table_lights,fonq,16 cm,G9,27 cm,Nee,"Beton, Glas",207504,3760236186974,1,,Ingebouwde dimmer,Grijs,,"Halogeen, LED",16 cm,2,L0580302,2 jaar,Cast,20,,,,,,20,Boriumsilicaat glas: hittebestendig en sterk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25029,https://www.fonq.nl/product/design-house-stockholm-cord-lamp-mini/25029/,Design House Stockholm Cord Lamp Mini,"167,-


210,-",table_lights,fonq,,E27,48 cm,,"RVS, Textiel",47022,7350021838100,1,,,Zwart,,"Halogeen, LED",,,1626-0008,2 jaar,Cord lamp,60,,,E27 max 60W,,,,Textiel koord,220 - 240 Volt,"Kantoor, Woonkamer",220-240 Volt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328712,https://www.fonq.nl/product/lucide-owino-tafellamp/328712/,Lucide Owino Tafellamp,"99,95",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197230,https://www.fonq.nl/product/lucide-beli-tafellamp/197230/,Lucide Beli Tafellamp,"44,95",table_lights,fonq,,E27,30 cm,Nee,Metaal,186586,5411212030818,1,Ja,Geschikt voor dimmer,Goud,,"Halogeen, LED",12 cm,,03516/01/01,2 jaar,Beli,60,,,,,,,,220 - 240 Volt,,,Nee,Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44701,https://www.fonq.nl/product/artemide-castore-tafellamp-25-cm/44701/,Artemide Castore Tafellamp Ø 25 cm,"450,-",table_lights,fonq,,E27,55 cm,Nee,Glas,66828,,1,,Ingebouwde dimmer,Wit,,Halogeen,25 cm,,1050010A,2 jaar,Castore,100,,,,,,,,220 - 240 Volt,"Kantoor, Woonkamer",220-240 Volt,,,Ja,Tafellamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221651,https://www.fonq.nl/product/eglo-bradford-tafellamp/221651/,EGLO Bradford Tafellamp,"38,95


49,95",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295608,https://www.fonq.nl/product/light-living-bureaulamp-pierce-nikkel/295608/,Light & Living Bureaulamp PIERCE - nikkel,"55,95",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240968,https://www.fonq.nl/product/anglepoise-75-margaret-howell-tafellamp/240968/,Anglepoise 75 Margaret Howell Tafellamp,"184,-",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115072,https://www.fonq.nl/product/artemide-demetra-klemlamp/115072/,Artemide Demetra Klemlamp,"323,-",table_lights,fonq,"40,6 cm",Ingebouwd (LED),57 cm,Ja,Aluminium,122546,,1,,Ingebouwde dimmer,Grijs,Grijs,LED,,,1734010A/1744010A,2 jaar,Demetra,"7,5",65 cm,,Klemlamp,,,,,220 - 240 Volt,Kantoor,220-240 Volt,,,,Tafellamp,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213059,https://www.fonq.nl/product/it-s-about-romi-biarritz-tafellamp/213059/,it’s about RoMi Biarritz Tafellamp,"169,-",table_lights,fonq,20 cm,E14,60 cm,Nee,"IJzer, Metaal",202126,8716248076654,1,,Geschikt voor dimmer,Zwart,,"Halogeen, LED",,"1,8",BIARRITZ/T/B,2 jaar,Biarritz,40,43 cm,"3,8 kg",,,,,Met een matte poedercoating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278002,https://www.fonq.nl/product/kartell-mini-kabuki-tafellamp/278002/,Kartell Mini Kabuki Tafellamp,"293,-",table_lights,fonq,30 cm,Ingebouwd (LED),70 cm,Ja,Kunststof,248000,8058967283136,1,,Ingebouwde dimmer,Zwart,Black,LED,30 cm,,0920009,2 jaar,Mini Kabuki,"8,4",30 cm,,,,,,Technopolymeer,,,,,,,,,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115137,https://www.fonq.nl/product/artemide-demetra-tafellamp/115137/,Artemide Demetra Tafellamp,"356,-",table_lights,fonq,"40,6 cm",Ingebouwd (LED),57 cm,Ja,Aluminium,122544,,1,,Ingebouwde dimmer,Wit,Wit,LED,,,1734020A/1733020A,2 jaar,Demetra,"7,5",65 cm,,Tafellamp,,,,,220 - 240 Volt,"Kantoor, Slaapkamer, Woonkamer",220-240 Volt,,,,Tafellamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269039,https://www.fonq.nl/product/eglo-campodino-tafellamp/269039/,EGLO Campodino Tafellamp,"42,95",table_lights,fonq,16 cm,E27,50 cm,Nee,"Hout, Textiel",244459,9002759978921,1,,Geschikt voor dimmer,Wit,,,16 cm,"1,6",97892,2 jaar,Campodino,60,16 cm,"0,79 kg",,,,,,220 - 240 Volt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297273,https://www.fonq.nl/product/davidi-design-dozer-tafellamp/297273/,Davidi Design Dozer Tafellamp,"79,95",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290365,https://www.fonq.nl/product/eth-tafellamp-fire-hose-46-cm/290365/,ETH Tafellamp Fire Hose 46 cm,"89,95",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200399,https://www.fonq.nl/product/umage-eos-tafellamp-xs-22-cm/200399/,Umage Eos Tafellamp XS Ø 22 cm,"99,-",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288305,https://www.fonq.nl/product/mexlite-tepic-tafellamp-grijs/288305/,Mexlite Tepic Tafellamp Grijs,"44,95",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143741,https://www.fonq.nl/product/kartell-battery-tafellamp/143741/,Kartell Battery Tafellamp,"149,-


166,-",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263208,https://www.fonq.nl/product/menu-jwda-tafellamp/263208/,Menu JWDA Tafellamp,"299,-",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269982,https://www.fonq.nl/product/light-living-tafellamp-dilara-glas-antiek-brons-m/269982/,Light & Living Tafellamp DILARA - glas antiek brons - M,"55,95",table_lights,fonq,13 cm,E27,28 cm,Nee,Glas,2_005333,8717807242756,,Nee,Geschikt voor dimmer,Brons,Brons,Exclusief,13 cm,,,,,40,13 cm,,,,13 x 13 cm,,,,,,,,,,,,13 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276374,https://www.fonq.nl/product/villafloor-tafellamp-wangi-white-ufo-60cm/276374/,Villafloor Tafellamp Wangi White UFO 60cm Ø,"132,-",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218592,https://www.fonq.nl/product/suck-uk-book-rest-lamp/218592/,Suck UK Book Rest Lamp,"44,95


59,95",table_lights,fonq,"11,6 cm",E27,"14,5 cm",Ja,Kunststof,207717,5060043069674,,,,Wit,,LED,,,SK BOOKREST2 UNI,2 jaar,,,18 cm,1 kg,,,,,,Stroom,,,,,,,,,,8000,Nee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157493,https://www.fonq.nl/product/graypants-tilt-tafellamp/157493/,Graypants TILT Tafellamp,"525,-",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19296,https://www.fonq.nl/product/artemide-dalu-tafellamp/19296/,Artemide Dalu Tafellamp,"72,-


85,-",table_lights,fonq,"18,4 cm",E14,26 cm,Nee,Kunststof,40089,,1,,,Zwart,,"Halogeen, LED",,,1466030A,2 jaar,,40,,,,,,,Themo kunststof,220 - 240 Volt,"Kantoor, Slaapkamer, Woonkamer",220-240 Volt,,,,Tafellamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219696,https://www.fonq.nl/product/leitmotiv-hood-tafellamp/219696/,Leitmotiv Hood Tafellamp,"49,95",table_lights,fonq,,E14,"37,5 cm",Nee,Metaal,208835,8714302606731,1,Nee,Niet geschikt voor dimmer,Zwart,,"Halogeen, LED, Spaarlamp","19,5 cm","1,75",LM1309,2 jaar,Hood,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330699,https://www.fonq.nl/product/freelight-tafellamp-ophelia-oval-led-mat-zwart-42cm/330699/,Freelight Tafellamp Ophelia Oval Led Mat Zwart 42cm,"135,-",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233504,https://www.fonq.nl/product/house-doctor-globe-tafellamp/233504/,House Doctor Globe Tafellamp,"150,-


249,-",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164170,https://www.fonq.nl/product/happynme-tallulah-olielamp/164170/,HappyNME Tallulah Olielamp,"95,-",table_lights,fonq,,,22 cm,,"Koper, Staal",171676,,,,,"Koper, Wit",Wit,"Halogeen, LED",16 cm,,TALWIT,2 jaar,Tallulah,,,"1,65 kg",,,H 22 x Ø 16 cm,,Gepoedercoat staal,Geen,,,,,,,,,,,,Petroleum,Olielamp,Olielamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269916,https://www.fonq.nl/product/broste-copenhagen-caspa-tafellamp/269916/,Broste Copenhagen Caspa Tafellamp,"229,35",table_lights,fonq,25 cm,G9,29 cm,Nee,"Glas, Metaal",244876,5710688146611,1,Nee,Niet geschikt voor dimmer,Goud,,"Halogeen, LED, Spaarlamp",25 cm,,14461449,2 jaar,Caspa,25,25 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260664,https://www.fonq.nl/product/beliani-esla-tafellamp-grijs/260664/,Beliani Esla Tafellamp Grijs,"47,-",table_lights,fonq,,E27,41 cm,Nee,Keramiek,2_000371,7081457447870,,,,Bruin,Donkergrijs,Exclusief,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208506,https://www.fonq.nl/product/goodnight-light-dinoroar-lamp/208506/,Goodnight Light DinoRoar Lamp,"74,25


99,-",table_lights,fonq,"23,5 cm",Ingebouwd (LED),"35,5 cm",Ja,Vinyl,197455,8427614008192,1,Nee,,Groen,Fluoriserend groen,LED,23 cm,"1,5",GNL819EU,2 jaar,DinoRoar,"2,5",,,Tafellamp,,,Geen IP-waarde,,,"Kinderkamer, Slaapkamer, Woonkamer",,,,,,,,,,,,,Tafellamp,Nee,Geen label,Netstroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219747,https://www.fonq.nl/product/leitmotiv-study-tafellamp/219747/,Leitmotiv Study Tafellamp,"19,95",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126544,https://www.fonq.nl/product/umage-conia-tafellamp-30-cm/126544/,Umage Conia Tafellamp Ø 30 cm,"98,-",table_lights,fonq,,E27,36 cm,,"Aluminium, Kunststof",1244,,1,,Geschikt voor dimmer,Wit,,"Halogeen, LED, Spaarlamp",30 cm,2,,2 jaar,,60,,,E27 max 60W,,,,,,"Kantoor, Slaapkamer, Woonkamer",,,,,,,,,,,,,Tafellamp,,,,Witte tafellamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217866,https://www.fonq.nl/product/mica-domani-tafellamp/217866/,Mica Domani Tafellamp,"27,60",table_lights,fonq,20 cm,E27,9 cm,Nee,Hout,207004,8718861334050,1,Nee,,Bruin,,"Halogeen, LED",,,1034615,2 jaar,Domani,40,9 cm,,,,,,Mangohout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273361,https://www.fonq.nl/product/beliani-brenta-tafellamp-wit/273361/,Beliani Brenta Tafellamp Wit,"65,-",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233085,https://www.fonq.nl/product/kartell-lantern-tafellamp/233085/,Kartell Lantern Tafellamp,"135,35


205,-",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328952,https://www.fonq.nl/product/steinhauer-ancilla-tafellamp-brons/328952/,Steinhauer Ancilla Tafellamp Brons,"69,95",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135104,https://www.fonq.nl/product/gubi-bestlite-bl1-tafellamp/135104/,Gubi Bestlite BL1 Tafellamp,"724,-


826,43",table_lights,fonq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126456,https://www.fonq.nl/product/umage-silvia-tafellamp-34-cm/126456/,Umage Silvia Tafellamp Ø 34 cm,"98,-",table_lights,fonq,,E27,36 cm,,"Aluminium, Kunststof",1217,,1,,Geschikt voor dimmer,Wit,,"Halogeen, LED, Spaarlamp",34 cm,2,,2 jaar,,60,,,E27 max 60W,,,,,,"Kantoor, Slaapkamer, Woonkamer",,,,,,,,,,,,,Tafellamp,,,,Zwarte tafellamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
