product_id,detail_url,title,price,category,competitor,Productnummer,Kleur,Materiaal,Zits,Breedte,Hoogte,Diepte,description,Stofspecificatie,Poten,Binnenwerk zitting,Binnenwerk rug,Martindale,Afneembare hoes,Zithoogte,Bekleding,Herkomst,Armleuning,Diepte bank,Zitdiepte,Maximaal draaggewicht,Materiaal stof,Materiaal frame,De stof bestaat uit gemixte kleuren,Afmetingen losse elementen,Vulling,Afmetingen,Stofsamenstelling,Extra verlichting,Fitting,Lichtrichting,Stroomvoorziening,Snoerlengte,Geschikt voor buiten?,XS-XXL,Afmetingen kap,Lichtbron,Fitting ,Alfabet,Max. lichtopbrengst totaal,Afmeting kap ,Afmeting voet,Gewicht,Hoogte inclusief lampenkap ,Diameter voet ,Afmeting lampenkap ,Kap materiaal ,Binnenkant lampenkap ,Hoogte ,Kleur ,Materiaal ,Voetplaat ,Afwerking ,Info,Min. hoogte,Max. hoogte,Type fitting,Deze Tafellamp is ook verkrijgbaar met een houten voetje,Schakelaar,Max. lichtopbrengst per lamp,Tip,Totale afmetingen,Zuiver Gringo tafellamp geeft een gaaf lichtspel op tafel en muren en is verkrijgbaar in twee kleuren,Afmetingen voet,Lengte snoer,Afmeting staander,Afmeting kap,leverbaar in,Grid is er in twee kleuren,Kabel,De hoogte van de lamp is,De afmeting van de kap is,De hoogte van deze lamp is,De afmetingen van de kap zijn,Maximale hoogte,Maximale breedte,Diameter,Kabellengte,Lichtopbrengst lamp,Lichtkleur lamp,Afmetingen potten,Lengte touw,Lengte van de ketting,Met afstandsbediening,Basis; mangohout blank/ Kap,Diameter ,Lengte ketting ,Ketting ,Plafondcup ,Minimale hoogte,Lichtpunten,Lichtpunt,energieklasse,Diameter plafondplaat,Afmeting,In dit armatuur kan een lichtbron van energieklasse,Totaal lenge lamp,Energielabel,Lamp dimbaar,kleurmogelijkheden,Hoogte exclusief ketting ,Leverbaar in de volgende maten,Afmeting totale hoogte,Afmetingen glas,Afmetingen totale lengte (excl. snoer),Afmetingen totale lengte (incl. snoer),Snoer,Afmeting totale lengte,Hoogte kap,Opmerking,Materiaal lamp,Kleur lamp,Materiaal katrol,Maat,Hoogte excl. ketting ,Totale lengte,Afmetingen totale lengte,Afmetingen lamp,Lengte kabel,LIchtbronnen,Rond,Ovaal,Totale hoogte,Afmeting  50cm,Afmeting  70cm,Hoogte totale lamp incl snoer/ketting,De hanglamp Copen is leverbaar in 3 verschilende kleuren ,Aantal lichtpunten ,Gringo is er in twee kleuren,Afmeting totaal,Afmetingen lampenkap Sphere,Afmetingen lampenkap Cone,Zuiver Gringo Flat hanglamp is verkrijgbaar in twee kleuren,Het gekleurde glas van hanglamp Rose zorgt voor een warme gloed in elke ruimte. Verkrijgbaar in drie kleuren,Lichtbron (inclusief en vervangbaar),Afmetingen L,Afmetingen XL,Lengte kettingen,Afmetingen druppel,Totale hoogte lamp,Afmetingen bol,Maximale lengte,Minimale lengte,Lichtrbron,Lengte van het snoer,Gringo wandlamp van Zuiver is creëert een mooi lichtspel op de muur. Hij is verkrijgbaar in twee kleuren,De lamp is verkrijgbaar in twee kleuren,Verkrijgbaar in vier mooie matte kleuren,Max. belastbaar gewicht,Bekleding stoel,Maximale draaggewicht,Armleuning hoogte,Maximum draaggewicht,Zitting,Stof kleur,Armhoogte,LET OP,Frame,Materiaal patchwork,Materiaal leatherlook,Afmeting (hxbxd),Zithoogte  zitdiepte,Zithoogte x zitdiepte,Maximale belasting,Materiaal poten,Frame stoel,Zittling & rugleuning,Onderstel,Hoogte armleuning,Materiaal kuip,Materiaal sitting,Materiaal zitting,Leverbaar in,Maximaal draagvermogen,Afmetingen (hxbxd),Stijl,Materiaal stoffen stoel,Materiaal PU stoel,Natuur product,Pootjes,Stofsoort lampenkap ,Diepte boog ,Stavlak driepoot ,Sta vlak drie-poot ,Afmetingen marmer,"Snoer met aan/uit schakelaar, lengte",Afmetingen (ø x H),Afmetingen voet (ø x H),Verstelbaar in hoogte,Met schakelaar,Afmetingen lampenkap (ø x H),Afmetingen kap (øxh),Hoogte lamp,Materiaal voet,Materiaal kap,Afmeting standaard,Exclusief,Lampenkapjes,Afmetingen (bxdxh),Afmetingen (hxb),Afmeting (hxd),Afmeting kap (Øxh) ,Asymmetrische kap van textiel Gecoat metalen voet Lichtbron,Lampenkap,Afmeting bed,Hoogte poot,Stoffering,Vloerkleden,Vorm vloerkleed,Inhoud,Inhoud ,Reinigen,Binnenwerk zitting en rugkussen,Verhouding stof,Binnenwerk frame,Vering,Inhoud zitkussens,Inhoud rugkussens,Afmetingen 2-zits,Afmetingen 3-zits,3-zit,"3,5-zit",4-zit,Zit diepte,Let op,Stof,Behandeling,Stofeigenschappen,Materiaal dragende delen,Binnen werk rug,Afmeting rugkussen,Afmetingen (lxbxh),Zithoogte en -diepte,Hocker,Materiaal bar vintage brown,Armhoogte en -breedte,Onderhoud,"Deze prachtige fauteuil heeft een zachte stof en zit vol mooie details, geïnspireerd op de jaren twintig. Een klassieke look die weer helemaal hip is. Verkrijgbaar in de kleuren",Maximale draagkracht,Zit hoogte
12347,https://loods5.nl/product/4820/stoel-barbier/12347,Stoel Barbier,"319,-",dining_chairs,loods_5,0954-0037-01,"Wit, Bruin","Hout, leer",,"60,0 cm","84,0 cm","54,0 cm",,,,,,,,"47,0 cm",,Azië,"70,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047,https://loods5.nl/product/4698/rex-stoel-set-van-2/12047,Rex stoel (set van 2),"150,-",dining_chairs,loods_5,0193-0468-01,Wit, Polypropyleen,,"46,0 cm","80,5 cm","55,5 cm",,,,,,,,"46,0 cm",,,,,, 125 KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12041,https://loods5.nl/product/4695/leon-stoel-set-van-2/12041,Leon stoel (set van 2),"130,-",dining_chairs,loods_5,0193-0467-01,Wit, Polypropyleen kuip met schaalpatroon op de achterkant. IJzeren poten met hout transferfolie,,"44,5 cm","80,0 cm","49,0 cm",,,,,,,,"42,0 cm",,,,,, 125 KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11844,https://loods5.nl/product/4607/elementaire-stoel/11844,Elementaire Stoel,"99,-",dining_chairs,loods_5,0293-0247-01,Wit,Polyproyleen,,"42,0 cm","79,5 cm","49,5 cm",,,,,,,,"45,5 cm",,,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11750,https://loods5.nl/product/4543/stoel-joshua/11750,Stoel Joshua,"189,-",dining_chairs,loods_5,0832-0123-01,Cognac,leer,,"46,0 cm","86,0 cm","54,0 cm",,,,,,,,"50,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11732,https://loods5.nl/product/4532/stoel-loft/11732,Stoel Loft,"99,-",dining_chairs,loods_5,0575-0044-02,Groen,"metaal, Stof",,"65,0 cm","89,0 cm","60,0 cm",,,,,,,,"48,0 cm",,,"65,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11729,https://loods5.nl/product/4531/stoel-beetle/11729,Stoel Beetle,"79,-",dining_chairs,loods_5,0575-0043-01,Grijs,"metaal, Stof",,"46,0 cm","90,0 cm","46,0 cm",,,,,,,,"46,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11724,https://loods5.nl/product/4528/eetkamerstoel-dexter/11724,Eetkamerstoel Dexter,"319,-",dining_chairs,loods_5,0815-0076-01,Grijs,"metaal, katoen",,"58,0 cm","84,0 cm","60,0 cm",Deze stoere stoel met heerlijk zitcomfort staat garant voor uren lang tafel plezier. Een mooie combinatie met het bankje. En maak het geheel compleet met de Xi eetkamertafel zoals ook afgebeeld op de sfeer foto.,,,,,,,"47,0 cm",,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11665,https://loods5.nl/product/4496/stoel-jens-wit-62196/11665,Stoel JENS wit 62196,"149,-",dining_chairs,loods_5,0867-0042-01,,"Kunststof, metaal",,"58,0 cm","82,0 cm","58,0 cm",,,,,,,,"60,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11648,https://loods5.nl/product/4482/dutchbone-torrance-armstoel/11648,Dutchbone Torrance armstoel,"219,-",dining_chairs,loods_5,0193-0465-01,"Grijs, Bruin", 100% polyester weefsel met visgraatpatroon. Plywood zitting met PU-schuim. Verwijderbaar rugkussen met vezelvulling. Massief rubber houten frame met bruin gelakte acacia achterkant,,"55,0 cm","78,5 cm","59,0 cm",,,,,,,,"46,0 cm",,,"65,0 cm",,, 130 KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 65 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11646,https://loods5.nl/product/4481/dutchbone-torrance-stoel-set-van-2/11646,Dutchbone Torrance stoel (set van 2),"318,-",dining_chairs,loods_5,0193-0464-01,"Grijs, Bruin", Gefineerd MDF-blad van 40 mm walnotenhout. 100% polyester weefsel met visgraatpatroon. Plywood zitting met PU-schuim. Verwijderbaar rugkussen met vezelvulling. Massief rubber houten frame met bruin gelakte acaciahouten achterkant.,,"46,0 cm","78,5 cm","52,5 cm",,,,,,,,"46,0 cm",,,"47,5 cm",,, 130 KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11444,https://loods5.nl/product/4389/stoel-banbury/11444,Stoel Banbury,"199,95",dining_chairs,loods_5,1048-0038-02,Zwart,leer,,"64,0 cm","84,0 cm","50,0 cm",,,,,,,,"42,0 cm",,China,"62,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11076,https://loods5.nl/product/4240/vtwonen-frame-geweven-stoel/11076,vtwonen Frame geweven stoel,"199,-",dining_chairs,loods_5,0892-0167-01,"Zwart, Naturel","Hout, polyester",,"59,0 cm","77,0 cm","78,0 cm",,,,,,,,"40,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10950,https://loods5.nl/product/4185/mae-armstoel-set-van-2/10950,Mae armstoel (set van 2),"199,-",dining_chairs,loods_5,0193-0457-01,Wit, Polypropyleen,,"52,0 cm","80,5 cm","57,5 cm",,,,,,,,"47,5 cm",,,"69,0 cm",,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 150 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10945,https://loods5.nl/product/4182/olivia-armstoel-set-van-2/10945,Olivia armstoel (set van 2),"259,-",dining_chairs,loods_5,0193-0456-01,Wit," Polypropyleen poten, rug- en armleuning. Stoel met gemengde stoffen (50% polyester, 40% katoen, 10% acryl)",,"56,0 cm","74,5 cm","48,5 cm",,,,,,,,"47,0 cm",,,"74,5 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 150 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10941,https://loods5.nl/product/4180/olivia-stoel-set-van-2/10941,Olivia stoel (set van 2),"230,-",dining_chairs,loods_5,0193-0455-01,Wit," Polypropyleen rugleuning en poten. Stoel met gemengde stoffen (50% polyester, 40% katoen, 10% acryl)",,"55,0 cm","85,5 cm","47,0 cm",,,,,,,,"47,5 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 150 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10937,https://loods5.nl/product/4179/hoppe-comfy-stoel-set-van-2/10937,Hoppe Comfy stoel (set van 2),"219,-",dining_chairs,loods_5,0193-0454-01,Grijs," Polypropyleen frame Stoel met gemengde stoffen (50% polyester, 40% katoen, 10% acryl)",,"51,0 cm","79,0 cm","49,0 cm",,,,,,,,"49,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 150 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10874,https://loods5.nl/product/4170/stoel-jambo/10874,Stoel Jambo,"99,-",dining_chairs,loods_5,0954-0034-01,Cognac,"metaal, Microleer",,"53,0 cm","84,0 cm","60,0 cm",,,,,,,,"48,0 cm",,Azië,"64,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10771,https://loods5.nl/product/4140/hoppe-stoel-set-van-2/10771,Hoppe stoel (set van 2),"179,-",dining_chairs,loods_5,0193-0453-03,Grijs, Polypropyleen frame,,"51,0 cm","79,0 cm","49,0 cm",,,,,,,,"46,0 cm",,,,,, 150 KG,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10522,https://loods5.nl/product/4030/slice-dimple/10522,Slice Dimple,"199,-",dining_chairs,loods_5,0575-0042-03,Wit,"Hout, Kunststof, metaal",,"52,0 cm","57,0 cm","59,0 cm",,,,,,,,"46,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10521,https://loods5.nl/product/4029/schommelstoel-diamond/10521,Schommelstoel Diamond,"169,-",dining_chairs,loods_5,0575-0041-01,Wit,"Hout, Kunststof, chroom",,"52,0 cm","87,0 cm","54,0 cm",,,,,,,,"46,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10520,https://loods5.nl/product/4028/schommelstoel-er/10520,Schommelstoel ER,"159,-",dining_chairs,loods_5,0575-0040-01,Wit,"Hout, Kunststof, chroom",,"59,0 cm","82,0 cm","54,0 cm",,,,,,,,"46,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10518,https://loods5.nl/product/4027/stoel-er-shell/10518,Stoel ER Shell,"119,-",dining_chairs,loods_5,0575-0039-01,Wit,"Kunststof, chroom",,"45,5 cm","81,0 cm","40,0 cm",,,,,,,,"47,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10515,https://loods5.nl/product/4026/stoel-yi-shell/10515,Stoel YI Shell,"129,-",dining_chairs,loods_5,0575-0038-02,Wit,"Hout, Kunststof",,"45,5 cm","81,0 cm","40,0 cm",,,,,,,,"47,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10514,https://loods5.nl/product/4025/eetkamerstoel-zig-zag/10514,Eetkamerstoel Zig Zag,"199,-",dining_chairs,loods_5,0575-0037-01,Wit,"Hout, Kunststof",,"52,0 cm","87,0 cm","59,0 cm",,,,,,,,"46,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10513,https://loods5.nl/product/4024/eetkamerstoel-luuk/10513,Eetkamerstoel Luuk,"89,-",dining_chairs,loods_5,0575-0036-02,Zwart,"metaal, Powdercoated",,"46,0 cm","80,0 cm","45,0 cm",,,,,,,,"46,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9742,https://loods5.nl/product/3671/eetkamerstoel-form/9742,Eetkamerstoel Form,"99,-",dining_chairs,loods_5,0575-0035-02,Turqoise,"metaal, Stof",,"48,0 cm","90,0 cm","42,0 cm",,,,,,,,"50,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9737,https://loods5.nl/product/3669/eetkamerstoel-mood/9737,Eetkamerstoel Mood,"89,-",dining_chairs,loods_5,0575-0034-02,Turqoise,"metaal, Stof",,"47,0 cm","88,0 cm","42,0 cm",,,,,,,,"46,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9721,https://loods5.nl/product/3659/jake-stof/9721,Jake stof,"99,-",dining_chairs,loods_5,0575-0033-01,Grijs,"metaal, Stof",,"45,0 cm","82,0 cm",,,,,,,,,"46,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9637,https://loods5.nl/product/3614/stoel-bistro/9637,Stoel Bistro,"159,-",dining_chairs,loods_5,0867-0038-01, naturel / Zwart., Hout + Metaal,,"58,0 cm","90,0 cm","58,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 90 x 58 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9587,https://loods5.nl/product/3594/enzo-armstoel/9587,Enzo armstoel,"199,-",dining_chairs,loods_5,0836-0002-02,Bruin,Microleer,,"63,0 cm","83,0 cm","64,0 cm",,,,,,,,"46,0 cm",,,"65,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
