product_id,detail_url,title,price,category,competitor,Productnummer,Kleur,Materiaal,Zits,Breedte,Hoogte,Diepte,description,Stofspecificatie,Poten,Binnenwerk zitting,Binnenwerk rug,Martindale,Afneembare hoes,Zithoogte,Bekleding,Herkomst,Armleuning,Diepte bank,Zitdiepte,Maximaal draaggewicht,Materiaal stof,Materiaal frame,De stof bestaat uit gemixte kleuren,Afmetingen losse elementen,Vulling,Afmetingen,Stofsamenstelling,Extra verlichting,Fitting,Lichtrichting,Stroomvoorziening,Snoerlengte,Geschikt voor buiten?,XS-XXL,Afmetingen kap,Lichtbron,Fitting ,Alfabet,Max. lichtopbrengst totaal,Afmeting kap ,Afmeting voet,Gewicht,Hoogte inclusief lampenkap ,Diameter voet ,Afmeting lampenkap ,Kap materiaal ,Binnenkant lampenkap ,Hoogte ,Kleur ,Materiaal ,Voetplaat ,Afwerking ,Info,Min. hoogte,Max. hoogte,Type fitting,Deze Tafellamp is ook verkrijgbaar met een houten voetje,Schakelaar,Max. lichtopbrengst per lamp,Tip,Totale afmetingen,Zuiver Gringo tafellamp geeft een gaaf lichtspel op tafel en muren en is verkrijgbaar in twee kleuren,Afmetingen voet,Lengte snoer,Afmeting staander,Afmeting kap,leverbaar in,Grid is er in twee kleuren,Kabel,De hoogte van de lamp is,De afmeting van de kap is,De hoogte van deze lamp is,De afmetingen van de kap zijn,Maximale hoogte,Maximale breedte,Diameter,Kabellengte,Lichtopbrengst lamp,Lichtkleur lamp,Afmetingen potten,Lengte touw,Lengte van de ketting,Met afstandsbediening,Basis; mangohout blank/ Kap,Diameter ,Lengte ketting ,Ketting ,Plafondcup ,Minimale hoogte,Lichtpunten,Lichtpunt,energieklasse,Diameter plafondplaat,Afmeting,In dit armatuur kan een lichtbron van energieklasse,Totaal lenge lamp,Energielabel,Lamp dimbaar,kleurmogelijkheden,Hoogte exclusief ketting ,Leverbaar in de volgende maten,Afmeting totale hoogte,Afmetingen glas,Afmetingen totale lengte (excl. snoer),Afmetingen totale lengte (incl. snoer),Snoer,Afmeting totale lengte,Hoogte kap,Opmerking,Materiaal lamp,Kleur lamp,Materiaal katrol,Maat,Hoogte excl. ketting ,Totale lengte,Afmetingen totale lengte,Afmetingen lamp,Lengte kabel,LIchtbronnen,Rond,Ovaal,Totale hoogte,Afmeting  50cm,Afmeting  70cm,Hoogte totale lamp incl snoer/ketting,De hanglamp Copen is leverbaar in 3 verschilende kleuren ,Aantal lichtpunten ,Gringo is er in twee kleuren,Afmeting totaal,Afmetingen lampenkap Sphere,Afmetingen lampenkap Cone,Zuiver Gringo Flat hanglamp is verkrijgbaar in twee kleuren,Het gekleurde glas van hanglamp Rose zorgt voor een warme gloed in elke ruimte. Verkrijgbaar in drie kleuren,Lichtbron (inclusief en vervangbaar),Afmetingen L,Afmetingen XL,Lengte kettingen,Afmetingen druppel,Totale hoogte lamp,Afmetingen bol,Maximale lengte,Minimale lengte,Lichtrbron,Lengte van het snoer,Gringo wandlamp van Zuiver is creëert een mooi lichtspel op de muur. Hij is verkrijgbaar in twee kleuren,De lamp is verkrijgbaar in twee kleuren,Verkrijgbaar in vier mooie matte kleuren,Max. belastbaar gewicht,Bekleding stoel,Maximale draaggewicht,Armleuning hoogte,Maximum draaggewicht,Zitting,Stof kleur,Armhoogte,LET OP,Frame,Materiaal patchwork,Materiaal leatherlook,Afmeting (hxbxd),Zithoogte  zitdiepte,Zithoogte x zitdiepte,Maximale belasting,Materiaal poten,Frame stoel,Zittling & rugleuning,Onderstel,Hoogte armleuning,Materiaal kuip,Materiaal sitting,Materiaal zitting,Leverbaar in,Maximaal draagvermogen,Afmetingen (hxbxd),Stijl,Materiaal stoffen stoel,Materiaal PU stoel,Natuur product,Pootjes,Stofsoort lampenkap ,Diepte boog ,Stavlak driepoot ,Sta vlak drie-poot ,Afmetingen marmer,"Snoer met aan/uit schakelaar, lengte",Afmetingen (ø x H),Afmetingen voet (ø x H),Verstelbaar in hoogte,Met schakelaar,Afmetingen lampenkap (ø x H),Afmetingen kap (øxh),Hoogte lamp,Materiaal voet,Materiaal kap,Afmeting standaard,Exclusief,Lampenkapjes,Afmetingen (bxdxh),Afmetingen (hxb),Afmeting (hxd),Afmeting kap (Øxh) ,Asymmetrische kap van textiel Gecoat metalen voet Lichtbron,Lampenkap,Afmeting bed,Hoogte poot,Stoffering,Vloerkleden,Vorm vloerkleed,Inhoud,Inhoud ,Reinigen,Binnenwerk zitting en rugkussen,Verhouding stof,Binnenwerk frame,Vering,Inhoud zitkussens,Inhoud rugkussens,Afmetingen 2-zits,Afmetingen 3-zits,3-zit,"3,5-zit",4-zit,Zit diepte,Let op,Stof,Behandeling,Stofeigenschappen,Materiaal dragende delen,Binnen werk rug,Afmeting rugkussen,Afmetingen (lxbxh),Zithoogte en -diepte,Hocker,Materiaal bar vintage brown,Armhoogte en -breedte,Onderhoud,"Deze prachtige fauteuil heeft een zachte stof en zit vol mooie details, geïnspireerd op de jaren twintig. Een klassieke look die weer helemaal hip is. Verkrijgbaar in de kleuren",Maximale draagkracht,Zit hoogte
6141,https://loods5.nl/product/2283/hanglamp-luca/6141,Hanglamp Luca,"59,95",pendant_lights,loods_5,0439-0157-01,Zwart,,,"30,0 cm","30,0 cm","30,0 cm",,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E27,Rondom,Netstroom,,,S,,,,, 60 watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6131,https://loods5.nl/product/2281/hanglamp-trento/6131,Hanglamp Trento,"79,95",pendant_lights,loods_5,0439-0156-01,,,,"40,0 cm","40,0 cm","40,0 cm",,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E27,Rondom,Netstroom,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,0 cm",,,,,, 150 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6015,https://loods5.nl/product/2234/hanglamp-silva-groot/6015,Hanglamp Silva Groot,"79,-",pendant_lights,loods_5,0637-0007-01,Naturel,Hout,,"33,0 cm","18,0 cm","33,0 cm",,,,,,,,,,Nederland,,,,,,,,,,,,Exclusief lichtbron,E27,Rondom,Netstroom,"100,0 cm",,,,, E27,,,,,,,,,,,,, IJzer/Hout,,,,,,,,,,,,,,,,,,,,,,,,,,"33,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5950,https://loods5.nl/product/2197/hanglamp-prato-40-cm/5950,Hanglamp Prato 40 cm,"99,95",pendant_lights,loods_5,0439-0143-01,Grijs,,,,"38,0 cm",,,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E27,Naar beneden,Netstroom,,,,,,,, 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,0 cm",,,,,, 100 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5908,https://loods5.nl/product/2187/hanglamp-prato-30-cm/5908,Hanglamp Prato 30 cm,"69,95",pendant_lights,loods_5,0439-0141-01,Grijs,,,,"30,0 cm",,,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E27,Naar beneden,Netstroom,,,,,,,, 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,0 cm",,,,,, 100 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5886,https://loods5.nl/product/2181/hanglamp-lasse/5886,Hanglamp lasse,"69,95",pendant_lights,loods_5,0439-0135-01,Wit,,,"30,0 cm","25,0 cm","30,0 cm",,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E27,Rondom,Netstroom,,,S,,,,, 60 watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,0 cm",,,,,, 130 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5879,https://loods5.nl/product/2179/hanglamp-ingmar/5879,Hanglamp Ingmar,"69,95",pendant_lights,loods_5,0439-0134-01,Wit,Hout,,"36,0 cm","35,0 cm","36,0 cm",,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E27,Rondom,Netstroom,,,S,,,,, 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5870,https://loods5.nl/product/2176/hanglamp-merel-ovaal-6-lichts/5870,Hanglamp Merel ovaal 6 lichts,"159,95",pendant_lights,loods_5,0439-0132-02,Wit,,,"100,0 cm","34,0 cm","46,0 cm",,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E14,Rondom,Netstroom,,,,,,,, 240Watt,,, 3.9 kg,,,,,,,,,,,,,,,,, 6*40Watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5842,https://loods5.nl/product/2164/hanglamp-milan-64-cm/5842,Hanglamp Milan 64 cm,"189,95",pendant_lights,loods_5,0439-0130-01,Wit,Aluminium,,,"42,0 cm",,,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E27,Naar beneden,Netstroom,,,,,,,, 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,0 cm",,,,,, 100 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5827,https://loods5.nl/product/2160/hanglamp-milan-44-cm/5827,Hanglamp Milan 44 cm,"119,95",pendant_lights,loods_5,0439-0129-01,Wit,Aluminium,,,"36,0 cm",,,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E27,Naar beneden,Netstroom,,,,,,,, 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5804,https://loods5.nl/product/2155/hanglamp-milan-36-cm/5804,Hanglamp Milan 36 cm,"89,95",pendant_lights,loods_5,0439-0128-01,Zwart,Aluminium,,,"30,0 cm",,,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E27,Naar beneden,Netstroom,,,,,,,, 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,https://loods5.nl/product/2151/hanglamp-lift/5800,Hanglamp Lift,"139,-",pendant_lights,loods_5,0764-0100-01,Zwart,metaal,,"47,0 cm","42,0 cm","47,0 cm",,,,,,,,,,China,,,,,,,,,,,,"Exclusief lichtbron, Dimbaar",E27,Rondom,Netstroom,,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,0 cm",,,,,,,,,,,,,,,, A++, 12 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,https://loods5.nl/product/2147/hanglamp-fuse/5795,Hanglamp Fuse,"139,95",pendant_lights,loods_5,0764-0098-01,Zwart,"staal, metaal",,"47,0 cm","42,0 cm","47,0 cm",,,,,,,,,,China,,,,,,,,,,,,Exclusief lichtbron,E27,Rondom,Netstroom,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,0 cm",,,,,,,,,,,,,,,,,, 47 x 47 x70 cm (LxBxH), A++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5786,https://loods5.nl/product/2144/bjork-hanglamp-set-van-2/5786,Bjork Hanglamp (Set van 2),"98,-",pendant_lights,loods_5,0193-0388-01,Grijs," beton, met bovenkant van eiken",,,"17,5 cm",,,,,,,,,,,,,,,,,,,,," 33,5x17,5 cm",,Exclusief lichtbron,E27,Naar beneden,Netstroom,,,,," E27, max. 20 watt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,8 cm",,,,,,,,,,,,,,,,,,,, 110 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5778,https://loods5.nl/product/2140/hanglamp-merel-8-lichts/5778,Hanglamp Merel 8 lichts,"169,95",pendant_lights,loods_5,0439-0127-01,Wit,,,"65,0 cm","34,0 cm","65,0 cm",,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E14,Rondom,Netstroom,,,,,,,,,,,,,,,,,,,,,,,,,,,, 8x 40 Watt,,,,,,,,,,,,,,,,,"65,0 cm",,,,,, 90 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5772,https://loods5.nl/product/2138/hanglamp-merel-5-lichts/5772,Hanglamp Merel 5 lichts,"99,95",pendant_lights,loods_5,0439-0126-01,Wit,,,"50,0 cm","34,0 cm","50,0 cm",,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E14,Rondom,Netstroom,,,,,,,, 5x 40 Watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5767,https://loods5.nl/product/2137/hanglamp-merel-3-lichts/5767,Hanglamp Merel 3 lichts,"79,95",pendant_lights,loods_5,0439-0125-03,Zwart,,,"40,0 cm","34,0 cm","40,0 cm",,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E14,Rondom,Netstroom,,,,,,,,,,,,,,,,,,,,,,,,,,,, 3*40Watt,,,,,,,,,,,,,,,,,"40,0 cm",,,,,, 90 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5763,https://loods5.nl/product/2135/hanglamp-roof/5763,Hanglamp Roof,"179,95",pendant_lights,loods_5,0764-0096-01,Zwart,metaal,,"95,0 cm","38,0 cm","35,0 cm",,,,,,,,,,China,,,,,,,,,,,,"Exclusief lichtbron, Dimbaar", E27 - Grote fitting,Rondom,Netstroom,,,,,,,,,,, 6200 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, A++ (In deze lichtarmatuur kunnen lichtbronnen met energieklasse A++ t/m E)," Ja, maar dimmer niet in lamp aanwezig",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5755,https://loods5.nl/product/2133/hanglamp-azuro/5755,Hanglamp Azuro,"99,95",pendant_lights,loods_5,0439-0124-01,,,,"40,0 cm","40,0 cm","40,0 cm",,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E27,Rondom,Netstroom,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,0 cm",,,,,, 150 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5753,https://loods5.nl/product/2132/tafellamp-cap/5753,Tafellamp cap,"99,95",pendant_lights,loods_5,0764-0094-01,Zwart,,,"28,0 cm","30,5 cm","23,0 cm",,,,,,,,,,,,,,,,,,,,,,"Exclusief lichtbron, Dimbaar",E27,Verstelbaar,Netstroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, zwart en burned steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5746,https://loods5.nl/product/2130/hanglamp-dock-2-varianten/5746,Hanglamp Dock (2 VARIANTEN),"129,95",pendant_lights,loods_5,0764-0093-01,Zwart,metaal,,"42,0 cm","37,0 cm","42,0 cm",,,,,,,,,,China,,,,,,,,,,,,"Exclusief lichtbron, Dimbaar",E27,Naar beneden,Netstroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5732,https://loods5.nl/product/2126/hanglamp-stripe-grijs-wit-zwart/5732,Hanglamp Stripe - grijs - wit -zwart,"119,95",pendant_lights,loods_5,0764-0092-01,Grijs,katoen,,"45,0 cm","30,0 cm","45,0 cm",,,,,,,,,,China,,,,,,,,,,,,"Exclusief lichtbron, Inclusief pendel, Dimbaar",E27,Rondom,Netstroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5747,https://loods5.nl/product/2124/hanglamp-bristol-roest/5747,Hanglamp Bristol roest,"139,-",pendant_lights,loods_5,0637-0005-01,Rood,metaal,,"48,0 cm","48,0 cm","48,0 cm",,,,,,,,,,Nederland,,,,,,,,,,,,Exclusief lichtbron,E27,Naar beneden,Netstroom,,,,,, 1 x E27 fitting,,,,,,,,,,,, Roest, IJzer / hout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 48 cm, 100 cm,,,,,,,,,,,,,, 48cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5723,https://loods5.nl/product/2122/abaca-hanglamp/5723,Abaca Hanglamp,"39,95",pendant_lights,loods_5,0764-0091-01,Wit,linnen,,"30,0 cm","30,0 cm","30,0 cm",,,,,,,,,,China,,,,,,,,,,,,Exclusief lichtbron,E27,Rondom,Netstroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,0 cm",,,,,,,,,,,,,,,,,	12 cm,,,, A++ (In deze lichtarmatuur kunnen lichtbronnen met energieklasse A++ t/m E),,,, 30 x 30 x 30 cm / 45 x 45 x 45 cm / 60 x 60 x 60 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5712,https://loods5.nl/product/2117/dutchbone-besar-hanglamp/5712,Dutchbone Besar hanglamp,"149,-",pendant_lights,loods_5,0193-0385-01,Brons,"metaal, pvc, Jute",,,"133,0 cm",,,,,,,,,,,,,,,,,,,,, 50x33 cm,,Exclusief lichtbron,E27,Naar beneden,Netstroom,,,,," E27, spaarlamp max. 15 Watt CFL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,0 cm",,,,,,,,,,,,,,,,,,,,,,,,,, 133 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5677,https://loods5.nl/product/2106/hanglamp-legno-50-cm/5677,Hanglamp Legno 50 cm,"149,95",pendant_lights,loods_5,0439-0118-02,Zwart,Hout,,"50,0 cm","50,0 cm","50,0 cm",,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E27,Naar beneden,Netstroom,,,,,,,, 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,0 cm",,,,,, 100 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5666,https://loods5.nl/product/2105/hanglamp-legno-40-cm/5666,Hanglamp Legno 40 cm,"99,95",pendant_lights,loods_5,0439-0117-01,Zwart,Hout,,"40,0 cm","40,0 cm","40,0 cm",,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E27,Naar beneden,Netstroom,,,,,,,, 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,0 cm",,,,,, 100 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5656,https://loods5.nl/product/2104/hanglamp-legno-30-cm/5656,Hanglamp Legno 30 cm,"69,95",pendant_lights,loods_5,0439-0116-03,Rood,Hout,,"30,0 cm","30,0 cm","30,0 cm",,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E27,Naar beneden,Netstroom,,,,,,,, 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,0 cm",,,,,, 100 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5589,https://loods5.nl/product/2086/hanglamp-figaro-56-cm/5589,Hanglamp Figaro 56 cm,"149,95",pendant_lights,loods_5,0439-0112-02,Groen,,,"56,0 cm","50,0 cm","56,0 cm",,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E27,Naar beneden,Netstroom,,,,,,,, 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,0 cm",,,,,, 100 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5575,https://loods5.nl/product/2085/hanglamp-figaro-35-cm/5575,Hanglamp Figaro 35 cm,"99,95",pendant_lights,loods_5,0439-0111-02,Zwart,,,"35,0 cm","45,0 cm","35,0 cm",,,,,,,,,,,,,,,,,,,,,,Exclusief lichtbron,E27,Naar beneden,Netstroom,,,,,,,, 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,0 cm",,,,,, 100 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
