product_id,detail_url,title,price,category,competitor,Hoogte armleuning,Afmetingen,Zithoogte,Zitdiepte,Ruimte,Materiaal,Garantie,Merk,Categorie,Productsoort,Herkomst,Productfamilie,Zitbreedte,Ontwerper,Stofsoorten,Dimtechniek,Snoerlengte (in cm),Waterdichtheid,Lichtrichting,Bediening,Dimbaar,Lichtbron,Plafondkapje,Aanbevolen lichtbron,Fitting,Opmerking,Soort lichtbron,Kleurtemperatuur,Energielabel,Stapelbaar tot,Stekker,Productiemethode
57049,https://www.flinders.nl/nils-holger-moormann-tagedieb-bed-200x200,Tagedieb bed 200x200,1.320,beds,flinders,,(l) 204.70 x (b) 204.70 x (h) 40.60 cm,,,Alleen geschikt voor binnen,"Aluminium (metaal), Hout, Multiplex, Staal (gepoedercoat)",1 jaar,Nils Holger Moormann,Tweepersoonsbedden,,Duitsland,Nils Holger Moormann Tagedieb,,Carmen Buttjer,,,,,,,,,,,,,,,,,,
57054,https://www.flinders.nl/nils-holger-moormann-tagedieb-bed-met-hoofdbord-200x200,Tagedieb bed met hoofdbord 200x200,1.651,beds,flinders,,(l) 204.70 x (b) 204.70 x (h) 81.50 cm,,,Alleen geschikt voor binnen,"Aluminium (metaal), Hout, Multiplex, Staal (gepoedercoat)",1 jaar,Nils Holger Moormann,Tweepersoonsbedden,,Duitsland,Nils Holger Moormann Tagedieb,,Carmen Buttjer,,,,,,,,,,,,,,,,,,
16069,https://www.flinders.nl/vitra-slow-chair-loungestoel-met-ottoman,Slow chair met Ottoman loungestoel,3.569,beds,flinders,56,,33,65.5,Alleen geschikt voor binnen,"Aluminium (metaal), Polyester (kunststof), PU-schuim (kunststof), Staal, Textiel",2 jaar,Vitra,Fauteuils,"Vitra stoelen, Vitra fauteuil, Vitra loungestoelen",Zwitserland,,66.5,Ronan & Erwan Bouroullec,"Kvadrat Coda 2, Kvadrat Tonus 4, Moooi Twill, Vitra Cosy, Vitra Hopsak, Vitra Laser, Vitra Panamone",,,,,,,,,,,,,,,,,
18603,https://www.flinders.nl/normann-copenhagen-era-lounge-chair-low-loungestoel-met-zwart-stalen-onderstel,Era Lounge Chair Low loungestoel met zwart stalen onderstel,1.190,beds,flinders,,(b) 72.00 x (d) 75.00 x (h) 77.00 cm,40,,Alleen geschikt voor binnen,"Leer, PU-schuim (kunststof), Staal, Stof",,Normann Copenhagen,Fauteuils,"Normann Copenhagen loungestoelen, Normann Copenhagen stoelen",Denemarken,Normann Copenhagen Era,,Simon Legald,"Gabriel Breeze Fusion, Gabriel Fame, Gabriel Fame Hybrid",,,,,,,,,,,,,,,,,
21035,https://www.flinders.nl/moooi-cocktail-loungestoel,Cocktail fauteuil,"1.848,88",beds,flinders,,(b) 74.00 x (d) 73.00 x (h) 69.00 cm,38,48,Alleen geschikt voor binnen,"Eiken (hout), PU-schuim (kunststof), Stof",2 jaar,Moooi,Fauteuils,"Moooi stoelen, Moooi fauteuils",Nederland,,,Marcel Wanders,"Kvadrat Divina 3, Kvadrat Divina Melange 2, Moooi Abbracci, Moooi Bouclé, Moooi Heritage, Moooi Jacquard, Moooi Liscio, Moooi Macchedil Grezzo, Moooi Macchedil Sottile, Moooi Oray, Moooi Trickle, Moooi Twill, Moooi Twill Melange, Moooi Velour",,,,,,,,,,,,,,,,,
32998,https://www.flinders.nl/hay-can-fauteuil,Can fauteuil,1.199,beds,flinders,68,(b) 97 x (d) 89.5 x (h) 82 cm,40,,Alleen geschikt voor binnen,"Canvas, Staal",1 jaar,Hay,Fauteuils,"Hay fauteuil, Hay loungestoelen",Denemarken,Hay Can,,Ronan & Erwan Bouroullec,"Kvadrat Canvas, Camo Silk",,,,,,,,,,,,,,,,,
57458,https://www.flinders.nl/studio-henk-co-fauteuil-met-wit-frame,Co fauteuil met wit frame,899,beds,flinders,56.5,(b) 89.00 x (d) 96.00 x (h) 70.00 cm,40,,Alleen geschikt voor binnen,"Hout, Metaal, Stof",1 jaar,Studio HENK,Fauteuils,Studio HENK fauteuils,Nederland,Studio HENK Co,,Xander Albers,"Kvadrat Hallingdal 65, Kvadrat Steelcut Trio 2",,,,,,,,,,,,,,,,,
40951,https://www.flinders.nl/gervasoni-ghost-05-fauteuil,Ghost 05 fauteuil,915,beds,flinders,57,(b) 65 x (d) 70 x (h) 70 cm,40,,Alleen geschikt voor binnen,"Hout, PU (kunststof), Stof",1 jaar,Gervasoni,Fauteuils,Gervasoni fauteuils,Italië,Gervasoni Ghost,,Paola Navone,,,,,,,,,,,,,,,,,,
64290,https://www.flinders.nl/design-on-stock-komio-fauteuil,Komio fauteuil,1.325,beds,flinders,56,(b) 86.00 x (d) 79.00 x (h) 82.00 cm,44,52,Alleen geschikt voor binnen,"Leer, Metaal, Roestvrijstaal, Stof",1 jaar,Design on Stock,Fauteuils,Design on Stock fauteuils,Nederland,,,Studio Foorumi,"Design on Stock Alba, Design on Stock Amaro, Design on Stock Bergen, Design on Stock Blazer, Design on Stock CrissCross, Design on Stock Hudson, Design on Stock Milton, Design on Stock Murcia, Design on Stock Noplin, Design on Stock Ploegwool, Design on Stock Senna, Design on Stock Stanton, Design on Stock Synergy, Design on Stock Willow",,,,,,,,,,,,,,,,,
29106,https://www.flinders.nl/fritz-hansen-fri-fauteuil,Fri fauteuil,2.854,beds,flinders,58.5,(b) 80.00 x (d) 88.00 x (h) 90.50 cm,43,,Alleen geschikt voor binnen,"Aluminium (metaal), Stof",,Fritz Hansen,Fauteuils,"Fritz Hansen loungestoelen, Fritz Hansen fauteuils",Denemarken,,,Jaime Hayon,,,,,,,,,,,,,,,,,,
18629,https://www.flinders.nl/normann-copenhagen-era-lounge-chair-low-loungestoel-met-eiken-onderstel,Era Lounge Chair Low loungestoel met eiken onderstel,1.115,beds,flinders,,(b) 72.00 x (d) 75.00 x (h) 77.00 cm,40,,Alleen geschikt voor binnen,"Eiken (hout), Leer, Stof",,Normann Copenhagen,Fauteuils,"Normann Copenhagen loungestoelen, Normann Copenhagen stoelen",Denemarken,Normann Copenhagen Era,,Simon Legald,"Gabriel Breeze Fusion, Gabriel Fame, Gabriel Fame Hybrid",,,,,,,,,,,,,,,,,
72790,https://www.flinders.nl/seletti-toiletpaper-lounge-fauteuil,Toiletpaper Lounge fauteuil,890,beds,flinders,,(b) 70.00 x (d) 79.00 x (h) 86.00 cm,,,Alleen geschikt voor binnen,"Hout, Metaal, Polyester (kunststof), PU (kunststof)",,Seletti,Fauteuils,,Italië,Seletti Wears Toiletpaper,,,,,,,,,,,,,,,,,,,,
39812,https://www.flinders.nl/carl-hansen-ch445-wing-fauteuil,CH445 Wing fauteuil,4.293,beds,flinders,62,(b) 90.00 x (d) 90.00 x (h) 103.00 cm,39,,Alleen geschikt voor binnen,"Leer, Roestvrijstaal, Stof",1 jaar,Carl Hansen & Son,Fauteuils,Carl Hansen fauteuils,Denemarken,,,Hans Wegner,"Carl Hansen Loke, Carl Hansen SIF, Carl Hansen Thor, Gabriel Breeze, Gabriel Byron, Gabriel Comfort+, Gabriel Savak, Kvadrat Balder 3, Kvadrat Basel, Kvadrat Canvas, Kvadrat Clara 2, Kvadrat Divina 3, Kvadrat Divina MD, Kvadrat Divina Melange 2, Kvadrat Hallingdal 65, Kvadrat Steelcut 2, Kvadrat Steelcut Trio 2, Kvadrat Stripes, Kvadrat Sunniva 2, Kvadrat Tonus 4, Kvadrat Vidar 2",,,,,,,,,,,,,,,,,
15608,https://www.flinders.nl/vitra-lcm-loungestoel,Eames LCM loungestoel,868,beds,flinders,,,31.5,55.5,Alleen geschikt voor binnen,"Essen (hout), Metaal, Multiplex",2 jaar,Vitra,Fauteuils,"Vitra stoelen, Vitra fauteuil, Vitra loungestoelen",Zwitserland,Vitra Eames collectie,55,Charles & Ray Eames,,,,,,,,,,,,,,,,,,
29390,https://www.flinders.nl/design-on-stock-nylo-fauteuil,Nylo fauteuil,1.625,beds,flinders,64,(b) 85.00 x (d) 87.00 x (h) 88.00 cm,45,,Alleen geschikt voor binnen,"Aluminium (metaal), Staal, Stof",1 jaar,Design on Stock,Fauteuils,Design on Stock fauteuils,Nederland,Design on Stock Nylo,52,Studio Foorumi,,,,,,,,,,,,,,,,,,
18621,https://www.flinders.nl/normann-copenhagen-era-lounge-chair-low-loungestoel-met-verchroomd-onderstel,Era Lounge Chair Low loungestoel met verchroomd onderstel,1.190,beds,flinders,,,,,Alleen geschikt voor binnen,"Chroom (metaal), Leer, Stof",,Normann Copenhagen,Fauteuils,"Normann Copenhagen loungestoelen, Normann Copenhagen stoelen",Denemarken,Normann Copenhagen Era,,Simon Legald,"Gabriel Breeze Fusion, Gabriel Fame, Gabriel Fame Hybrid",,,,,,,,,,,,,,,,,
49754,https://www.flinders.nl/zuiver-bor-fauteuil,Bor fauteuil,399,beds,flinders,56,(b) 82.00 x (d) 94.00 x (h) 74.00 cm,42,61,Alleen geschikt voor binnen,"Dennen (hout), Polyester (kunststof), PP (kunststof), PU-schuim (kunststof)",2 jaar,Zuiver,Fauteuils,"Zuiver loungestoelen, Zuiver fauteuils",Nederland,Zuiver Bor,54,,,,,,,,,,,,,,,,,,,
18652,https://www.flinders.nl/normann-copenhagen-era-lounge-chair-high-loungestoel-met-eiken-onderstel,Era Lounge Chair High loungestoel met eiken onderstel,1.275,beds,flinders,,(b) 72.00 x (d) 80.00 x (h) 103.00 cm,40,,Alleen geschikt voor binnen,"Eiken (hout), Leer, Stof",,Normann Copenhagen,Fauteuils,"Normann Copenhagen loungestoelen, Normann Copenhagen stoelen",Denemarken,Normann Copenhagen Era,,Simon Legald,"Gabriel Breeze Fusion, Gabriel Fame, Gabriel Fame Hybrid",,,,,,,,,,,,,,,,,
16217,https://www.flinders.nl/vitra-cite-loungestoel,Cité loungestoel,2.710,beds,flinders,47.5,,21,63,Alleen geschikt voor binnen,"Leer, PU-schuim (kunststof), Staal",2 jaar,Vitra,Fauteuils,"Vitra stoelen, Vitra fauteuil, Vitra loungestoelen",Zwitserland,,57,Jean Prouvé,"Vitra Cité, Vitra Leather",,,,,,,,,,,,,,,,,
12765,https://www.flinders.nl/hay-about-a-lounge-chair-low-aal81-stoel,About a Lounge Chair Low AAL81 fauteuil,1.229,beds,flinders,,(b) 76 x (d) 73 x (h) 81 cm,36,55,Alleen geschikt voor binnen,"Aluminium (metaal), Leer, PU (kunststof), Stof",,Hay,Fauteuils,"Hay fauteuil, Hay loungestoelen",Denemarken,Hay AAL | About A Loungechair,,Hee Welling,,,,,,,,,,,,,,,,,,
19148,https://www.flinders.nl/zuiver-ridge-lounge-rib-loungestoel-zonder-armleuningen,Ridge Lounge Rib loungestoel zonder armleuningen,349,beds,flinders,,(b) 59 x (d) 75 x (h) 79 cm,43,63,Alleen geschikt voor binnen,"Nylon, Polyester (kunststof), Staal",1 jaar,Zuiver,Fauteuils,Zuiver loungestoelen,Nederland,Zuiver Ridge,59,,,,,,,,,,,,,Deze stoel heeft een draagkracht van 120kg.,,,,,,
2865,https://www.flinders.nl/gelderland-7400-fauteuil,7400 fauteuil,1.350,beds,flinders,,,,,Alleen geschikt voor binnen,"Chroom (metaal), Leer, Vilt",,Gelderland,Fauteuils,Gelderland fauteuils,Nederland,,,Scholten & Baijings,,,,,,,,,,,,,,,,,,
28904,https://www.flinders.nl/vitra-mariposa-love-seat-fauteuil,Mariposa Love Seat fauteuil,3.510,beds,flinders,,(b) 120.00 x (d) 101.50 x (h) 87.50 cm,28,,Alleen geschikt voor binnen,"Metaal, PU (kunststof), PU-schuim (kunststof), Viscose",2 jaar,Vitra,Fauteuils,"Vitra fauteuil, Vitra loungestoelen",Zwitserland,Vitra Mariposa,,E. Barber & J. Osgerby,"Vitra Corsaro, Vitra Credo, Vitra Dumet, Vitra Iroko, Vitra Laser, Vitra Moss, Vitra Olimpo",,,,,,,,,,,,,,,,,
70001,https://www.flinders.nl/houe-siko-lounge-fauteuil,Siko lounge fauteuil,647,beds,flinders,,(b) 78.00 x (d) 67.00 x (h) 72.00 cm,41,,Alleen geschikt voor binnen,"Essen (hout), Houtfineer, Leer",2 jaar,Houe,Fauteuils,Houe fauteuils,Denemarken,,,,,,,,,,,,,,,,,,,,,
79037,https://www.flinders.nl/riviera-maison-forsyth-fauteuil,Forsyth fauteuil,799,beds,flinders,,(b) 107 x (d) 83 x (h) 76 cm,,,Alleen geschikt voor binnen,"Hout, Leer, Polyester (kunststof)",3 jaar,Rivièra Maison,Fauteuils,Rivièra Maison fauteuils,Nederland,,,,,,,,,,,,,,,,,,,1 stoel,,
76355,https://www.flinders.nl/gubi-pacha-fauteuil,Pacha fauteuil,1.971,beds,flinders,,,,,Alleen geschikt voor binnen,,1 jaar,Gubi,Fauteuils,Gubi fauteuils,Denemarken,,,Pierre Paulin,,,,,,,,,,,,,,,,,,
2971,https://www.flinders.nl/v-i-p-chair,V.I.P. Chair fauteuil,"1.980,77",beds,flinders,,,,,Alleen geschikt voor binnen,"Foam, Nylon, Staal",2 jaar,Moooi,Fauteuils,"Moooi stoelen, Moooi fauteuils",Nederland,,,Marcel Wanders,Kvadrat Divina Melange 2,,,,,,,,,,,,,,,,,
43092,https://www.flinders.nl/andtradition-fly-fauteuil-sc10,Fly fauteuil SC10,1.727,beds,flinders,54,(b) 73.00 x (d) 70.00 x (h) 70.00 cm,40,,Alleen geschikt voor binnen,"Eiken (hout), Foam, Stof, Veren",1 jaar,&tradition,Fauteuils,&Tradition fauteuils,Denemarken,&Tradition Fly,,Space Copenhagen,"Chivasso Hot Madison, Kvadrat Balder 3, Kvadrat Canvas, Kvadrat Divina 3, Kvadrat Divina MD, Kvadrat Divina Melange 2, Kvadrat Hallingdal 65, Kvadrat Harald 2, Kvadrat Hero, Kvadrat Hot, Kvadrat Pilot, Kvadrat Remix 2, Kvadrat Rime, Kvadrat Sonar 1, Kvadrat Sonar 2, Kvadrat Steelcut 2, Kvadrat Steelcut Trio 2, Kvadrat Sunniva 2, Kvadrat Tonus 4, Kvadrat Vidar 2",,,,,,,,,,,,,,,,,
61156,https://www.flinders.nl/dutchbone-freux-fauteuil,Freux fauteuil,449,beds,flinders,62,(b) 80.00 x (d) 83.00 x (h) 73.00 cm,43,58,Alleen geschikt voor binnen,"Dennen (hout), Multiplex, Polyester (kunststof)",1 jaar,Dutchbone,Fauteuils,Dutchbone fauteuils,Nederland,,,,,,,,,,,,,,,,,,,,,
18385,https://www.flinders.nl/fritz-hansen-ro-jh1-chair-loungestoel-designers-selection,Ro JH1 Chair loungestoel designers selection,2.910,beds,flinders,61,(b) 80.00 x (d) 97.00 x (h) 113.00 cm,43,,Alleen geschikt voor binnen,"Aluminium (metaal), PU-schuim (kunststof), Stof",,Fritz Hansen,Fauteuils,"Fritz Hansen loungestoelen, Fritz Hansen fauteuils",Denemarken,Fritz Hansen Ro,,Jaime Hayon,,,,,,,,,,,,,,,,,,
39846,https://www.flinders.nl/carl-hansen-ow149-colonial-stoel,OW149 Colonial fauteuil,2.369,beds,flinders,62.2,(b) 65.00 x (d) 68.00 x (h) 85.00 cm,46,,Alleen geschikt voor binnen,"Eiken (hout), Leer, Stof, Walnoot (hout)",1 jaar,Carl Hansen & Son,Fauteuils,Carl Hansen fauteuils,Denemarken,Carl Hansen Colonial,,Ole Wanscher,"Carl Hansen Loke, Carl Hansen SIF, Carl Hansen Thor, Gabriel Breeze, Gabriel Byron, Gabriel Comfort+, Gabriel Savak, Kvadrat Balder 3, Kvadrat Basel, Kvadrat Canvas, Kvadrat Clara 2, Kvadrat Divina 3, Kvadrat Divina MD, Kvadrat Divina Melange 2, Kvadrat Hallingdal 65, Kvadrat Steelcut 2, Kvadrat Steelcut Trio 2, Kvadrat Sunniva 2, Kvadrat Tonus 4, Kvadrat Vidar 2",,,,,,,,,,,,,,,,,
52353,https://www.flinders.nl/muuto-outline-studio-fauteuil,Outline Studio fauteuil,1.795,beds,flinders,,(b) 78.00 x (d) 76.00 x (h) 69.50 cm,40,,Alleen geschikt voor binnen,"Aluminium (metaal), Foam, Hout, Leer, Staal, Stof",1 jaar,Muuto,Fauteuils,Muuto fauteuils,Denemarken,Muuto Outline,,,,,,,,,,,,,,,,,,,,
40954,https://www.flinders.nl/gervasoni-ghost-09-fauteuil,Ghost 09 Love Seat fauteuil,1.317,beds,flinders,68,(b) 110 x (d) 85 x (h) 80 cm,42,,Alleen geschikt voor binnen,"Hout, PU (kunststof), Stof",1 jaar,Gervasoni,Fauteuils,Gervasoni fauteuils,Italië,Gervasoni Ghost,,Paola Navone,,,,,,,,,,,,,,,,,,
43066,https://www.flinders.nl/andtradition-catch-jh14-fauteuil,Catch JH14 fauteuil,1.511,beds,flinders,58,(b) 82.00 x (d) 92.00 x (h) 86.00 cm,36,,Alleen geschikt voor binnen,"Foam, Staal (gepoedercoat), Stof",1 jaar,&tradition,Fauteuils,&Tradition fauteuils,Denemarken,&Tradition Catch,,Jaime Hayon,"Camo Silk, Kvadrat Balder 3, Kvadrat Coda 2, Kvadrat Divina 3, Kvadrat Divina MD, Kvadrat Divina Melange 2, Kvadrat Hallingdal 65, Kvadrat Hero, Kvadrat Hot, Kvadrat Pilot, Kvadrat Remix 2, Kvadrat Rime, Kvadrat Steelcut 2, Kvadrat Steelcut Trio 2, Kvadrat Sunniva 2, Kvadrat Tonus 4, Kvadrat Vidar 2",,,,,,,,,,,,,,,,,
81265,https://www.flinders.nl/warm-nordic-cape-lounge-fauteuil,Cape Lounge fauteuil,1.499,beds,flinders,,(b) 90 x (d) 82 x (h) 80 cm,,,Alleen geschikt voor binnen,"Foam, Staal, Textiel, Wol",,Warm Nordic,Fauteuils,,Denemarken,Warm Nordic Cape,,Charlotte Høncke,,,,,,,,,,,,,,,,,,
81272,https://www.flinders.nl/warm-nordic-cape-lounge-fauteuil-met-stitches,Cape Lounge fauteuil met stitches,2.099,beds,flinders,,,,,Alleen geschikt voor binnen,"Foam, Staal, Textiel, Wol",,Warm Nordic,Fauteuils,,Denemarken,Warm Nordic Cape,,,,,,,,,,,,,,,,,,,,
38130,https://www.flinders.nl/ferm-living-herman-fauteuil,Herman fauteuil,549,beds,flinders,,(b) 68.00 x (d) 60.00 x (h) 68.00 cm,,,Alleen geschikt voor binnen,"Eiken (hout), Metaal (gepoedercoat), Wolvilt",1 jaar,Ferm Living,Fauteuils,,Denemarken,Ferm Living Herman,,,,,,,,,,,,,,,,,,,,
18633,https://www.flinders.nl/normann-copenhagen-era-lounge-chair-low-loungestoel-met-walnoten-onderstel,Era Lounge Chair Low loungestoel met walnoten onderstel,1.115,beds,flinders,,,40,,Alleen geschikt voor binnen,"Leer, Stof, Walnoot (hout)",,Normann Copenhagen,Fauteuils,"Normann Copenhagen loungestoelen, Normann Copenhagen stoelen",Denemarken,Normann Copenhagen Era,,Simon Legald,"Gabriel Breeze Fusion, Gabriel Fame, Gabriel Fame Hybrid",,,,,,,,,,,,,,,,,
20137,https://www.flinders.nl/vitra-petit-repos-fauteuil,Petit Repos fauteuil,2.159,beds,flinders,,(b) 66.50 x (d) 66.00 x (h) 75.50 cm,40.5,,Alleen geschikt voor binnen,"Aluminium (metaal), PU-schuim (kunststof)",2 jaar,Vitra,Fauteuils,"Vitra fauteuil, Vitra loungestoelen",Zwitserland,Vitra Repos,66.5,Antonio Citterio,"Vitra Cosy, Vitra Credo, Vitra Dumet, Vitra Leather, Vitra Leather Grand, Vitra Leather Natural, Vitra Leather Premium",,,,,,,,,,,,,,,,,
57728,https://www.flinders.nl/hay-dapper-fauteuil-met-zwart-onderstel,Dapper fauteuil met zwart onderstel,759,beds,flinders,,(b) 70.00 x (d) 65.00 x (h) 74.50 cm,43,48.5,Alleen geschikt voor binnen,"Eiken (fineer), Multiplex, Staal (gepoedercoat)",2 jaar,Hay,Fauteuils,"Hay fauteuil, Hay loungestoelen",Denemarken,,,Doshi Levien,"Camo California, Camo Sierra, Camo Silk, Kvadrat Balder 3, Kvadrat Canvas, Kvadrat Coda 2, Kvadrat Compound, Kvadrat Divina 3, Kvadrat Divina MD, Kvadrat Divina Melange 2, Kvadrat Hallingdal 65, Kvadrat Harald 2, Kvadrat Hero, Kvadrat Remix 2, Kvadrat Rime, Kvadrat Steelcut 2, Kvadrat Steelcut Trio 2, Kvadrat Sunniva 2, Kvadrat Tonus 4",,,,,,,,,,,,,,,,,
39885,https://www.flinders.nl/carl-hansen-e015-embrace-fauteuil,E015 Embrace fauteuil,3.280,beds,flinders,62,(b) 75.10 x (d) 79.20 x (h) 85.00 cm,39.9,,Alleen geschikt voor binnen,"Eiken (hout), Leer, Textiel, Walnoot (hout)",1 jaar,Carl Hansen & Son,Fauteuils,Carl Hansen fauteuils,Denemarken,Carl Hansen Embrace,,EOOS,,,,,,,,,,,,,,,,,,
25018,https://www.flinders.nl/arper-catifa-60-lounge-low-fauteuil,Catifa 60 Lounge Low fauteuil,1.134,beds,flinders,,(b) 74.00 x (d) 74.00 x (h) 65.50 cm,37,,Alleen geschikt voor binnen,"Aluminium (metaal), PU (kunststof), Stof",1 jaar,Arper,Fauteuils,Arper fauteuils,Italië,Arper Catifa,,Studio lievore altherr molina,,,,,,,,,,,,,,,,,,
38907,https://www.flinders.nl/tom-dixon-wingback-micro-black-fauteuil,Wingback Micro Black fauteuil,2.165,beds,flinders,,(b) 74 x (d) 73.8 x (h) 100 cm,43.7,,Alleen geschikt voor binnen,"Eiken (hout), Foam, Staal",1 jaar,Tom Dixon,Fauteuils,Tom Dixon fauteuils,Verenigd Koninkrijk,Tom Dixon Wingback,,,,,,,,,,,,,,,,,,,,
66129,https://www.flinders.nl/normann-copenhagen-sum-fauteuil-zwart-onderstel,Sum fauteuil zwart onderstel,1.300,beds,flinders,,(b) 89.50 x (d) 76.00 x (h) 76.00 cm,41,,Alleen geschikt voor binnen,"Aluminium (metaal), Leer, PU-schuim (kunststof), Stof",2 jaar,Normann Copenhagen,Fauteuils,Normann Copenhagen fauteuils,Denemarken,Normann Copenhagen Sum,,Simon Legald,,,,,,,,,,,,,,,,,,
15602,https://www.flinders.nl/vitra-lcw-calf-skin-loungestoel,Eames LCW Calf's Skin loungestoel,2.500,beds,flinders,,(b) 56.00 x (d) 61.00 x (h) 68.00 cm,32,53,Alleen geschikt voor binnen,Multiplex,2 jaar,Vitra,Fauteuils,"Vitra stoelen, Vitra fauteuil, Vitra loungestoelen",Zwitserland,Vitra Eames collectie,56,Charles & Ray Eames,,,,,,,,,,,,,,,,,,
81518,https://www.flinders.nl/warm-nordic-the-orange-fauteuil-gestoffeerd,The Orange fauteuil gestoffeerd,1.799,beds,flinders,,,,,Alleen geschikt voor binnen,"Eiken (fineer), Eiken (hout), Stof",,Warm Nordic,Fauteuils,,Denemarken,Warm Nordic The Orange,,Hans Olsen,,,,,,,,,,,,,,,,,,
40640,https://www.flinders.nl/functionals-miller-fauteuil-hoog,Miller fauteuil hoog,2.075,beds,flinders,,(b) 71.00 x (d) 68.00 x (h) 105.00 cm,,,Alleen geschikt voor binnen,"Leer, Staal",,Functionals,Fauteuils,,Nederland,Functionals Miller,,Serener,,,,,,,,,,,,,,,,,,
21691,https://www.flinders.nl/mdf-italia-mia-draaibare-fauteuil,Mia draaibare fauteuil,2.842,beds,flinders,,(b) 87.00 x (d) 83.00 x (h) 61.00 cm,43,55,Alleen geschikt voor binnen,Stof,2 jaar,MDF Italia,Fauteuils,,Italië,,,Francesco Bettoni,"MDF Italia Cady, MDF Italia Dune, MDF Italia Frank, MDF Italia Gin, Vitra Leather, MDF Italia Menfi, MDF Italia Monaco, MDF Italia Natura, MDF Italia Parigi, MDF Italia Perth, MDF Italia Sand, MDF Italia Sole, MDF Italia York",,,,,,,,,,,,,,,,,
35677,https://www.flinders.nl/normann-copenhagen-ace-fauteuil,Ace fauteuil,805,beds,flinders,,(b) 56.00 x (d) 70.00 x (h) 80.00 cm,41,,Alleen geschikt voor binnen,"Eiken (hout), Leer, PU-schuim (kunststof), Staal, Stof, Velours (fluweel)",1 jaar,Normann Copenhagen,Fauteuils,Normann Copenhagen fauteuils,Denemarken,Normann Copenhagen Ace,,Hans Hornemann,,,,,,,,,,,,,,,,,,
15632,https://www.flinders.nl/vitra-coconut-stoel,Coconut fauteuil,3.049,beds,flinders,,,29.5,,Alleen geschikt voor binnen,"Leer, Plastic",2 jaar,Vitra,Fauteuils,"Vitra fauteuil, Vitra loungestoelen",Zwitserland,Vitra Nelson,,George Nelson,"Vitra Hopsak, Vitra Leather, Vitra Leather Premium",,,,,,,,,,,,,,,,,
73763,https://www.flinders.nl/normann-copenhagen-hyg-high-oak-fauteuil,Hyg High Oak fauteuil,1.730,beds,flinders,,(b) 84.50 x (d) 83.50 x (h) 107.50 cm,40,,Alleen geschikt voor binnen,"Eiken (hout), PU-schuim (kunststof), Staal, Textiel",2 jaar,Normann Copenhagen,Fauteuils,Normann Copenhagen fauteuils,Denemarken,Normann Copenhagen Hyg,,Simon Legald,,,,,,,,,,,,,,,,,,
73771,https://www.flinders.nl/normann-copenhagen-hyg-high-swivel-tilt-fauteuil,Hyg High Swivel Tilt fauteuil,2.055,beds,flinders,,(b) 84.50 x (d) 83.50 x (h) 107.50 cm,40,,Alleen geschikt voor binnen,"Aluminium (metaal), PU-schuim (kunststof), Staal, Textiel",2 jaar,Normann Copenhagen,Fauteuils,Normann Copenhagen fauteuils,Denemarken,Normann Copenhagen Hyg,,Simon Legald,,,,,,,,,,,,,,,,,,
79994,https://www.flinders.nl/umage-a-conversation-piece-fauteuil-donker-eiken,A Conversation Piece fauteuil donker eiken,799,beds,flinders,,(b) 70 x (d) 83 x (h) 83 cm,,,Alleen geschikt voor binnen,"Eiken (fineer), Eiken (hout), Polyester (kunststof)",,Umage,Fauteuils,Umage fauteuils,Denemarken,,,,,,,,,,,,,,,,,,,,,
20150,https://www.flinders.nl/vitra-amoebe-fauteuil,Amoebe fauteuil,1.290,beds,flinders,,(b) 62.00 x (d) 86.00 x (h) 82.00 cm,,,Alleen geschikt voor binnen,"Laminaat, Rubber, Stof",2 jaar,Vitra,Fauteuils,"Vitra fauteuil, Vitra loungestoelen",Zwitserland,,,Verner Panton,Kvadrat Tonus 4,,,,,,,,,,,,,,,,,
21941,https://www.flinders.nl/andtradition-cloud-fauteuil,Cloud fauteuil,2.404,beds,flinders,,(b) 100 x (d) 84 x (h) 75 cm,40,61,Alleen geschikt voor binnen,"Foam, Hout, Staal, Veren",1 jaar,&tradition,Fauteuils,&Tradition fauteuils,Denemarken,&Tradition Cloud,,Luca Nichetto,"Kvadrat Balder 3, Kvadrat Canvas, Kvadrat Divina 3, Kvadrat Divina MD, Kvadrat Divina Melange 2, Kvadrat Hallingdal 65, Kvadrat Harald 2, Kvadrat Hero, Kvadrat Hot, Kvadrat Pilot, Kvadrat Remix 2, Kvadrat Rime, Kvadrat Sonar 1, Kvadrat Sonar 2, Kvadrat Steelcut 2, Kvadrat Steelcut Trio 2, Kvadrat Sunniva 2, Kvadrat Tonus 4, Kvadrat Vidar 2",,,,,,,,,,,,,,,,,
28907,https://www.flinders.nl/vitra-fauteuil-de-salon-fauteuil,Fauteuil de Salon fauteuil,2.190,beds,flinders,,(b) 68.00 x (d) 84.00 x (h) 82.50 cm,34,,Alleen geschikt voor binnen,"Eiken (hout), PU-schuim (kunststof), Staal, Stof, Walnoot (hout)",2 jaar,Vitra,Fauteuils,"Vitra fauteuil, Vitra loungestoelen",Zwitserland,,,Jean Prouvé,"Vitra Leather Premium, Moooi Twill",,,,,,,,,,,,,,,,,
