product_id,detail_url,title,price,category,competitor,Hoogte armleuning,Afmetingen,Zithoogte,Zitdiepte,Ruimte,Materiaal,Garantie,Merk,Categorie,Productsoort,Herkomst,Productfamilie,Zitbreedte,Ontwerper,Stofsoorten,Dimtechniek,Snoerlengte (in cm),Waterdichtheid,Lichtrichting,Bediening,Dimbaar,Lichtbron,Plafondkapje,Aanbevolen lichtbron,Fitting,Opmerking,Soort lichtbron,Kleurtemperatuur,Energielabel,Stapelbaar tot,Stekker,Productiemethode
61272,https://www.flinders.nl/dutchbone-chester-bank-2-5-zits,"Chester bank 2,5-zits",999,2_seat_sofas,flinders,77,(b) 186.00 x (d) 94.00 x (h) 77.00 cm,45,61,Alleen geschikt voor binnen,"Dennen (hout), Eiken (hout), Katoen, Velours (fluweel)",1 jaar,Dutchbone,Zitbanken,Dutchbone banken,Nederland,,,,,,,,,,,,,,,,,,,,,
32392,https://www.flinders.nl/be-pure-rodeo-velvet-bank-2-5-zits,"Rodeo Velvet bank 2,5-zits",749,2_seat_sofas,flinders,68,(b) 190 x (d) 86 x (h) 85 cm,45,60,Alleen geschikt voor binnen,Velours (fluweel),1 jaar,BePureHome,Zitbanken,BePureHome banken,Nederland,"BePureHome Rodeo, BePureHome Rodeo Velvet",,,,,,,,,,,,,,,,,,,,
53593,https://www.flinders.nl/montis-axel-25-zits-bank,"Axel bank 2,5-zits",2.616,2_seat_sofas,flinders,63,(b) 159.00 x (d) 97.00 x (h) 80.00 cm,43,55,Alleen geschikt voor binnen,"Beuken (hout), Foam, MDF (hout), Roestvrijstaal",1 jaar,Montis,Zitbanken,Montis banken,Nederland,Montis Axel,143,Gijs Papavoine,,,,,,,,,,,,,,,,,,
49758,https://www.flinders.nl/zuiver-jean-bank-2-5-zits,"Jean bank 2,5-zits",999,2_seat_sofas,flinders,55,(b) 204 x (d) 90 x (h) 80 cm,45,53,Alleen geschikt voor binnen,"Dennen (hout), Polyester (kunststof), PU-schuim (kunststof), Staal",2 jaar,Zuiver,Zitbanken,Zuiver banken,Nederland,Zuiver Jean,174,,,,,,,,,,,,,,,,,,,
41966,https://www.flinders.nl/design-on-stock-aikon-bank-25-zits,"Aikon bank 2,5-zits",1.949,2_seat_sofas,flinders,62,(b) 196.00 x (d) 102.00 x (h) 75.00 cm,43,59,Alleen geschikt voor binnen,"Aluminium (metaal), Leer, MDF (hout), Multiplex, Stof",,Design on Stock,Zitbanken,Design on Stock banken,Nederland,Design on Stock Aikon,,Marike Andeweg,"Design on Stock Alba, Design on Stock Amaro, Design on Stock Bergen, Design on Stock Blazer, Design on Stock Canal, Design on Stock CrissCross, Design on Stock Divina MD, Design on Stock Hudson, Design on Stock Loop, Design on Stock Milton, Design on Stock Murcia, Design on Stock Nevada, Design on Stock Noosa, Design on Stock Noplin, Design on Stock Ormond, Design on Stock Ploegwool, Design on Stock Senna, Design on Stock Stanton, Design on Stock Synergy, Design on Stock Tremont, Design on Stock Willow",,,,,,,,,,,,,,,,,
53608,https://www.flinders.nl/montis-daley-25zits-bank,"Daley bank 2,5-zits",2.490,2_seat_sofas,flinders,63,(b) 185.00 x (d) 85.00 x (h) 66.00 cm,41,68,Alleen geschikt voor binnen,"Aluminium (metaal), Veren",1 jaar,Montis,Zitbanken,Montis banken,Nederland,Montis Daley,150,Niels Bendtsen,,,,,,,,,,,,,,,,,,
49751,https://www.flinders.nl/zuiver-bor-bank-2-5-zits,"Bor bank 2,5-zits",799,2_seat_sofas,flinders,56,(b) 200 x (d) 94 x (h) 74 cm,42,61,Alleen geschikt voor binnen,"Dennen (hout), Polyester (kunststof), PP (kunststof), PU-schuim (kunststof)",2 jaar,Zuiver,Zitbanken,Zuiver banken,Nederland,Zuiver Bor,152,,,,,,,,,,,,,,,,,,,
48680,https://www.flinders.nl/eyye-etcetera-2-5-zits-bank,"Etcetera 2,5-zits bank",1.399,2_seat_sofas,flinders,,(b) 193.00 x (d) 89.00 x (h) 66.00 cm,44,,Alleen geschikt voor binnen,"Aluminium (metaal), Leer, Stof",2 jaar,EYYE,Zitbanken,EYYE banken,Nederland,EYYE Etcetera,,Studio Foorumi,"EYYE Alea, EYYE Amaro, EYYE Bulan, EYYE Cabo, EYYE Cera, EYYE CrissCross, EYYE Loxton, EYYE Milton, EYYE Myra, EYYE Nive, EYYE Noplin, EYYE Ploegwool, EYYE Senna, EYYE Synergy",,,,,,,,,,,,,,,,,
29880,https://www.flinders.nl/jaey-bank-2-5-zits,"Jaey bank 2,5-zits",969,2_seat_sofas,flinders,65,(b) 181 x (d) 90 x (h) 76 cm,50,,Alleen geschikt voor binnen,"Polyester (kunststof), PU-schuim (kunststof)",1 jaar,Zuiver,Zitbanken,Zuiver banken,Nederland,Zuiver Jaey,,,,,,,,,,,,,,,,,,,,
12951,https://www.flinders.nl/hay-mags-2-5zits-bank-combinatie-1,"Mags bank 2,5 zits combinatie 1",2.359,2_seat_sofas,flinders,,(b) 228 x (d) 95.5 x (h) 67 cm,,,Alleen geschikt voor binnen,"Grenen, Textiel, Wol",,Hay,Zitbanken,Hay banken,Denemarken,Hay Mags,,,"Kvadrat Canvas, Kvadrat Compound, Kvadrat Divina 3, Kvadrat Divina MD, Kvadrat Divina Melange 2, Kvadrat Hallingdal 65, Kvadrat Hero, Kvadrat Remix 2, Kvadrat Rime, Kvadrat Steelcut 2, Kvadrat Steelcut Trio 2, Kvadrat Tonus 4",,,,,,,,,,,,,,,,,
48701,https://www.flinders.nl/eyye-cella-2-5-zits-bank,"Cella 2,5-zits bank",1.399,2_seat_sofas,flinders,,(b) 202.00 x (d) 104.00 x (h) 63.00 cm,43,,Alleen geschikt voor binnen,"Aluminium (metaal), Leer, Stof",2 jaar,EYYE,Zitbanken,EYYE banken,Nederland,EYYE Cella,,Studio Tom Dissel,"EYYE Alea, EYYE Amaro, EYYE Bulan, EYYE Cabo, EYYE Cera, EYYE CrissCross, EYYE Loxton, EYYE Milton, EYYE Myra, EYYE Nive, EYYE Noplin, EYYE Ploegwool, EYYE Senna, EYYE Synergy",,,,,,,,,,,,,,,,,
59092,https://www.flinders.nl/bepurehome-nouveau-bank-2-5-zits,"Nouveau bank 2,5-zits",999,2_seat_sofas,flinders,74,(b) 215.00 x (d) 93.00 x (h) 74.00 cm,46,59,Alleen geschikt voor binnen,"Hout, Velours (fluweel)",1 jaar,BePureHome,Zitbanken,BePureHome banken,Nederland,,192,,,,,,,,,,,,,,,,,,,
28956,https://www.flinders.nl/vitra-mariposa-2-5-zits-bank,"Mariposa 2,5-zits bank",4.980,2_seat_sofas,flinders,,(b) 211 x (d) 101.5 x (h) 87.5 cm,28,,Alleen geschikt voor binnen,"Katoen, Metaal, PA (kunststof), Polyester (kunststof), PU (kunststof), PU-schuim (kunststof), Viscose, Wol",2 jaar,Vitra,Zitbanken,Vitra banken,Zwitserland,Vitra Mariposa,,E. Barber & J. Osgerby,"Vitra Corsaro, Vitra Credo, Vitra Dumet, Vitra Iroko, Vitra Laser, Vitra Moss, Vitra Olimpo",,,,,,,,,,,,,,,,,
22866,https://www.flinders.nl/secto-design-octo-4240-hanglamp,Octo 4240 hanglamp,785,pendant_lights,flinders,,(h) 68 x (Ø) 54 cm,,,Alleen geschikt voor binnen,Berken (hout),1 jaar,Secto Design,Hanglampen,Secto Design hanglampen,Finland,Secto Design Octo,,,,DALI,150,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,"Ja, zie bijlage",Meegeleverd,Meegeleverd,1 x LED E27 11W 2800K,E27 (grote fitting),,,,,,,
20344,https://www.flinders.nl/normann-copenhagen-amp-lamp-hanglamp-small,Amp Lamp hanglamp small,105,pendant_lights,flinders,,(h) 17 x (Ø) 14 cm,,,Alleen geschikt voor binnen,"Glas, Marmer",2 jaar,Normann Copenhagen,Hanglampen,"Normann Copenhagen lampen, Normann Copenhagen hanglampen",Denemarken,Normann Copenhagen Amp,,Simon Legald,,,,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Meegeleverd,1 x E14,E14 (kleine fitting),Snoerlengte is 400 centimeter,,,,,,
23279,https://www.flinders.nl/petite-friture-vertigo-hanglamp-140cm,Vertigo hanglamp 140cm,775,pendant_lights,flinders,,(h) 15.00 x (Ø) 140.00 cm,,,Alleen geschikt voor binnen,"Glasvezel, PU (kunststof)",1 jaar,Petite Friture,Hanglampen,"Petite Friture hanglampen, Petite Friture lampen",Frankrijk,,,Constance Guisset,,,300,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Meegeleverd,1 x E27 max 75W,E27 (grote fitting),,,,,,,
45493,https://www.flinders.nl/muuto-e27-hanglamp-led,E27 hanglamp LED,69,pendant_lights,flinders,,(d) 12.50 x (h) 23.00 cm,,,Alleen geschikt voor binnen,Siliconen rubber,1 jaar,Muuto,Hanglampen,"Muuto Lampen, Muuto hanglampen",Denemarken,,,Mattias Ståhlbom,,,400,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,"Ja, via wanddimmer",Meegeleverd,Niet meegeleverd,"1 x E27 van 2W, 2500 K en 160 LM",E27 (grote fitting),,LED,,,,,
12154,https://www.flinders.nl/flos-parentesi-hanglamp-met-dimmer,Parentesi hanglamp met dimmer,"292,82",pendant_lights,flinders,,(h) 58 x (Ø) 11 cm,,,Alleen geschikt voor binnen,Staal,2 jaar,Flos,Hanglampen,"Flos hanglampen, Flos buitenlampen",Italië,Flos Parentesi,,Achille Castiglioni,,,400,IP20 (Geen bescherming tegen water),Alle richtingen,Dimmer op snoer,"Ja, via ingebouwde dimmer",Niet meegeleverd,Meegeleverd,1 x MAX 105W E27 R125 HSGSR of 1 LED 8W E27 900lm 2700K dimmer,E27 (grote fitting),,,,,,,
20347,https://www.flinders.nl/normann-copenhagen-amp-lamp-hanglamp-large,Amp Lamp hanglamp large,105,pendant_lights,flinders,,(h) 26 x (Ø) 11.2 cm,,,Alleen geschikt voor binnen,"Glas, Marmer",2 jaar,Normann Copenhagen,Hanglampen,"Normann Copenhagen lampen, Normann Copenhagen hanglampen",Denemarken,Normann Copenhagen Amp,,Simon Legald,,,,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,Nee,Niet meegeleverd,Meegeleverd,1 x E14,E14 (kleine fitting),Snoerlengte is 400 centimeter,,,,,,
27685,https://www.flinders.nl/louis-poulsen-ph5-hanglamp,PH 5 hanglamp,"749,99",pendant_lights,flinders,,(h) 28.5 x (Ø) 50 cm,,,Alleen geschikt voor binnen,Aluminium (metaal),1 jaar,Louis Poulsen,Hanglampen,"Louis Poulsen hanglamp, Louis Poulsen buitenlampen",Denemarken,Louis Poulsen PH,,Poul Henningsen,,,300,IP20 (Geen bescherming tegen water),Naar beneden,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Meegeleverd,1 x E27 CFL 23 / 30W of 1 x E27 Halo max. 200W,E27 (grote fitting),,,,,,,
2912,https://www.flinders.nl/mega-bulb,MEGA Bulb hanglamp,150,pendant_lights,flinders,,,,,Alleen geschikt voor binnen,Glas (geblazen),1 jaar,&tradition,Hanglampen,"&Tradition lampen, &tradition hanglampen",Denemarken,,,Sofie Refer,,,,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Meegeleverd,1 x  E27 max 60W,E27 (grote fitting),De MEGA Bulb heeft een snoer van 3 meter en de plafondkap is meegeleverd.,,,,,,
2853,https://www.flinders.nl/fl-y,FL/Y hanglamp LED,233,pendant_lights,flinders,,(h) 33 x (Ø) 52 cm,,,Alleen geschikt voor binnen,PMMA (kunststof),2 jaar,Kartell,Hanglampen,"Kartell lampen, Kartell verlichting, Kartell hanglampen",Italië,Kartell FL/Y,,Ferruccio Laviani,,,,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,Nee,Meegeleverd,Meegeleverd,1x E27 LED max. 15W,E27 (grote fitting),Hoogte kabel verstelbaar van 48-223 cm.,,,,,,
10006,https://www.flinders.nl/moooi-non-random-hanglamp,Non Random hanglamp medium,"583,22",pendant_lights,flinders,,(h) 54.00 x (Ø) 48.00 cm,,,Alleen geschikt voor binnen,Glasvezel,2 jaar,Moooi,Hanglampen,"Moooi hanglampen, Moooi Verlichting, Moooi Lampen",Nederland,Moooi Non Random,,Bertjan Pot,,,400,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Meegeleverd,"1 x E27, max 60W",E27 (grote fitting),,,,,,,
12846,https://www.flinders.nl/flos-tatou-s1-hanglamp,Tatou S1 hanglamp,"292,82",pendant_lights,flinders,,(h) 17.80 x (Ø) 28.00 cm,,,Alleen geschikt voor binnen,"PC (kunststof), Staal",2 jaar,Flos,Hanglampen,"Flos hanglampen, Flos buitenlampen",Italië,Flos Tatou,,Patricia Urquiola,,,415,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Meegeleverd,1 x MAX 70W E27 HSGS of 1 X MAX 23W E27 FBT (L. max 112mm) of 1 LED 8W E27 900lm,E27 (grote fitting),,,,,,,
36235,https://www.flinders.nl/zuiver-left-hanglamp,Left hanglamp,59,pendant_lights,flinders,,(h) 16.50 x (Ø) 11.00 cm,,,Alleen geschikt voor binnen,"Beton, Metaal (gepoedercoat), PVC (kunststof), Textiel",1 jaar,Zuiver,Hanglampen,"Zuiver hanglampen, Zuiver lampen",Nederland,,,,,,130,IP20 (Geen bescherming tegen water),Naar beneden,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Meegeleverd,1 x E27 halo 40W,E27 (grote fitting),,,,,,,
18783,https://www.flinders.nl/flos-ic-lights-s1-hanglamp,IC Lights S1 hanglamp,377,pendant_lights,flinders,,(h) 47.00 x (Ø) 20.00 cm,,,Alleen geschikt voor binnen,"Glas (geblazen), Staal",2 jaar,Flos,Hanglampen,"Flos hanglampen, Flos buitenlampen",Italië,Flos IC Lights,,Michael Anastassiades,,,400,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Meegeleverd,1 x 60W E14 HSGS,E14 (kleine fitting),,,,,,,
38563,https://www.flinders.nl/hay-marble-hanglamp-led,Marble hanglamp LED,165,pendant_lights,flinders,,(h) 6.50 x (Ø) 13.50 cm,,,Alleen geschikt voor binnen,"ABS (kunststof), Marmer",2 jaar,Hay,Hanglampen,"Hay lampen, Hay hanglampen",Denemarken,,,Sebastian Wrong,,,400,IP20 (Geen bescherming tegen water),Naar beneden,Via lichtpunt,"Ja, neem contact op voor meer informatie",Meegeleverd,Niet meegeleverd,1 x GX53 LED 2800K 470lm,GX53,,,,,,,
53415,https://www.flinders.nl/umage-asteria-hanglamp-led,Asteria hanglamp LED 3000K,269,pendant_lights,flinders,,(h) 14.30 x (Ø) 43.00 cm,,,Alleen geschikt voor binnen,"Aluminium (metaal), PMMA (kunststof), Staal",1 jaar,Umage,Hanglampen,Umage hanglampen,Denemarken,,,,,,200,IP20 (Geen bescherming tegen water),Naar beneden,Via lichtpunt,"Ja, via wanddimmer",Meegeleverd,Meegeleverd,Integrierte LED 17W 3000K 1500lm,LED (geïntegreerd),,,3000K (helder wit),,,,
2958,https://www.flinders.nl/parentesi,Parentesi hanglamp,"278,30",pendant_lights,flinders,,(h) 58 x (Ø) 11 cm,,,Alleen geschikt voor binnen,Staal,2 jaar,Flos,Hanglampen,"Flos hanglampen, Flos buitenlampen",Italië,Flos Parentesi,,Achille Castiglioni,,,400,IP20 (Geen bescherming tegen water),Alle richtingen,Aan-/uitschakelaar op armatuur,Nee,Niet meegeleverd,Meegeleverd,1 x MAX 105W E27 R125 HSGSR of 1 x LED 8W E27 900lm 2700K,E27 (grote fitting),,,,,,,
18786,https://www.flinders.nl/flos-ic-lights-s2-hanglamp,IC Lights S2 hanglamp,491,pendant_lights,flinders,,(h) 70.20 x (Ø) 30.00 cm,,,Alleen geschikt voor binnen,"Glas (geblazen), Staal",2 jaar,Flos,Hanglampen,"Flos hanglampen, Flos buitenlampen",Italië,Flos IC Lights,,Michael Anastassiades,,,400,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Meegeleverd,1 x 205W E27 HSGS,E27 (grote fitting),,,,,,,
27014,https://www.flinders.nl/muuto-grain-hanglamp,Grain hanglamp LED,119,pendant_lights,flinders,,(h) 18.5 x (Ø) 21 cm,,,Alleen geschikt voor binnen,"Bamboe, PP (kunststof)",1 jaar,Muuto,Hanglampen,"Muuto Lampen, Muuto hanglampen",Denemarken,,,Jens Fager,,,400,IP20 (Geen bescherming tegen water),Naar beneden,Via lichtpunt,Nee,Meegeleverd,Meegeleverd,1 x G9 LED 4W 400lm 3000K,G9,,,,,,,
2959,https://www.flinders.nl/skygarden-hanglamp-flos,Skygarden 1 hanglamp,"1.934,79",pendant_lights,flinders,,(h) 30 x (Ø) 60 cm,,,Alleen geschikt voor binnen,"Gips, Staal",2 jaar,Flos,Hanglampen,"Flos hanglampen, Flos buitenlampen",Italië,Flos Skygarden,,Marcel Wanders,,,400,IP20 (Geen bescherming tegen water),Naar beneden,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Meegeleverd,1x max 105W E27 HSGS of 1x LED 8W E27,,Lengte snoer: 400 cm.,Halogeenlamp,,,,,
21104,https://www.flinders.nl/frandsen-ball-hanglamp,Ball Matt hanglamp,84,pendant_lights,flinders,,(Ø) 18 cm,,,Alleen geschikt voor binnen,Metaal,1 jaar,Frandsen,Hanglampen,Frandsen hanglampen,Denemarken,Frandsen Ball,,Benny Frandsen,,,200,IP20 (Geen bescherming tegen water),Naar beneden,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,,1 x E27 max 40W,E27 (grote fitting),,,,,,,
8145,https://www.flinders.nl/normann-copenhagen-bell-hanglamp,Bell hanglamp large,485,pendant_lights,flinders,,(h) 57 x (Ø) 55 cm,,,Alleen geschikt voor binnen,Aluminium (metaal),2 jaar,Normann Copenhagen,Hanglampen,"Normann Copenhagen lampen, Normann Copenhagen hanglampen",Denemarken,Normann Copenhagen Bell,,"Andreas Lund,  Jacob Rudbeck",,,400,IP20 (Geen bescherming tegen water),Naar beneden,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Niet meegeleverd,1 x E27 max 60W of energysaver max 11W,E27 (grote fitting),,,,,,,
27021,https://www.flinders.nl/muuto-ambit-hanglamp,Ambit hanglamp large,329,pendant_lights,flinders,,(h) 23.80 x (Ø) 40.00 cm,,,Alleen geschikt voor binnen,"Aluminium (metaal), Rubber",1 jaar,Muuto,Hanglampen,"Muuto Lampen, Muuto hanglampen",Denemarken,Muuto Ambit,,TAF Architects,,,400,IP20 (Geen bescherming tegen water),Naar beneden,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Meegeleverd,1 x E27 max 60W,E27 (grote fitting),,,,,,,
3180,https://www.flinders.nl/unfold,Unfold hanglamp,169,pendant_lights,flinders,,(h) 29.5 x (Ø) 32.5 cm,,,Alleen geschikt voor binnen,Siliconen rubber,2 jaar,Muuto,Hanglampen,"Muuto Lampen, Muuto hanglampen",Denemarken,,,Form us with love,,,,IP20 (Geen bescherming tegen water),Naar beneden,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Meegeleverd,1 x E27 van 40W,E27 (grote fitting),,,,,,,
8647,https://www.flinders.nl/flos-smithfield-hanglamp,Smithfield S hanglamp,"764,72",pendant_lights,flinders,,(h) 21.50 x (Ø) 60.00 cm,,,Alleen geschikt voor binnen,"Aluminium (metaal), PC (kunststof)",2 jaar,Flos,Hanglampen,"Flos hanglampen, Flos buitenlampen",Italië,Flos Smithfield,,Jasper Morrison,,,400,IP20 (Geen bescherming tegen water),Naar beneden,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Meegeleverd,1 x MAX 230W R7s,R7s,,Halogeenlamp,,,,,
29686,https://www.flinders.nl/fatboy-spheremaker-hanglamp-set-van-3,Spheremaker hanglamp set van 3,219,pendant_lights,flinders,,(h) 205 x (Ø) 30 cm,,,Alleen geschikt voor binnen,"ABS (kunststof), PC (kunststof), PS (kunststof)",1 jaar,Fatboy,Hanglampen,"Fatboy Lampen, Fatboy hanglampen",Nederland,Fatboy Spheremaker,,,,,,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,"Ja, via wanddimmer",Meegeleverd,Meegeleverd,"3 x LED 2700k, Max 12 Watt",,,,,,,,
5696,https://www.flinders.nl/heracleum-hanglamp-moooi,Heracleum II hanglamp LED,"3.049,20",pendant_lights,flinders,,,,,Alleen geschikt voor binnen,"Metaal, PC (kunststof)",2 jaar,Moooi,Hanglampen,"Moooi hanglampen, Moooi Verlichting, Moooi Lampen",Nederland,Moooi Heracleum,,Bertjan Pot,,Leading edge,,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,"Ja, zie bijlage",Meegeleverd,Meegeleverd,"63 x LED, 14W, 230V",LED (geïntegreerd),,,,B,,,
51934,https://www.flinders.nl/ferm-living-socket-hanglamp-low,Socket hanglamp low,79,pendant_lights,flinders,,(h) 10.2 x (Ø) 6 cm,,,Alleen geschikt voor binnen,Metaal (gepoedercoat),1 jaar,Ferm Living,Hanglampen,"Ferm Living hanglampen, Ferm Living lampen",Denemarken,,,,,,300,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Meegeleverd,1 x E27 max. 60W,E27 (grote fitting),,,,,,,
51478,https://www.flinders.nl/tom-dixon-melt-hanglamp-1,Melt hanglamp,883,pendant_lights,flinders,,(b) 50.00 x (d) 50.00 x (h) 50.00 cm,,,Alleen geschikt voor binnen,PC (kunststof),1 jaar,Tom Dixon,Hanglampen,"Tom Dixon Lampen, Tom Dixon Hanglampen",Verenigd Koninkrijk,Tom Dixon Melt,,,,,250,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Meegeleverd,1 x E27 max 28W,E27 (grote fitting),,,,,,,
23284,https://www.flinders.nl/petite-friture-vertigo-hanglamp-200cm,Vertigo hanglamp 200cm,885,pendant_lights,flinders,,(h) 17.00 x (Ø) 200.00 cm,,,Alleen geschikt voor binnen,"Glasvezel, PU (kunststof)",1 jaar,Petite Friture,Hanglampen,"Petite Friture hanglampen, Petite Friture lampen",Frankrijk,,,Constance Guisset,,,300,,Alle richtingen,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Meegeleverd,1 x E27 max 75W,E27 (grote fitting),,,,,,,
14256,https://www.flinders.nl/moooi-heracleum-ii-small-hanglamp,Heracleum II small hanglamp LED,"2.146,54",pendant_lights,flinders,,,,,Alleen geschikt voor binnen,"Metaal, PC (kunststof)",2 jaar,Moooi,Hanglampen,"Moooi hanglampen, Moooi Verlichting, Moooi Lampen",Nederland,Moooi Heracleum,,Bertjan Pot,,Trailing edge,,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,"Ja, zie bijlage",Meegeleverd,Meegeleverd,"45 x LED, 10W, 230V",LED (geïntegreerd),,,,B,,,
22871,https://www.flinders.nl/secto-design-victo-4250-hanglamp,Victo 4250 hanglamp,770,pendant_lights,flinders,,(h) 48 x (Ø) 56 cm,,,Alleen geschikt voor binnen,Berken (hout),1 jaar,Secto Design,Hanglampen,Secto Design hanglampen,Finland,,,,,DALI,150,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,Nee,Meegeleverd,Meegeleverd,1 x LED E27 11W,E27 (grote fitting),,,,,,,
30265,https://www.flinders.nl/frandsen-cool-chandelier-hanglamp,Cool Chandelier hanglamp,174,pendant_lights,flinders,,(Ø) 25 cm,,,Alleen geschikt voor binnen,Metaal,1 jaar,Frandsen,Hanglampen,Frandsen hanglampen,Denemarken,Frandsen Cool,,,,,300,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,,3 x E27 max 60W,E27 (grote fitting),,,,,,,
36791,https://www.flinders.nl/moooi-random-light-hanglamp-small,Random Light hanglamp small,"548,13",pendant_lights,flinders,,(h) 50.00 x (Ø) 50.00 cm,,,Alleen geschikt voor binnen,Epoxy en glasvezel,2 jaar,Moooi,Hanglampen,"Moooi hanglampen, Moooi Verlichting, Moooi Lampen",Nederland,Moooi Random Light,,Bertjan Pot,,,400,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,"Ja, zie bijlage",Niet meegeleverd,Meegeleverd,1 x E27 van max 60W,E27 (grote fitting),De snoerlengte van de Random Light hanglamp is 4 meter,,,,,,
38035,https://www.flinders.nl/frandsen-ball-track-hanglamp,Ball Track hanglamp,227,pendant_lights,flinders,,(l) 100 cm,,,Alleen geschikt voor binnen,Metaal,1 jaar,Frandsen,Hanglampen,Frandsen hanglampen,Denemarken,Frandsen Ball,,,,,150,IP20 (Geen bescherming tegen water),Naar beneden,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Meegeleverd,3 x E27 max 40W,E27 (grote fitting),,,,,,,
17920,https://www.flinders.nl/flos-aim-hanglamp-led,Aim hanglamp LED,"585,64",pendant_lights,flinders,,(h) 21.10 x (Ø) 24.30 cm,,,Alleen geschikt voor binnen,"ABS (kunststof), Aluminium (metaal), PC (kunststof)",1 jaar,Flos,Hanglampen,"Flos hanglampen, Flos buitenlampen",Italië,Flos Aim,,Ronan & Erwan Bouroullec,,Leading edge,900,IP20 (Geen bescherming tegen water),Naar beneden,Dimmer,"Ja, zie bijlage",Meegeleverd,Niet meegeleverd,1 x MULTICHIP LED 2700K 1250lm CRI 90 - 16W,LED (geïntegreerd),De LED-modules in de lamp kunnen niet worden vervangen.,LED,,,,,
34591,https://www.flinders.nl/muu-ambit-hanglamp-small,Ambit hanglamp small,169,pendant_lights,flinders,,(h) 15.00 x (Ø) 25.00 cm,,,Alleen geschikt voor binnen,Aluminium (metaal),2 jaar,Muuto,Hanglampen,"Muuto Lampen, Muuto hanglampen",Denemarken,Muuto Ambit,,TAF Architects,,,400,IP20 (Geen bescherming tegen water),Naar beneden,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,,"1 x E14 max 60W, of
1 x E14 max 11W LED lamp.",E14 (kleine fitting),,,,,,,
47009,https://www.flinders.nl/muuto-ambit-raillamp,Ambit Rail hanglamp,695,pendant_lights,flinders,,(b) 126.00 x (d) 20.00 x (h) 20.00 cm,,,Alleen geschikt voor binnen,"Aluminium (metaal), Rubber, Staal",2 jaar,Muuto,Hanglampen,"Muuto Lampen, Muuto hanglampen",Denemarken,Muuto Ambit,,TAF Architects,,,400,IP20 (Geen bescherming tegen water),Naar beneden,Via lichtpunt,"Ja, via wanddimmer",Niet meegeleverd,Meegeleverd,3 x E14 max.60W,E14 (kleine fitting),,,,,,,
36799,https://www.flinders.nl/foscarini-caboche-hanglamp-medium,Caboche hanglamp medium,"1.051,49",pendant_lights,flinders,,(h) 20.00 x (Ø) 50.00 cm,,,Alleen geschikt voor binnen,"Glas (geblazen), Plastic",2 jaar,Foscarini,Hanglampen,"Foscarini hanglampen, Foscarini buitenlampen",Italië,Foscarini Caboche,,"Eliana Gerotto,  Patricia Urquiola",,,170,IP20 (Geen bescherming tegen water),Alle richtingen,Via lichtpunt,"Ja, afhankelijk van lichtbron",Niet meegeleverd,Meegeleverd,1 x R7s max 160W 118mm,R7s,,,,,,,
