product_id,detail_url,title,price,category,competitor,product_type,Ladehoogte (binnenkant),Lengte,Breedte,Hoogte,Ladebreedte (binnenkant),Ladediepte (binnenkant),Verhoogd hoofdeinde,Matraslengte,Matrasbreedte,description,Verhoogd voeteneinde,Vrije hoogte onder meubel,"Hoogte, 2 bedden",Diepte,Zitdiepte,Zithoogte,Hoogte armleuning,Hoogte inclusief rugkussens,Breedte armleuning,Zitbreedte,Hoogte rugleuning,Aantal zitplaatsen,Max. hoogte,Min. zithoogte,Max. zithoogte,Diameter,Hoogte lampenkap,Snoerlengte,Diameter lampenkap,Vermogen,Dikte,Aantal per verpakking,Diameter voet,Breedte lampenkap,Bedbreedte,Bedlengte,Lengte uitgeklapt,Breedte uitgeklapt,Min. diepte,Max. diepte,Diepe chaise longue,"Zitdiepte, chaise longue",Matrasdikte,Bedhoogte,Breedte rechts,Breedte links,Max. zitdiepte,Min. zitdiepte,Oppervlak,Min. poolhoogte,Min. oppervlakte,Min. lengte,Zitbreedte rechts,Zitbreedte links,Min. breedte,Max. breedte,"Zitbreedte, chaise longue",Min. hoogte,Lengte ketting,Diameter wandbevestiging,Verzinkingsdiameter,Max. diameter,Totale hoogte,Max. belasting/fauteuilonderstel,Max. belasting,Max. lengte,Inhoud
S99131281,https://www.ikea.com/nl/nl/catalog/products/S99131281/,MALM,329,Double_beds,ikea,"Bedframe, hoog met 4 bedlades, bruin gelazuurd essenfineer, Luröy",15 cm,209 cm,176 cm,38 cm,97 cm,59 cm,100 cm,200 cm,160 cm,Een stijlvolle vorm met echt houtfineer - zet het bed vrijstaand neer of met het hoofdeinde tegen een muur. Je krijgt er bovendien ruime lades bij die zacht en licht op wieltjes lopen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S59194421,https://www.ikea.com/nl/nl/catalog/products/S59194421/,HEMNES,459,Double_beds,ikea,"Bedframe met 4 bedlades, zwartbruin, Leirsund",,211 cm,154 cm,,,,120 cm,200 cm,140 cm,"Praktische opbergruimte voor extra kussen, dekbed of sprei. Massief hout; een slijtvast en warm natuurmateriaal.",66 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S59006806,https://www.ikea.com/nl/nl/catalog/products/S59006806/,BRIMNES,169,Double_beds,ikea,"Bedframe met opberglades, zwart € 179.- / st.",20 cm,206 cm,166 cm,47 cm,94 cm,54 cm,,200 cm,160 cm,"Wie kleinbehuisd is, moet slim zijn. Dat is vermoedelijk de reden dat je nieuwsgierig bent naar dit bedframe met z'n 4 ruime lades. In de BRIMNES serie zitten meerdere helden die je helpen plaats te besparen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90301348,https://www.ikea.com/nl/nl/catalog/products/90301348/,HERDLA,299,Double_beds,ikea,"Bedframe met opbergruimte, zwartbruin",,220 cm,152 cm,85.3 cm,,,,200 cm,140 cm,De lattenbodem kan worden opgetild en de ruimte eronder kan worden gebruikt als opbergruimte.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S79931136,https://www.ikea.com/nl/nl/catalog/products/S79931136/,TRYSIL,99.95,Double_beds,ikea,"Bedframe, wit, lichtgrijs",,218 cm,145 cm,,,,98 cm,200 cm,140 cm,Bedtijd is leestijd - en met het gekantelde hoofdeinde kan je comfortabel zitten. Een perfecte manier om te ontspannen voor het tijd is om het licht uit te doen. Prima te combineren met andere meubels uit de serie TRYSIL.,40 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S49019705,https://www.ikea.com/nl/nl/catalog/products/S49019705/,ASKVOLL,119,Double_beds,ikea,"Bedframe, wit",,208 cm,167 cm,,,,77 cm,200 cm,160 cm,"Laat de zuivere, eenvoudige vorm voor zich spreken of laat het bed de achtergrond vormen voor je lievelingstextiel of andere meubels. Door het lage hoofdeinde perfect onder een raam of een schuin dak.",43 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S39157033,https://www.ikea.com/nl/nl/catalog/products/S39157033/,MALM,179,Double_beds,ikea,"Bedonderstel, hoog, bruin gelazuurd essenfineer",,209 cm,176 cm,,,,100 cm,200 cm,160 cm,"Een stijlvolle vorm met echt houtfineer - zet het bed vrijstaand neer of met het hoofdeinde tegen een muur. En als je extra beddengoed wilt kunnen opbergen, kan je het geheel completeren met de MALM bedlades op wielen.",38 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S59929337,https://www.ikea.com/nl/nl/catalog/products/S59929337/,HEMNES,229,Double_beds,ikea,"Bedframe, zwartbruin",,211 cm,174 cm,,,,120 cm,200 cm,160 cm,Schoonheid die blijft - gemaakt van massief hout van verantwoorde bosbouw. Een slijtvast en vernieuwbaar materiaal dat zijn authentieke karakter jaar na jaar behoudt. Kan worden gecombineerd met andere meubels uit de serie HEMNES.,66 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S39241225,https://www.ikea.com/nl/nl/catalog/products/S39241225/,SONGESAND,119,Double_beds,ikea,"Bedframe, wit",,207 cm,153 cm,,,,95 cm,200 cm,140 cm,Een stevig bedframe met zachte profielranden en hoge poten. Een klassieke vorm die jarenlang mooi blijft. Als je het frame completeert met de SONGESAND bedlades krijg je bovendien plaats voor extra beddengoed - op hetzelfde oppervlak.,41 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S39277304,https://www.ikea.com/nl/nl/catalog/products/S39277304/,LEIRVIK,199,Double_beds,ikea,"Bedframe, wit, Lönset",,209 cm,168 cm,,,,146 cm,200 cm,160 cm,"Als je een romanticus bent, zul je deze decoratieve vormen van wit metaal maar moeilijk kunnen weerstaan. Maak het bed op met mooi textiel en kussens, en slaap lekker!",98 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S89019992,https://www.ikea.com/nl/nl/catalog/products/S89019992/,TARVA,199.95,Double_beds,ikea,"Bedframe, grenen, Leirsund",,209 cm,148 cm,,,,92 cm,200 cm,140 cm,Het TARVA bedframe is een modern voorbeeld van de Scandinavische meubeltraditie - een eenvoudige vorm en onbehandeld massief hout. Een tijdloze uitstraling die goed bij verschillende stijlen en meubels past.,32 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40349847,https://www.ikea.com/nl/nl/catalog/products/40349847/,NORDLI,299,Double_beds,ikea,"Bedframe met opberglades, wit",16 cm,202 cm,140 cm,30 cm,58 cm,51 cm,,200 cm,140 cm,Het NORDLI bedframe is meer dan een comfortabel bed. Het is ook een opbergmeubel met 6 ruime lades. Een praktische oplossing voor alles van kleren tot extra dekbedden en mooie dromen - die weinig ruimte inneemt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S19157656,https://www.ikea.com/nl/nl/catalog/products/S19157656/,KOPARDAL,99.95,Double_beds,ikea,"Bedframe, grijs",,211 cm,152 cm,104 cm,,,,200 cm,140 cm,"Je hoeft niet alle antiekwinkels af om een klassiek metalen bedframe te vinden. Deze eenvoudige, tijdloze vorm kan eenvoudig worden gecombineerd met veel verschillende meubels en stijlen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S99157983,https://www.ikea.com/nl/nl/catalog/products/S99157983/,NESTTUN,99.95,Double_beds,ikea,"Bedframe, wit",,207 cm,146 cm,95 cm,,,,200 cm,140 cm,"De slijtvaste metalen constructie in combinatie met het hoofdeinde met netpatroon zorgt voor een lichte, luchtige uitstraling. Een eenvoudige vorm die je met veel verschillende stijlen en meubels kan combineren.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S59057730,https://www.ikea.com/nl/nl/catalog/products/S59057730/,TYSSEDAL,279,Double_beds,ikea,"Bedframe, wit",,210 cm,168 cm,,,,140 cm,200 cm,160 cm,"Licht, niet te volumineus bedframe met zachte vormen en een ambachtelijke uitstraling in elk detail - kwaliteit en een stijl die jarenlang meegaan. De TYSSEDAL serie bevat bovendien meer slaapkamermeubels met dezelfde Scandinavische uitstraling.",44 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S79129986,https://www.ikea.com/nl/nl/catalog/products/S79129986/,GJÖRA,319,Double_beds,ikea,"Bedframe, berken, Leirsund",,211 cm,154 cm,,,,175 cm,200 cm,140 cm,Dit bed wordt wat je ervan maakt. Gebruik het lagere gedeelte als hoofdeinde of andersom. Hang kleding of stoffen op om een scheidingswand te maken - of zet het bed gewoon helemaal alleen midden in de kamer.,97 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S49130477,https://www.ikea.com/nl/nl/catalog/products/S49130477/,MALM,239,Double_beds,ikea,"Bedframe, hoog, met 2 bedlades, wit gelazuurd eikenfineer",15 cm,209 cm,176 cm,,97 cm,59 cm,100 cm,200 cm,160 cm,Een stijlvolle vorm met echt houtfineer - zet het bed vrijstaand neer of met het hoofdeinde tegen een muur. Je krijgt er bovendien ruime lades bij die zacht en licht op wieltjes lopen.,38 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S89157455,https://www.ikea.com/nl/nl/catalog/products/S89157455/,BRIMNES,289,Double_beds,ikea,"Bedframe met opberger en bedeinde, wit, Luröy € 309.- / st.",,234 cm,166 cm,111 cm,,,,200 cm,160 cm,"Wie kleinbehuisd is, moet slim zijn. Dat is vermoedelijk de reden dat je nieuwsgierig bent naar dit bedframe met z'n 4 ruime lades. In de BRIMNES serie zitten meerdere helden die je helpen plaats te besparen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S19280703,https://www.ikea.com/nl/nl/catalog/products/S19280703/,ASKVOLL,189.95,Double_beds,ikea,"Bedframe m hoofdeinde&opberger, wit",,233 cm,147 cm,,,,77 cm,200 cm,140 cm,De zijkanten van dit bed zijn verstelbaar en dat maakt het mogelijk om matrassen van verschillende diktes te gebruiken.,43 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90372779,https://www.ikea.com/nl/nl/catalog/products/90372779/,NORDLI,299,Double_beds,ikea,"Bedframe met opberglades, antraciet",16 cm,202 cm,140 cm,30 cm,58 cm,51 cm,,200 cm,140 cm,Het NORDLI bedframe is meer dan een comfortabel bed. Het is ook een opbergmeubel met 6 ruime lades. Een praktische oplossing voor alles van kleren tot extra dekbedden en mooie dromen - die weinig ruimte inneemt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S39248608,https://www.ikea.com/nl/nl/catalog/products/S39248608/,NEIDEN,59.95,Double_beds,ikea,"Bedframe, berken grenen, Luröy",,205 cm,144 cm,,,,65 cm,200 cm,140 cm,"Het onbehandelde oppervlak van massief hout is mooi zoals het is, maar als je het persoonlijker wilt maken, kan je het behandelen met lazuur, verf of was. Het bedframe is bovendien zo hoog dat eronder plaats is voor bedlades.",30 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70395239,https://www.ikea.com/nl/nl/catalog/products/70395239/,NEIDEN,39.95,Double_beds,ikea,"Bedframe, grenen",,205 cm,144 cm,,,,65 cm,200 cm,140 cm,"Het onbehandelde oppervlak van massief hout is mooi zoals het is, maar als je het persoonlijker wilt maken, kan je het behandelen met lazuur, verf of was. Het bedframe is bovendien zo hoog dat eronder plaats is voor bedlades.",30 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S29241240,https://www.ikea.com/nl/nl/catalog/products/S29241240/,SONGESAND,289,Double_beds,ikea,"Bedframe met 2 bedlades, wit, Leirsund",14 cm,,153 cm,207 cm,56 cm,64 cm,95 cm,200 cm,140 cm,"Een stevig bedframe met zachte profielranden en hoge poten. Een klassieke vorm die jarenlang mooi blijft. Onder het bed zitten bovendien ruime uittrekbare lades voor het opbergen van dekbedden, kussens of kleren.",41 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S09241335,https://www.ikea.com/nl/nl/catalog/products/S09241335/,SONGESAND,339,Double_beds,ikea,"Bedframe met 4 bedlades, wit, Leirsund",14 cm,207 cm,153 cm,,56 cm,64 cm,95 cm,200 cm,140 cm,"Een stevig bedframe met zachte profielranden en hoge poten. Een klassieke vorm die jarenlang mooi blijft. Onder het bed zitten bovendien ruime uittrekbare lades voor het opbergen van dekbedden, kussens of kleren.",41 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00360484,https://www.ikea.com/nl/nl/catalog/products/00360484/,UTÅKER,139/2 st.Prijs per set,Double_beds,ikea,"Stapelbaar bed, grenen",,205 cm,83 cm,23 cm,,,,,80 cm,Als je vaak verhuist weet je dat het praktisch is als je niet teveel meubels hebt. Dan is het UTÅKER bed ideaal - het doet overdag dienst als bank (en is veel makkelijker de trap op te sjouwen).,,,46 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S39227837,https://www.ikea.com/nl/nl/catalog/products/S39227837/,UTÅKER,248.90/2 st.Prijs per set,Double_beds,ikea,"Stapelbaar bed met 2 matrassen, grenen, Moshult stevig",,205 cm,83 cm,23 cm,,,,,80 cm,Als je vaak verhuist weet je dat het praktisch is als je niet teveel meubels hebt. Dan is het UTÅKER bed ideaal - het doet overdag dienst als bank (en is veel makkelijker de trap op te sjouwen).,,,46 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S79247598,https://www.ikea.com/nl/nl/catalog/products/S79247598/,BJÖRKSNÄS,419,Double_beds,ikea,"Bedframe, berken, Leirsund",,214 cm,160 cm,42 cm,,,109 cm,,140 cm,"De BJÖRKSNÄS collectie heeft zijn wortels in de Scandinavische handwerktraditie. Klassiek en vrijstaand, van slijtvaste materialen met fraaie details en met dusdanige afmetingen dat ze in veel ruimtes tot hun recht komen.",55 cm,25 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S39241409,https://www.ikea.com/nl/nl/catalog/products/S39241409/,NORDLI,479,Double_beds,ikea,"Bedframe met opberger en hoofdeinde, antraciet",16 cm,202 cm,240 cm,30 cm,58 cm,51 cm,114 cm,200 cm,160 cm,"In de bedbakken is voldoende plaats voor kleren, extra dekbedden en mooie dromen - en op het hoofdeinde kan je de plank en bak zo plaatsen dat je je lievelingsboek gemakkelijk kan pakken. Een perfecte combinatie!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S69210468,https://www.ikea.com/nl/nl/catalog/products/S69210468/,ESPEVÄR,658,Double_beds,ikea,"Boxspring, Hövåg middelhard, Tussöy donkergrijs",,200 cm,160 cm,20 cm,,,,,,"In en uit bed komen wordt makkelijker met een matrasbodem, omdat die het bed hoger maakt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S09130498,https://www.ikea.com/nl/nl/catalog/products/S09130498/,DUNVIK,799,Double_beds,ikea,"Boxspring, Hövåg stevig, Tuddal donkergrijs",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S09186763,https://www.ikea.com/nl/nl/catalog/products/S09186763/,KONGSFJORD,1.299,Double_beds,ikea,"Boxspring, Hyllestad stevig, Tussöy donkergrijs",,217 cm,160 cm,135 cm,,,,200 cm,160 cm,Van top tot teen met fluweel bekleed. Van het doorgestikte hoofdeinde met de met stof beklede knopen tot de volgzame binnenveringsmatras die elke spier doet ontspannen. Puur genieten voor lichaam en geest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S29210385,https://www.ikea.com/nl/nl/catalog/products/S29210385/,ESPEVÄR,808,Double_beds,ikea,"Boxspring, Hyllestad stevig, Tustna wit",,200 cm,160 cm,20 cm,,,,,,"In en uit bed komen wordt makkelijker met een matrasbodem, omdat die het bed hoger maakt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S19122501,https://www.ikea.com/nl/nl/catalog/products/S19122501/,MJÖLVIK,1.049,Double_beds,ikea,"Boxspring, Hyllestad stevig, Tussöy lichtgrijs",,221 cm,160 cm,117 cm,,,,200 cm,160 cm,Zit je graag achterovergeleund in bed met een kop thee erbij een goed boek te lezen? Dan vind je het ongetwijfeld prettig dat het hoofdeinde een zachte vulling heeft en dat de overtrek eenvoudig afneembaar is voor de was.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S89228194,https://www.ikea.com/nl/nl/catalog/products/S89228194/,HOMMELVIK,1.999,Double_beds,ikea,"Boxspring, Hidrasund middelhard, Tistedal naturel",,213 cm,180 cm,140 cm,,,,200 cm,180 cm,"Natuurlijk slapen en wakker worden met een lach. Het bed bestaat uit slijtvaste, natuurlijke materialen die een volgzame ondersteuning bieden en vocht afvoeren. Op die manier krijg je een aangenaam slaapmilieu met een gelijkmatige temperatuur.",,,,213 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S59243780,https://www.ikea.com/nl/nl/catalog/products/S59243780/,DUNVIK,999,Double_beds,ikea,"Boxspring, Hövåg middelhard, Tustna blauw",,210 cm,180 cm,120 cm,,,,200 cm,180 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S99248511,https://www.ikea.com/nl/nl/catalog/products/S99248511/,DUNVIK,829,Double_beds,ikea,"Boxspring, Hövåg middelhard, Tustna donkerbeige",,210 cm,140 cm,120 cm,,,,200 cm,140 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S39122500,https://www.ikea.com/nl/nl/catalog/products/S39122500/,MJÖLVIK,1.049,Double_beds,ikea,"Boxspring, Hyllestad stevig, Tussöy beige",,221 cm,160 cm,117 cm,,,,200 cm,160 cm,Zit je graag achterovergeleund in bed met een kop thee erbij een goed boek te lezen? Dan vind je het ongetwijfeld prettig dat het hoofdeinde een zachte vulling heeft en dat de overtrek eenvoudig afneembaar is voor de was.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S79249168,https://www.ikea.com/nl/nl/catalog/products/S79249168/,DUNVIK,929,Double_beds,ikea,"Boxspring, Hyllestad middelhard, Tustna lichtgrijs",,210 cm,140 cm,120 cm,,,,200 cm,140 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S29239459,https://www.ikea.com/nl/nl/catalog/products/S29239459/,SÄBÖVIK,299,Double_beds,ikea,"Boxspring, grijs, stevig",,204 cm,140 cm,90 cm,,,,200 cm,140 cm,"De matras van dit complete bed heeft bonnellveren die het lichaam stevig ondersteunen, waardoor je de hele nacht lekker slaapt. Alle onderdelen zitten in twee platte pakketten en een rol. Praktisch, niet waar?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S49211280,https://www.ikea.com/nl/nl/catalog/products/S49211280/,LAUVIK,469,Double_beds,ikea,"Boxspring, Hafslo middelhard, donkergrijs",,210 cm,140 cm,120 cm,,,,200 cm,140 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S49229044,https://www.ikea.com/nl/nl/catalog/products/S49229044/,ESPEVÄR,1.218,Double_beds,ikea,"Boxspring, Hidrasund stevig, Tistedal naturel",,,,70 cm,,,,200 cm,140 cm,"In en uit bed komen wordt makkelijker met een matrasbodem, omdat die het bed hoger maakt.",,,,200 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S09156723,https://www.ikea.com/nl/nl/catalog/products/S09156723/,LAUVIK,469,Double_beds,ikea,"Boxspring, Hafslo middelhard, middelhard beige",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S89250750,https://www.ikea.com/nl/nl/catalog/products/S89250750/,LAUVIK,519,Double_beds,ikea,"Boxspring, Hafslo middelhard, beige",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S19287530,https://www.ikea.com/nl/nl/catalog/products/S19287530/,DELAKTIG,299,Double_beds,ikea,"Bedframe, aluminium",,204 cm,164 cm,29 cm,,,,200 cm,160 cm,"Met het DELAKTIG bedframe als basis kan je je eigen droombed samenstellen. In dezelfde serie zitten namelijk hoofdeinden, bedtafeltjes en staande lampen die je kan toevoegen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S29288100,https://www.ikea.com/nl/nl/catalog/products/S29288100/,DELAKTIG,417,Double_beds,ikea,"Bedframe met 2 tafeltjes, aluminium, zwart",,204 cm,204 cm,29 cm,,,,200 cm,160 cm,"Op dit bedframe zitten 2 bedtafeltjes. Handig, omdat je daarmee je boek en leesbril binnen handbereik hebt, en praktisch als het tijd is om schoon te maken. Bovendien te completeren met een hoofdeinde of twee, zo je wilt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S69287537,https://www.ikea.com/nl/nl/catalog/products/S69287537/,DELAKTIG,449,Double_beds,ikea,"Bedframe met hoofdeinde, aluminium, zwart",,205 cm,164 cm,99 cm,,,,200 cm,160 cm,Het robuuste aluminium frame in combinatie met het zwarte hoofdeinde geeft je slaapkamer een stijlvolle en elegante uitstraling.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S99287550,https://www.ikea.com/nl/nl/catalog/products/S99287550/,DELAKTIG,479,Double_beds,ikea,"Bedframe met hoofdeinde, aluminium, rotan",,205 cm,164 cm,99 cm,,,,200 cm,160 cm,De natuurvezels in het hoofdeinde en de afgeronde hoeken van het aluminium frame zorgen dat de industriële uitstraling zachter en warmer aanvoelt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S39288128,https://www.ikea.com/nl/nl/catalog/products/S39288128/,DELAKTIG,567,Double_beds,ikea,"Bedframe/hoofdeinde/2 tafeltjes, aluminium, zwart",,205 cm,204 cm,99 cm,,,,200 cm,160 cm,Met dit bedframe heb je altijd je boek en je bril bij de hand. Bovendien is het makkelijker schoon te maken omdat de bedtafeltjes aan het bedframe vastzitten.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S79288188,https://www.ikea.com/nl/nl/catalog/products/S79288188/,DELAKTIG,597,Double_beds,ikea,"Bedframe/hoofdeinde/2 tafeltjes, aluminium, rotan",,205 cm,204 cm,99 cm,,,,200 cm,160 cm,Met dit bedframe heb je altijd je boek en je bril bij de hand. Bovendien is het makkelijker schoon te maken omdat de bedtafeltjes aan het bedframe vastzitten.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S59250756,https://www.ikea.com/nl/nl/catalog/products/S59250756/,LAUVIK,648,Double_beds,ikea,"Boxspring, Hamarvik stevig, Tuddal donkerbeige",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S19254209,https://www.ikea.com/nl/nl/catalog/products/S19254209/,SAGSTUA,119,Double_beds,ikea,"Bedframe, wit",,208 cm,148 cm,140 cm,,,140 cm,200 cm,140 cm,Klassiek bedframe een messing twist. Het gebogen hoofdeinde en de messingkleurige details verzachten het robuuste metaal. Bekleed met je favoriete laken wordt het een blikvanger en een persoonlijk toevluchtsoord.,74 cm,25 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S09240227,https://www.ikea.com/nl/nl/catalog/products/S09240227/,LAUVIK,538,Double_beds,ikea,"Boxspring, Hafslo middelhard, Talgje beige",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S09250749,https://www.ikea.com/nl/nl/catalog/products/S09250749/,LAUVIK,588,Double_beds,ikea,"Boxspring, Hafslo middelhard, Talgje beige",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
