product_id,detail_url,title,price,category,competitor,product_type,Ladehoogte (binnenkant),Lengte,Breedte,Hoogte,Ladebreedte (binnenkant),Ladediepte (binnenkant),Verhoogd hoofdeinde,Matraslengte,Matrasbreedte,description,Verhoogd voeteneinde,Vrije hoogte onder meubel,"Hoogte, 2 bedden",Diepte,Zitdiepte,Zithoogte,Hoogte armleuning,Hoogte inclusief rugkussens,Breedte armleuning,Zitbreedte,Hoogte rugleuning,Aantal zitplaatsen,Max. hoogte,Min. zithoogte,Max. zithoogte,Diameter,Hoogte lampenkap,Snoerlengte,Diameter lampenkap,Vermogen,Dikte,Aantal per verpakking,Diameter voet,Breedte lampenkap,Bedbreedte,Bedlengte,Lengte uitgeklapt,Breedte uitgeklapt,Min. diepte,Max. diepte,Diepe chaise longue,"Zitdiepte, chaise longue",Matrasdikte,Bedhoogte,Breedte rechts,Breedte links,Max. zitdiepte,Min. zitdiepte,Oppervlak,Min. poolhoogte,Min. oppervlakte,Min. lengte,Zitbreedte rechts,Zitbreedte links,Min. breedte,Max. breedte,"Zitbreedte, chaise longue",Min. hoogte,Lengte ketting,Diameter wandbevestiging,Verzinkingsdiameter,Max. diameter,Totale hoogte,Max. belasting/fauteuilonderstel,Max. belasting,Max. lengte,Inhoud
S69210430,https://www.ikea.com/nl/nl/catalog/products/S69210430/,ESPEVÄR,837,Double_beds,ikea,"Boxspring, Hyllestad middelhard, Tustna wit",,200 cm,160 cm,20 cm,,,,,,"In en uit bed komen wordt makkelijker met een matrasbodem, omdat die het bed hoger maakt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S09210490,https://www.ikea.com/nl/nl/catalog/products/S09210490/,ESPEVÄR,687,Double_beds,ikea,"Boxspring, Hövåg middelhard, Tussöy donkergrijs",,200 cm,160 cm,20 cm,,,,,,"In en uit bed komen wordt makkelijker met een matrasbodem, omdat die het bed hoger maakt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S29250753,https://www.ikea.com/nl/nl/catalog/products/S29250753/,LAUVIK,549,Double_beds,ikea,"Boxspring, Hamarvik stevig, donkerbeige",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S59164909,https://www.ikea.com/nl/nl/catalog/products/S59164909/,EKTORP,299,2_seat_sofas,ikea,"2-zitsbank, Nordvalla donkergrijs",,,179 cm,88 cm,,,,,,"De geliefde zitbankserie EKTORP heeft een tijdloze vormgeving en heerlijk dikke, comfortabele kussens. De hoezen zijn eenvoudig te verwisselen, dus koop er een of twee extra, zodat je kan afwisselen naar gelang je humeur of het seizoen.",,,,88 cm,49 cm,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S79304145,https://www.ikea.com/nl/nl/catalog/products/S79304145/,SÖRVALLEN,749,2_seat_sofas,ikea,"2-zitsbank, Lejde grijs/zwart",,,203 cm,88 cm,,,,,,Keuze uit diverse vormen en afmetingen; er is altijd een zitbank die bij je past.,,,,102 cm,60 cm,45 cm,58 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S19256053,https://www.ikea.com/nl/nl/catalog/products/S19256053/,GRÖNLID,459,2_seat_sofas,ikea,"2-zitsbank, Ljungen middengrijs",,,177 cm,,,,,,,"Nestel je, voel je warm omhelsd en geniet van gezellige avonden en luie dagen. Deze zitbank is extra diep, heeft zachte, verplaatsbare rugkussens en is verkrijgbaar in verschillende afmetingen en vormen - alles voor jouw comfort.",,7 cm,,98 cm,60 cm,49 cm,68 cm,104 cm,18 cm,141 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S79010614,https://www.ikea.com/nl/nl/catalog/products/S79010614/,KLIPPAN,179,2_seat_sofas,ikea,"2-zitsbank, Vissle grijs",,,180 cm,66 cm,,,,,,"De KLIPPAN zitbank werd gelanceerd in de jaren 1980 en is nog steeds een favoriet. Hij is comfortabel, komt bijna overal tot zijn recht en je hebt keus uit veel verschillende bekledingen. Een moderne en tijdloze klassieker.",,11 cm,,88 cm,54 cm,43 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S39205265,https://www.ikea.com/nl/nl/catalog/products/S39205265/,VIMLE,399,2_seat_sofas,ikea,"2-zitsbank, Gunnared donkergroen",,,171 cm,,,,,,,"Deze zitbank kan zo worden gevormd als je wilt, rekening houdend met de plaats die je ervoor hebt. Kies het aantal zitplaatsen de vorm en de functie. Bij gezinsuitbreiding of een groter huis kan je de bank ook uitbreiden en mee laten groeien.",,4 cm,,98 cm,55 cm,45 cm,65 cm,80 cm,15 cm,141 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S59184021,https://www.ikea.com/nl/nl/catalog/products/S59184021/,KIVIK,329,2_seat_sofas,ikea,"2-zitsbank, Borred grijsgroen",,,190 cm,83 cm,,,,,,"Kruip lekker weg op de comfortabele KIVIK bank. De royale afmetingen, de lage armleuningen en het memoryfoam dat zich naar het lichaam vormt, maken dat je urenlang op de bank wilt hangen, ontspannen en wegdutten.",,,,95 cm,60 cm,45 cm,,,,140 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S19124864,https://www.ikea.com/nl/nl/catalog/products/S19124864/,NORSBORG,349,2_seat_sofas,ikea,"2-zitsbank, Finnsta wit wit/berken",,,153 cm,85 cm,,,,,,"Combineer de grootte en de vorm met de beschikbare ruimte, en geef ieder gezinslid een eigen lievelingsplek. Praktische vakken aan de zijkant zorgen ervoor dat afstandsbedieningen niet onder kussens en dekens verdwijnen.",,18 cm,,88 cm,60 cm,43 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S29129272,https://www.ikea.com/nl/nl/catalog/products/S29129272/,NOCKEBY,549,2_seat_sofas,ikea,"2-zitsbank, Tallmyra wit/zwart, verchroomd",,,203 cm,82 cm,,,,,,"Bereid je er maar vast op voor - je vrienden blijven misschien langer dan gepland. Dikke kussens met pocketveren, een laag memoryfoam en hoge armleuningen maken de NOCKEBY bank verleidelijk comfortabel.",,15 cm,,97 cm,60 cm,44 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80424651,https://www.ikea.com/nl/nl/catalog/products/80424651/,KNOPPARP,79.95,2_seat_sofas,ikea,"2-zitsbank, Knisa helderblauw",,,119 cm,69 cm,,,,,,"KNOPPARP is een kleine zitbank met een groot hart, die overal past waar je weinig plaats hebt. Slim geconstrueerd met minder materiaal - goed voor de planeet, maar toch stabiel en comfortabel met doorgestikte bekleding.",,21 cm,,76 cm,54 cm,39 cm,69 cm,,,108 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S19192626,https://www.ikea.com/nl/nl/catalog/products/S19192626/,FÄRLÖV,749,2_seat_sofas,ikea,"2-zitsbank, Djuparp donkergrijs",,,178 cm,,,,,,,Als gemaakt voor een gezellig filmavondje en tegelijkertijd een blikvanger in de kamer. We hebben geprobeerd overal aan te denken. Van het lekker grote zitkussen en de afgeronde armleuningen tot de zachte hoezen.,,15 cm,,106 cm,64 cm,48 cm,61 cm,88 cm,,151 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S09033732,https://www.ikea.com/nl/nl/catalog/products/S09033732/,STOCKSUND,499,2_seat_sofas,ikea,"2-zitsbank, Nolhaga grijsbeige, lichtbruin/hout",,,154 cm,,,,,,,"Een echte blikvanger met op maat gemaakte overtrekken met verschillende structuren, genaaid met plooien en afgebiesd. De gedraaide houten poten zijn een fraai detail. Onweerstaanbaar comfortabel met dikke, zachte kussens met pocketveren.",,13 cm,,97 cm,58 cm,46 cm,,84 cm,,122 cm,73 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00346596,https://www.ikea.com/nl/nl/catalog/products/00346596/,YPPERLIG,299,2_seat_sofas,ikea,"2-zitsbank, Orrsta zwartblauw",,,186 cm,84 cm,,,,,,Door de wat bredere zithoek voelt de zitbank dieper aan en zit je comfortabeler.,,8 cm,,84 cm,50 cm,42 cm,,,,154 cm,,2 st. cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S29289492,https://www.ikea.com/nl/nl/catalog/products/S29289492/,DELAKTIG,649,2_seat_sofas,ikea,"2-zitsbank, Gunnared middengrijs",,,149 cm,45 cm,,,,,,"Als je een modern huis hebt, betekent dat niet dat je niet voor die typische bankencombinatie kan gaan. Er is keuze meerdere uitvoeringen en je kan de rugleuning ook zo monteren dat de zitbank van beide kanten te gebruiken is.",,20 cm,,84 cm,80 cm,45 cm,,79 cm,,145 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S19289497,https://www.ikea.com/nl/nl/catalog/products/S19289497/,DELAKTIG,645,2_seat_sofas,ikea,"2-zitsbank met bijtafel, Gunnared middengrijs",,,169 cm,45 cm,,,,,,"Deze combinatie heeft alles: een comfortabele en compacte 2-zitsbank met een bijtafel voor je theekop, boek en bril. Perfect voor een klein oppervlak.",,20 cm,,84 cm,80 cm,45 cm,,79 cm,,145 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S59289438,https://www.ikea.com/nl/nl/catalog/products/S59289438/,DELAKTIG,389,2_seat_sofas,ikea,"Onderstel 2-zitsbank, Gunnared middengrijs",,,149 cm,,,,,,,"Kies eerst een onderstel - fauteuil, 2- of 3-zitsbank. Completeer vervolgens met rug-/armleuningen, bijtafels en lampen, zodat je precies het meubel krijgt dat bij je behoefte en de ruimte past. Je kan ook verschillende hoezen kiezen voor elk onderdeel.",,20 cm,,84 cm,80 cm,45 cm,,,,145 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S99256916,https://www.ikea.com/nl/nl/catalog/products/S99256916/,LIDHULT,499,2_seat_sofas,ikea,"2-zitsbank, Gassebol lichtbeige",,,189 cm,,,,,,,"Overdag een welverdiend dutje en 's avonds lekker hangen met familie en vrienden. De LIDHULT zitbank, met zijn hoge rugleuning en neksteun, is ontworpen voor een zo hoog mogelijk comfort. Omhelzend, uitnodigend en royaal.",,7 cm,,98 cm,53 cm,45 cm,,102 cm,,141 cm,76 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80345833,https://www.ikea.com/nl/nl/catalog/products/80345833/,KNISLINGE,279,2_seat_sofas,ikea,"2-zitsbank, Samsta donkerbruin",,,150 cm,89 cm,,,,,,De hoge rugleuning geeft een goede ondersteuning van de nek.,,5 cm,,95 cm,55 cm,44 cm,18 cm,,,93 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70409401,https://www.ikea.com/nl/nl/catalog/products/70409401/,KÖINGE,39,2_seat_sofas,ikea,"Hoofdsteun, Orrsta lichtgrijs",,,70 cm,,,,,,,Heb je een hogere steun voor je hoofd en nek nodig? Dan kan je deze neksteun achter het rugkussen van de zitbank of fauteuil plaatsen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S49270279,https://www.ikea.com/nl/nl/catalog/products/S49270279/,LANDSKRONA,449,2_seat_sofas,ikea,"2-zitsbank, Gunnared donkergrijs/hout",,,164 cm,78 cm,,,,,,"Warm en verwelkomend, elegant en stijlvol. De ondersteunende zitkussens, de zachte finish van de bekleding en de strakke pasvorm maken dat deze zitbank een perfecte balans heeft tussen comfort, functies en uiterlijk.",,,,89 cm,61 cm,44 cm,64 cm,,,140 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S29239459,https://www.ikea.com/nl/nl/catalog/products/S29239459/,SÄBÖVIK,299,boxspring_beds,ikea,"Boxspring, grijs, stevig",,204 cm,140 cm,90 cm,,,,200 cm,140 cm,"De matras van dit complete bed heeft bonnellveren die het lichaam stevig ondersteunen, waardoor je de hele nacht lekker slaapt. Alle onderdelen zitten in twee platte pakketten en een rol. Praktisch, niet waar?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S19210442,https://www.ikea.com/nl/nl/catalog/products/S19210442/,ESPEVÄR,658,boxspring_beds,ikea,"Boxspring, Hövåg middelhard, Tussöy donkergrijs",,200 cm,160 cm,20 cm,,,,,,"In en uit bed komen wordt makkelijker met een matrasbodem, omdat die het bed hoger maakt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S09210386,https://www.ikea.com/nl/nl/catalog/products/S09210386/,ESPEVÄR,808,boxspring_beds,ikea,"Boxspring, Hyllestad middelhard, Tustna wit",,200 cm,160 cm,20 cm,,,,,,"In en uit bed komen wordt makkelijker met een matrasbodem, omdat die het bed hoger maakt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S79229047,https://www.ikea.com/nl/nl/catalog/products/S79229047/,ESPEVÄR,1.388,boxspring_beds,ikea,"Boxspring, Hidrasund middelhard, Tistedal naturel",,,,70 cm,,,,200 cm,160 cm,"In en uit bed komen wordt makkelijker met een matrasbodem, omdat die het bed hoger maakt.",,,,200 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S89130499,https://www.ikea.com/nl/nl/catalog/products/S89130499/,DUNVIK,799,boxspring_beds,ikea,"Boxspring, Hövåg middelhard, Tuddal donkergrijs",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S59249112,https://www.ikea.com/nl/nl/catalog/products/S59249112/,DUNVIK,799,boxspring_beds,ikea,"Boxspring, Hövåg middelhard, Tuddal lichtgrijs",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S69248447,https://www.ikea.com/nl/nl/catalog/products/S69248447/,DUNVIK,799,boxspring_beds,ikea,"Boxspring, Hövåg middelhard, Tuddal donkerbeige",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S69243812,https://www.ikea.com/nl/nl/catalog/products/S69243812/,DUNVIK,799,boxspring_beds,ikea,"Boxspring, Hövåg middelhard, Tuddal blauw",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S49252510,https://www.ikea.com/nl/nl/catalog/products/S49252510/,LAUVIK,519,boxspring_beds,ikea,"Boxspring, Hafslo middelhard, donkergrijs",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S89250750,https://www.ikea.com/nl/nl/catalog/products/S89250750/,LAUVIK,519,boxspring_beds,ikea,"Boxspring, Hafslo middelhard, beige",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S09250749,https://www.ikea.com/nl/nl/catalog/products/S09250749/,LAUVIK,588,boxspring_beds,ikea,"Boxspring, Hafslo middelhard, Talgje beige",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S49250752,https://www.ikea.com/nl/nl/catalog/products/S49250752/,LAUVIK,648,boxspring_beds,ikea,"Boxspring, Hamarvik middelhard, Tuddal donkerbeige",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S99122187,https://www.ikea.com/nl/nl/catalog/products/S99122187/,MJÖLVIK,899,boxspring_beds,ikea,"Boxspring, Hövåg middelhard, Tuddal lichtgrijs",,221 cm,160 cm,117 cm,,,,200 cm,160 cm,Zit je graag achterovergeleund in bed met een kop thee erbij een goed boek te lezen? Dan vind je het ongetwijfeld prettig dat het hoofdeinde een zachte vulling heeft en dat de overtrek eenvoudig afneembaar is voor de was.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S39122185,https://www.ikea.com/nl/nl/catalog/products/S39122185/,MJÖLVIK,899,boxspring_beds,ikea,"Boxspring, Hövåg middelhard, Tuddal beige",,221 cm,160 cm,117 cm,,,,200 cm,160 cm,Zit je graag achterovergeleund in bed met een kop thee erbij een goed boek te lezen? Dan vind je het ongetwijfeld prettig dat het hoofdeinde een zachte vulling heeft en dat de overtrek eenvoudig afneembaar is voor de was.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S89186764,https://www.ikea.com/nl/nl/catalog/products/S89186764/,KONGSFJORD,1.299,boxspring_beds,ikea,"Boxspring, Hyllestad middelhard, Tussöy donkergrijs",,217 cm,160 cm,135 cm,,,,200 cm,160 cm,Van top tot teen met fluweel bekleed. Van het doorgestikte hoofdeinde met de met stof beklede knopen tot de volgzame binnenveringsmatras die elke spier doet ontspannen. Puur genieten voor lichaam en geest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S89228194,https://www.ikea.com/nl/nl/catalog/products/S89228194/,HOMMELVIK,1.999,boxspring_beds,ikea,"Boxspring, Hidrasund middelhard, Tistedal naturel",,213 cm,180 cm,140 cm,,,,200 cm,180 cm,"Natuurlijk slapen en wakker worden met een lach. Het bed bestaat uit slijtvaste, natuurlijke materialen die een volgzame ondersteuning bieden en vocht afvoeren. Op die manier krijg je een aangenaam slaapmilieu met een gelijkmatige temperatuur.",,,,213 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S29210446,https://www.ikea.com/nl/nl/catalog/products/S29210446/,ESPEVÄR,378,boxspring_beds,ikea,"Boxspring, Hövåg middelhard, Tussöy donkergrijs",,200 cm,90 cm,20 cm,,,,,,"In en uit bed komen wordt makkelijker met een matrasbodem, omdat die het bed hoger maakt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S39261119,https://www.ikea.com/nl/nl/catalog/products/S39261119/,ESPEVÄR,858,boxspring_beds,ikea,"Boxspring, Hidrasund stevig, Tistedal naturel",,200 cm,90 cm,70 cm,,,,200 cm,90 cm,"In en uit bed komen wordt makkelijker met een matrasbodem, omdat die het bed hoger maakt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S79210420,https://www.ikea.com/nl/nl/catalog/products/S79210420/,ESPEVÄR,558,boxspring_beds,ikea,"Boxspring, Hokkåsen middelhard, Tustna wit",,200 cm,90 cm,20 cm,,,,,,"In en uit bed komen wordt makkelijker met een matrasbodem, omdat die het bed hoger maakt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S69210473,https://www.ikea.com/nl/nl/catalog/products/S69210473/,ESPEVÄR,687,boxspring_beds,ikea,"Boxspring, Hövåg stevig/middelhard, Tussöy donkergrijs",,200 cm,160 cm,20 cm,,,,,,"In en uit bed komen wordt makkelijker met een matrasbodem, omdat die het bed hoger maakt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S59210398,https://www.ikea.com/nl/nl/catalog/products/S59210398/,ESPEVÄR,917,boxspring_beds,ikea,"Boxspring, Hyllestad stevig/middelhard, Tustna wit",,200 cm,180 cm,20 cm,,,,,,"In en uit bed komen wordt makkelijker met een matrasbodem, omdat die het bed hoger maakt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S29229016,https://www.ikea.com/nl/nl/catalog/products/S29229016/,ESPEVÄR,1.567,boxspring_beds,ikea,"Boxspring, Hidrasund middelhard, Tistedal naturel",,,,70 cm,,,,200 cm,160 cm,"In en uit bed komen wordt makkelijker met een matrasbodem, omdat die het bed hoger maakt.",,,,200 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S09264831,https://www.ikea.com/nl/nl/catalog/products/S09264831/,LAUVIK,598.90,boxspring_beds,ikea,"Boxspring, Hafslo stevig/middelhard, Talgje beige",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S69171570,https://www.ikea.com/nl/nl/catalog/products/S69171570/,DUNVIK,828,boxspring_beds,ikea,"Boxspring, Hövåg stevig/middelhard, Tuddal donkergrijs",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S29243885,https://www.ikea.com/nl/nl/catalog/products/S29243885/,DUNVIK,828,boxspring_beds,ikea,"Boxspring, Hövåg stevig/middelhard, Tuddal blauw",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S09248474,https://www.ikea.com/nl/nl/catalog/products/S09248474/,DUNVIK,828,boxspring_beds,ikea,"Boxspring, Hövåg stevig/middelhard, Tuddal donkerbeige",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S89249139,https://www.ikea.com/nl/nl/catalog/products/S89249139/,DUNVIK,828,boxspring_beds,ikea,"Boxspring, Hövåg stevig/middelhard, Tuddal lichtgrijs",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S99250759,https://www.ikea.com/nl/nl/catalog/products/S99250759/,LAUVIK,628.90,boxspring_beds,ikea,"Boxspring, Hamarvik stevig/middelhard, Talgje donkerbeige",,210 cm,160 cm,120 cm,,,,200 cm,160 cm,"Een stijlvolle boxspring met een rondom bekleed hoofdeinde - een perfect bed om midden in de kamer te zetten. En mocht het nodig zijn, dan is de tijk afneembaar voor de machinewas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S69186779,https://www.ikea.com/nl/nl/catalog/products/S69186779/,KONGSFJORD,1.378,boxspring_beds,ikea,"Boxspring, Hyllestad stevig/middelhard, Tustna donkergrijs",,217 cm,160 cm,135 cm,,,,200 cm,160 cm,Van top tot teen met fluweel bekleed. Van het doorgestikte hoofdeinde met de met stof beklede knopen tot de volgzame binnenveringsmatras die elke spier doet ontspannen. Puur genieten voor lichaam en geest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S09228193,https://www.ikea.com/nl/nl/catalog/products/S09228193/,HOMMELVIK,2.098,boxspring_beds,ikea,"Boxspring, Hidrasund middelhard, Tistedal naturel",,213 cm,180 cm,140 cm,,,,200 cm,180 cm,"Natuurlijk slapen en wakker worden met een lach. Het bed bestaat uit slijtvaste, natuurlijke materialen die een volgzame ondersteuning bieden en vocht afvoeren. Op die manier krijg je een aangenaam slaapmilieu met een gelijkmatige temperatuur.",,,,213 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
