sku,product_id,detail_url,title,price,competitor,height,width,weight,packaging_dimensions,colour,materials
STLBERG11GRY-ME,36086,bergerac-opbergkruk-steengrijs-met-contrastbies,"Bergerac opbergkruk, steengrijs met contrastbies",11900,made,45,36,4.0000,38 x 38 x 48cm,Neutraal,
STLBERG22GRY-UK,38086,bergerac-opbergkruk-steengrijs-met-contrastbies-1,"Bergerac opbergkruk, steengrijs met contrastbies",12900,made,45,36,4.0000,38 x 38 x 48cm,Neutraal,
TLPCOL014COP-ME,57970,collet-tafellamp-champagne-3,"Collet tafellamp, champagne",8900,made,41,30,3.0000,0,Koper,"Koper,Metaal"
STLCAT019NAT-UK,55537,catania-set-van-2-barkrukken-voor-buiten-polywood,"Catania set van 2 barkrukken voor buiten, polywood",23900,made,75,40,10.0000,1: 113 x 58 x 49cm,Licht hout,"Metaal,Hout"
TLPCOL015CHM-ME,57969,collet-tafellamp-chroom-3,"Collet tafellamp, chroom",8900,made,41,30,3.0000,0,Zilver,Metaal
TLPCOL016BRA-ME,57971,collet-tafellamp-messing-6,"Collet tafellamp, messing",8900,made,41,30,3.0000,0,Messing,"Messing,Metaal"
STLCTRA03ZWN-UK,13222,contrast-opbergkruk-walnootfineer-en-oranje,"Contrast opbergkruk, walnootfineer en oranje",15900,made,0,0,10.0000,56 x 49 x 30 cm,Meerkleurig,
STLDRS001WHI-UK,16911,2-x-dorso-krukken-in-essenhout-en-wit,"2 x Dorso krukken, in essen en wit",9900,made,45,29,2.8000,12 x 49.5 x 35.5m,Wit,
STLDRS002YEL-UK,16916,2-x-dorso-krukken-in-essenhout-en-geel,"2 x Dorso krukken, in essen en geel",8900,made,45,29,2.8000,12 x 49.5 x 35.5cm,"Geel,Licht hout","Metaal,Hout"
STLDRS003BLU-UK,16921,2-x-dorso-krukken-in-essenhout-en-blauw,"2 x Dorso krukken, in essenhout en blauw",9900,made,45,29,2.8000,49.5 x 35.5 x 12 cm,"Blauw,Licht hout",Hout
STLDRS004WHI-UK,28531,2-x-dorso-krukken-essenhout-en-wit,"2 x Dorso krukken, essen en wit",8900,made,45,29,2.8000,12 x 49.5 x 35.5m,"Wit,Licht hout","Metaal,Hout"
STLEDWA03BRO-ME,36591,edward-jack-voetenbank-met-opbergruimte-vintage-bruin,"Edward Jack voetenbank met opbergruimte, vintage bruin",39900,made,44,110,22.0000,113 x 62 x 38cm,Bruin,
STLEDWA06BRO-ME,36596,edward-voetenbank-met-opbergruimte-vintage-bruin,"Edward voetenbank met opbergruimte, vintage bruin",39900,made,44,111,22.0000,113 x 38 x 62cm,Bruin,
STLEDWA09BRO-ME,37958,edward-jack-voetenbank-met-opbergruimte-in-vintage-bruin-premiumleer,"Edward Jack voetenbank met opbergruimte, vintage bruin premiumleer",39900,made,44,110,22.0000,113 x 62 x 38cm,Bruin,
STLFJOR76ZOK-UK,38938,fjord-2-x-barkruk-eiken,"2 x Fjord barkrukken, eiken",18900,made,72,41,6.0000,W66 x L80 x H18 cm  ,Licht hout,
STLFJOR77WHI-UK,38939,fjord-2-x-barkruk-eiken-en-wit,"2 x Fjord barkrukken, eiken en wit",17900,made,72,41,6.0000,66 x 18 x 80 cm,"Wit,Licht hout",Hout
STLFJOR78GRY-UK,38940,fjord-2-x-barkruk-eiken-en-grijs,"2 x Fjord barkrukken, eiken en grijs",17900,made,72,41,6.0000,66 x 18 x 80 cm ,"Grijs,Licht hout",Hout
STLFLN064GRY-ME,38831,flynn-barkruk-tingrijs,"Flynn barkruk, tingrijs",17900,made,105,44,8.0000,61 x 47 x 110 cm,Grijs,
STLFON018ZWN-UK,6086,fonteyn-kruk-walnoot,"Fonteyn kruk, walnoot",9900,made,43,32,3.0000,37 x 37 x 48 cm,Bruin,Hout
STLHNT001BRO-UK,38168,2-x-hunt-barkrukken-bruin,"2 x Hunt barkrukken, bruin",14900,made,75,48,10.0000,31 x 56 x 80cm,"Neutraal,Zwart","Leer,Metaal"
STLHNT002WHI-UK,50740,set-van-2-hunt-barkrukken-wit,"Set van 2 Hunt barkrukken, wit",15900,made,75,48,10.0000, H31 x W56 x D80cm,Wit,Metaal
STLJHA002PTN-ME,38558,johan-voetenbank-grafische-print-zwart-met-grijs,"Johan voetenbank, grafische print zwart met grijs",16900,made,41,48,7.0000,23 x 52 x 54cm,"Grijs,Zwart",
STLJNH055GRY-ME,9356,jonah-voetenbank-shire-grijs,"Jonah voetenbank, shire grijs",17900,made,38,53,10.0000,55 x 55 x 23 cm,Grijs,
STLJNH065PTN-ME,18216,jonah-voetenbank-zeshoekig-geweven-blauw,"Jonah voetenbank, zeshoekig geweven in blauw",17900,made,38,53,10.0000,55 x 55 x 23cm,Blauw,
STLJNH066PTN-ME,18226,jonah-voetenbank-zeshoekig-geweven-in-grijs-geel,"Jonah voetenbank, zeshoekig geweven in grijs/geel",17900,made,38,53,10.0000,55 x 55 x 23cm,Grijs,
STLKIT012GRY-UK,34691,2-x-kitsch-barkruk-wilgengrijs-en-chromen-poten,"2 x Kitsch barkrukken, wilgengrijs en chroom",11900,made,117,48,5.0000,75 x 58 x 41cm,Grijs,"Metaal,Hout"
STLKIT018GRY-UK,40284,2-kitsch-barkrukken-grijs-met-koperen-poten,"2 x Kitsch barkrukken, grijs en koper",12900,made,117,53,5.0000,75 x 58 x 41cm,"Grijs,Koper","Metaal,Hout"
STLKITS05RED-UK,2936,2-x-kitson-krukken-naturel-hout-met-rode-polstering,"2 x Kitson krukken, naturel hout en rood",12900,made,45,35,3.0000,40 x 40 x 55 cm,Rood,
STLKLW004GRY-UK,55517,kalaw-kruk-voor-buiten,Kalaw kruk voor buiten,11900,made,44,40,15.0000,1: 50 x 50 x 50cm ,Grijs,Beton
STLLIOT07GRY-ME,38027,elliott-voetenbank-met-opbergruimte-in-harrier-grijs,"Elliott voetenbank met opbergruimte, harrier grijs",24900,made,46,90,16.0000,92 x 62 x 36cm,Grijs,
STLLOTU01RED-ME,36161,lotus-voetenbank-karmijnrood,"Lotus voetenbank, karmijnrood",11900,made,47,59,7.0000,61 x 54 x 50cm,Rood,
STLLOTU03GRY-ME,36351,lotus-voetenbank-in-zilvergrijs,"Lotus voetenbank, zilvergrijs",11900,made,47,59,7.0000,61 x 54 x 50cm,Grijs,
STLLULU02BLU-ME,9621,lulu-voetenbank-geweven-honingraat,"Lulu voetenbank, geweven honingraat",19900,made,0,0,6.0000,54 x 54 x 16 cm,"Wit,Grijs,Donker hout",
STLLULU04GRY-ME,9626,lulu-voetenbank-pisa-grijs,"Lulu voetenbank, Pisa grijs",17900,made,0,0,6.0000,54 x 54 x 16 cm,Grijs,
STLLULU09GRE-ME,11962,lulu-voetenbank-vlaams-groen,"Lulu voetenbank, Vlaams groen",17900,made,0,0,6.0000,54 x 54 x 16 cm,Groen,
STLLULU11BUR-ME,11972,lulu-voetenbank-brugs-bordeauxrood,"Lulu voetenbank, Brugs bordeauxrood",17900,made,0,0,6.0000,54 x 54 x 16 cm,Paars,
STLLULU12ORA-ME,11977,lulu-voetenbank-chatelet-oranje,"Lulu voetenbank, Chatelet oranje",17900,made,0,0,6.0000,54 x 54 x 16 cm,Oranje,
STLLULU19PTN-ME,14706,lulu-voetenbank-geweven-druppelpatroon,"Lulu voetenbank, geweven druppelpatroon",19900,made,0,0,6.0000,54 x 54 x 16 cm,"Wit,Grijs,Licht hout",
STLMAH002BLK-UK,55503,maho-garden-ronde-kruk-voor-buiten-zwart-beton,"Maho Garden ronde kruk voor buiten, zwart beton",12900,made,43,34,15.0000,1: 52 x 42 x 42cm ,Zwart,Beton
STLORS002GRY-ME,7347,orson-voetenbankje-oxfordgrijs,"Orson voetenbankje, oxfordgrijs",9900,made,30,80,8.0000,83 x 52 x 29 cm,Grijs,
STLTUR002GRY-ME,40197,turin-voetenbank-torenvalk-grijs,"Turin voetenbank, torenvalkgrijs",39900,made,46,86,11.0000,33 x 68 x 88 cm,Grijs,
STOADO013BLA-UK,45751,made-essentials-moss-wandmeubel-zwart,"MADE Essentials Moss wandmeubel, zwart",3200,made,18,45,1.1500,49 x 39 x 22 cm,Zwart,Metaal
STOADO014BLA-UK,45754,made-essentials-moss-tijdschriftenrek-zwart,"MADE Essentials Moss tijdschriftenrek, zwart",1900,made,26,37,0.8600,32 x 28 x 42 cm,Zwart,Metaal
STOADO015BLA-UK,45756,made-essentials-moss-memobord-zwart,"MADE Essentials Moss memobord, zwart",2500,made,49.5,35,0.5000,54 x 39 x 18 cm,Zwart,Metaal
STOADO016BLA-UK,45758,made-essentials-moss-prullenbak-zwart,"MADE Essentials Moss prullenbak, zwart",1900,made,26,30,0.5500,30 x 34 x 34 cm,Zwart,Metaal
STOALI001BLA-UK,45368,alida-thuiskantoorset-ordner-stapelbare-bakjes-a4-documentenbox-zwart,"MADE Essentials Alida thuiskantoorset: ordner/stapelbare bakjes/A4-documentenbox, zwart",3500,made,0,0,0,28 x 12 x 37 cm ,Zwart,
STOALI002YEL-UK,44773,alida-thuiskantoorset-ordner-stapelbare-bakjes-a4-documentenbox-geel,"MADE Essentials Alida thuiskantoorset: ordner/stapelbare bakjes/A4-documentenbox, geel",3500,made,28,12,3.0000,28 x 12 x 37 cm ,Geel,Papier
STOALI003GRE-UK,44775,alida-thuiskantoorset-ordner-stapelbare-bakjes-a4-documentenbox-grijs,"MADE Essentials Alida thuiskantoorset: ordner/stapelbare bakjes/A4-documentenbox, grijs",3500,made,28,12,3.0000,28 x 12 x 37 cm ,Grijs,Papier
STOALI004BLA-UK,44780,alida-thuiskantoorset-van-2-ordners-zwart,"MADE Essentials Alida thuiskantoorset van 2 ordners, zwart",1800,made,32.5,10,0.5000,"34 x 12 x 27,5 cm ",Zwart,
STOALI005YEL-UK,44782,alida-thuiskantoor-ordner-set-van-2-geel,"MADE Essentials Alida thuiskantoorset van 2 ordners, geel",1800,made,32.5,10,0.5000,"34 x 12 x 27,5 cm ",Geel,
STOALI006GRE-UK,44785,alida-thuiskantoorset-van-2-ordners-grijs,"MADE Essentials Alida thuiskantoorset van 2 ordners, grijs",1800,made,32.5,10,0.5000,"34 x 12 x 27,5 cm ",Grijs,
STOAMP002BLA-UK,38239,amph-wandmeubel-zwart,"Amph wandmeubel, zwart",9900,made,39,80,4.0000,Pakket 1: 47 x 36 x 90 cm,Zwart,
STOAND017BO-UK,52230,anderson-smalle-boekenkast-mangohout-en-messing,"Anderson smalle boekenkast, mangohout en messing",59900,made,180,80,45.0000,1: 190 x 90x 45cm ,"Messing,Donker hout","Hout,Mangohout"
STOAND018BRO-UK,52236,anderson-brede-boekenkast-mangohout-en-messing,"Anderson brede boekenkast, mangohout en messing",69900,made,180,120,66.0000,1: 190 x 45 x 130 cm.,"Messing,Donker hout","Hout,Mangohout"
STOAND026BRO-UK,54920,anderson-hoge-boekenkast-mangohout-en-messing-1,"Anderson hoge boekenkast, mangohout en messing",59900,made,180,80,45.0000,1: 190 x 90 x 45 cm ,"Messing,Donker hout",
STOAVO003GRY-UK,23806,aveiro-kast-donkergebeitst-eiken-en-grijs,"Aveiro kast, donkergebeitst eiken en grijs",84900,made,122,100,64.5000,128 x 114 x 58cm,"Grijs,Donker hout",
STOAVO004ZOK-UK,23811,aveiro-kast-eiken,"Aveiro kast, eiken",84900,made,122,100,64.5000,128 x 114 x 58cm,Licht hout,
STOAVO015GRY-UK,38494,aveiro-kast-donkergebeitst-eikenhout-en-grijs,"Aveiro kast, donkergebeitst eikenhout en grijs",74900,made,122,100,64.5000,128 x 114 x 58cm,"Grijs,Donker hout",
STOAVO029OAK-UK,45481,aveiro-vitrinekast-eiken-en-glas,"Aveiro vitrinekast, eiken en glas",94900,made,178,100,117.0000,Pakket 1: 59 x 53 x 112 cm  <br>Pakket 2: 15 x 125 x 174 cm  <br>Pakket 3: 25 x 53 x 174 cm,Licht hout,"Eiken,Hout,Glas"
STOBAD001GRE-UK,49987,badden-sieradenrek-groen,"Badden sieradenrek, groen",3200,made,34,22,0.7000,0,Groen,"Messing,Metaal,Marmer"
STOBEN017COP-UK,45765,bendt-wandmeubel-koper,"Bendt wandmeubel, koper",3500,made,18,45,1.1500,0,Koper,"Koper,Metaal"
STOBEN018COP-UK,45767,bendt-tijdschriftenrek-koper,"Bendt tijdschriftenrek, koper",2200,made,26,37,0.8600,0,Koper,"Koper,Metaal"
STOBEN019COP-UK,45769,bendt-memobord-koper,"Bendt memobord, koper",3200,made,49.5,35,0.5000,0,Koper,"Koper,Metaal"
STOBEN020COP-UK,45771,bendt-prullenbak-koper,"Bendt prullenbak, koper",2200,made,26,30,0.5500,0,Koper,"Koper,Metaal"
STOBMA001BLA-UK,39698,bema-kapstok-zwart,"Bema kapstok, zwart",19900,made,167,59,8.0000,62 x 22 x 174cm,Zwart,
STOBND003GRY-UK,217,boundary-opbergmeubel-warm-grijs,"Boundary opbergmeubel , warm grijs",49900,made,117,53,75.0000,0,Grijs,
STOBND004ZWN-UK,218,boundary-opbergmeubel-walnootfineer,"Boundary opbergmeubel, walnootfineer",54900,made,117,53,75.0000,0,Bruin,
STOBND005ZOK-UK,433,henge-grote-opbergkast-eiken-en-wit,"Henge grote opbergkast, eiken en wit",74900,made,117.4,104.4,84.0000,0,Neutraal,
STOBND006ZWN-UK,434,henge-grote-opbergkast-walnoot-en-rood,"Henge grote opbergkast, walnoot en rood",74900,made,117.4,104.4,84.0000,0,Rood,
STOCAD005NAT-UK,15512,caddy-drankkastje-mangohout-en-metaal,"Caddy drankkastje, mangohout en metaal",44900,made,103,70,50.0000,75 x 50 x 107cm,Metallic,
STOCAR008BLA-UK,33816,darby-opbergkast-zwart,"Darby opbergkast, zwart",44900,made,87,82,50.0000,90 x 52 x 96cm,Zwart,
STOCAS001GRE-UK,49862,cassey-kast-groen-en-messing,"Cassey kast, groen en messing",74900,made,167,77,75.0000,0,Groen,"Hout,Glas"
STOCAS002GRY-UK,49863,cassey-kast-grijs-en-messing,"Cassey kast, grijs en messing",74900,made,167,77,75.0000,0,"Grijs,Messing","Hout,Glas"
STOCIL021CRE-UK,45773,dapu-set-van-3-manden-creme,"Dapu set van 3 manden, crème",3200,made,0,0,0.5000,0,Crème,Katoen
STOCTRA02ZWN-UK,13217,contrast-opbergmeubel-walnootfineer-en-oranje,"Contrast opbergmeubel, walnootfineer en oranje",18900,made,59,40,22.0000,48 x 59 x 72 cm,"Oranje,Donker hout",
STOCTRA08ZOK-UK,17382,contrast-storage-unit-oak-and-white,"Contrast Storage unit, Oak and White",18900,made,59,40,22.0000,48 x 59 x 72cm,Meerkleurig,
STODAR010BLA-UK,39439,darby-hakblok-marmeren-blad-en-zwart,"Darby hakblok, marmeren blad en zwart",49900,made,90,86,51.0000,L92 x B56 x H90 cm,Zwart,
STODUN002MUL-UK,53781,duncan-kast-meerkleurig,"Duncan kast, meerkleurig",24900,made,185,90,38.0000,0,Meerkleurig,
STOEDE031OAK-UK,47325,edelweiss-lage-boekenkast-wit-en-eiken,"Edelweiss lage boekenkast, wit en eiken",31900,made,94,105,37.0000,15 x 83 x 117 cm,"Wit,Licht hout",Hout
STOELP007MIN-UK,45701,elphick-metalen-brievenhouder-mintgroen,"Elphick metalen brievenhouder, koraal",2200,made,8,4,0.5000,12 x 12 x 16 cm ,Roze,Metaal
STOELP008MIN-UK,45703,elphick-metalen-pennenhouder-mintgroen,"Elphick metalen pennenhouder, mintgroen",2200,made,10,6,0.5000,12 x 8 x 8 cm ,Groen,Metaal
STOELP009BLU-UK,45705,elphick-metalen-tijdschriftenhouder-blauw,"Elphick metalen tijdschriftenhouder, blauw",4900,made,35,25,0.5000,40 x 12 x 22 cm ,Blauw,Metaal
STOELP010BLU-UK,45707,elphick-grote-metalen-bak-blauw,"Elphick grote metalen bak, blauw",2500,made,2,10,0.5000,4 x 12 x 35 cm,Blauw,Metaal
STOELP011MIN-UK,45709,elphick-rond-metalen-magnetisch-memobord-mintgroen,"Elphick rond metalen magnetisch memobord, mintgroen",4900,made,35,6,0.5000,40 x 10 x 40 cm ,Groen,Metaal
STOELP012MUL-UK,45711,elphick-metalen-boekensteunen-koraalroze,"Elphick metalen boekensteunen, koraal en mintgroen",3500,made,14,9,0.5000,15 x 12 x 12 cm ,Meerkleurig,Metaal
STOFMH002ZOK-UK,23706,anki-kast-gebleekt-eiken,"Anki kast, gebleekt eiken",84900,made,168,40,58.0000,166 x 87 x 47 cm  ,Licht hout,
STOFOW011ZMU-UK,50470,fowler-boekenkast-meerkleurig-1,"Fowler boekenkast, meerkleurig",29900,made,54,140,35.0000,H33 x W39 x D154cm,"Geel,Blauw",Hout
STOGOB001RED-UK,49486,2-x-gobi-manden-rood,"2 x Gobi manden, rood",4900,made,17,9,0.3000,32 x 32 x 29 cm,Rood,
STOGRT005WHI-ME,29646,cara-speelgoedbox-wit-1,"Cara speelgoedbox, wit",12900,made,47,88,22.7000,58 x 123 x 18cm  ,Wit,
STOGRT012GRY-ME,29641,cara-speelgoedbox-grijs-1,"Cara speelgoedbox, grijs",4500,made,47,88,22.7000,58 x 123 x 18cm  ,Grijs,
STOGUT024NAT-UK,45779,made-essentials-tibit-pennenpot-kurk,"MADE Essentials Tibit pennenpot, kurk",800,made,"10,5","8,5",0.5000,14 x 12 x 12 cm,Neutraal,Kurk
STOGUT025NAT-UK,45781,made-essentials-tibit-ordner-kurk,"MADE Essentials Tibit brievenbakje, kurk",1500,made,30,11,0.5000,34 x 29 x 15 cm,Neutraal,Kurk
STOGUT026NAT-UK,45783,made-essentials-tibit-documentenbox-kurk,"MADE Essentials Tibit documentenbox, kurk",1200,made,"9,5","16,5",0.5000,13 x 20 x 25 cm,Neutraal,Kurk
STOGUT027NAT-UK,45785,made-essentials-tibit-krantenhouder-kurk,"MADE Essentials Tibit lectuurbak, kurk",1500,made,"7,5",25,0.5000,11 x 29 x 35 cm,Neutraal,Kurk
STOGUT028NAT-UK,45787,made-essentials-tibit-tijdschriftenhouder-kurk,"MADE Essentials Tibit krantenhouder, kurk",2500,made,30,"18,5",0.5000,34 x 22 x 44 cm,Neutraal,Kurk
STOGUT029NAT-UK,45789,made-essentials-tibit-prullenbak-kurk,"MADE Essentials Tibit prullenbak, kurk",2200,made,"26,5",23,0.5000,30 x 27 x 27 cm,Neutraal,Kurk
STOHAL001NAT-UK,49516,haley-wasmand-en-prullenbak-naturel,"Haley wasmand en prullenbak, naturel",7900,made,0,0,3.8000,54 x 43 x 43 cm,Natural,
STOHAL002NAT-UK,49518,2-x-haley-manden-naturel,"2 x Haley manden, naturel",4900,made,39,29,2.8000,48 x 37 x 27 cm,Natural,
STOHAW004BLU-UK,46000,hawthorn-kapstok-donkerblauw,"Hawthorn kapstok, donkerblauw",17900,made,182,45,5.6000,0,Blauw,
STOHGE001WHI-UK,39793,henge-groot-opbergmeubel-eiken-en-wit,"Henge groot opbergmeubel, eiken en wit",69900,made,117.4,104.4,84.0000,0,"Wit,Licht hout",
STOHGE002RED-UK,39794,henge-grote-opbergkast-walnoot-en-rood-1,"Henge grote opbergkast, walnoot en rood",69900,made,117.4,104.4,84.0000,0,"Rood,Donker hout",
STOHMA001BLA-UK,39692,hama-vierkante-opbergbox-met-driehoeken-zwart-wit,"Hama vierkante opbergbox met driehoeken, zwart en wit",2500,made,11,11,1.0000,24.75 x 12 x 11,"Wit,Zwart",
STOHMA002BLA-UK,39691,hama-gestreepte-opbergbox-zwart-wit,"Hama gestreepte opbergbox, zwart en wit",2500,made,6,15.5,1.0000,16.5 x 13.5 x 10.75,"Wit,Zwart",
STOHMA003BLA-UK,39690,hama-opbergbox-met-grafische-print-zwart-en-wit,"Hama opbergbox met grafische print, zwart en wit",3500,made,5.5,23,1.0000,16 x 11.25 x 19.5,"Wit,Zwart",
STOHNLY14RED-UK,34711,hooper-opbergbijzettafel-rood,"Hooper opbergbijzettafel, Rood",12900,made,45,45,9.5000,53 x 58 x 27cm,Rood,
STOJGS004ZAS-UK,39704,jigsaw-toybox-ash-veneer,"Jigsaw toybox, ash veneer",12900,made,32,79,11.4200,Parcel 1: H17 x W40 x D77cm,Licht hout,
STOJNS043WHI-UK,48683,jenson-dressoir-eiken-en-wit,"Jenson dressoir, eiken en wit",74900,made,80,155,78.5000,74 x 56 x 128 cm,Licht hout,
STOJOR001OAK-UK,45983,jory-modulaire-boekenkast-walnoot-en-eiken,"Jory modulaire boekenkast, walnoot en eiken",64900,made,180,185,63.0000,0,"Licht hout,Donker hout",
STOJOR002OAK-UK,45985,jory-modulaire-kast-walnoot-en-eiken,"Jory modulaire kast, walnoot en eiken",49900,made,180,95,41.0000,0,"Licht hout,Donker hout",
STOJOR004OAK-UK,45989,jory-modulaire-verbindingsplanken-walnoot-en-eiken,"Jory modulaire verbindingsplanken, walnoot en eiken",18900,made,3,90,23.0000,0,"Licht hout,Donker hout",
STOLAC001NAT-UK,49522,made-essentials-lacey-wasmand-zwart,"MADE Essentials Lacey wasmand, zwart",2900,made,48,39,1.0000,20 x 40 x 40 cm,Zwart,"Vilt,Glas"
STOLAC002NAT-UK,49520,3-x-made-essentials-lacey-mandjes-grijstinten,"3 x MADE Essentials Lacey mandjes, grijstinten",3900,made,0,0,1.0000,20 x 34 x 34 cm,"Grijs,Zwart","Vilt,Glas"
STOLGA001GRY-UK,38810,logan-opbergmeubel-voor-de-hal-grijs,"Logan opbergmeubel voor de hal, grijs",34900,made,185,63,32.0000,Pakket 1: L194 x W46 x H16 cm <br>  Pakket 2: L88 x W60 x H8 cm,Grijs,
STOLIN002MUL-UK,49537,4-x-made-essentials-links-deurhaken-meerkleurig,"4 x MADE Essentials Links deurhaken, meerkleurig",900,made,8,2,0.1000,15 x 15 x 15 cm,Meerkleurig,Metaal
STOLNU004WHI-UK,27201,linus-kastje-grenen-en-wit,"Linus kastje, grenen en wit",12900,made,63,64,26.6800,74 x 63 x 17.5 cm  ,"Wit,Licht hout",
STOLYN001BLA-UK,38241,layne-kapstok-zwart-en-mangohout,"Layne kapstok, zwart en mangohout",37900,made,180,70,20.0000,Pakket 1: 41 x 81 x 191 cm,"Zwart,Donker hout",
STOLYN002BLA-UK,40186,layne-groot-halmeubel-zwart-en-mangohout,"Layne groot halmeubel, zwart en mangohout",49900,made,180,110,51.0000,0,"Zwart,Donker hout","Metaal,Hout,Mangohout"
STOLYN004BLA-UK,48635,layne-groot-halmeubel-zwart-en-mangohout-1,"Layne grote kapstok, zwart en mangohout",49900,made,180,110,51.0000,0,"Zwart,Donker hout","Metaal,Hout,Mangohout"
STOMCL029RED-UK,39314,marcell-schoenenkast-marsalarood,"Marcell schoenenkast, marsalarood",17900,made,119,64,22.0000,Pakket 1: 19 x 25 x 135cm <br> Pakket 2: 12 x 45 x 69cm,Rood,
STOMTR001BLA-UK,39445,farringdon-kapstok-zwart,"Farringdon kapstok, zwart",12900,made,18,75,6.0000,80 x 22 x 36 cm,"Messing,Zwart",
STONIC001HPL-UK,46336,galah-drankkast-met-spiegel-meerdere-kleuren-en-messing,"Galah drankkast met spiegel, meerdere kleuren en messing",74900,made,128,70,48.0000,0,"Grijs,Messing,Zwart,Beige",
STONIC002HPL-UK,46338,galah-dressoir-meerdere-kleuren-en-messing,"Galah dressoir, meerdere kleuren en messing",64900,made,72,150,44.0000,0,"Grijs,Messing,Zwart,Beige","Metaal,Hout"
STONMS001ZGO-UK,39679,normos-metalen-schrijfwaren-goud,"Normos metalen schrijfwaren opbergdoosjes, goud",4900,made,0,0,1.5000,0,Goud,
STONOA006ZMI-UK,24391,noa-hangkast-spiegel,"Noa hangkast, spiegel",6900,made,0,0,15.0000,62 x 48 x 25 cm,Metallic,
STOODE002ZCU-UK,39685,odessa-grote-opbergmand-koper,"Odessa grote opbergmand, koper",2900,made,16,38,1.0000,44 x 36 x 21cm  ,Koper,
STOPEP001GRY-UK,49524,2-x-pepe-manden-grijs,"2 x Pepe manden, grijs",4900,made,0,0,2.1500,25 x 55 x 55 cm,Grijs,Polypropyleen
STOPOI003ZAS-UK,29946,pointillee-kast-essen-en-grijs,"Pointillee kast, essen en grijs",65900,made,111,100,50.0000,109 x 55 x 108cm,"Grijs,Licht hout",
STOPOI006GRY-UK,29961,pointillee-kast-grijs,"Pointillee kast, grijs",65900,made,111,100,50.0000,109 x 55 x 108cm,Grijs,
STORAM002WHT-UK,45793,made-essentials-ramus-set-van-2-voorraadpotten-porselein-en-wit,"MADE Essentials Ramus set van 2 voorraadpotten, porselein en wit",2000,made,18,12,0.7000,0,Wit,Porselein
STORAN002BLA-UK,15402,rankin-opbergkast-zwart-metaal,"Rankin opbergkast, zwart metaal",44900,made,80,128,60.0000,135 x 50 x 85cm,Zwart,
STORAN004BLA-UK,30371,rankin-opbergmeubel-zwart-metaal,"Rankin opbergmeubel, zwart metaal",49900,made,80,128,60.0000,90 x 138 x 54cm,Zwart,
STORAN005BLA-UK,39441,rankin-klein-opbergmeubel-zwart-metaal-en-glas,"Rankin klein opbergmeubel, zwart metaal en glas",37900,made,80,83,41.0000,91 x 54 x 92 cm,Zwart,
STORIN004MNG-UK,47763,ringo-hoog-dressoir-eikenhout,"Ringo hoog dressoir, eikenhout",64900,made,130,102,79.0000,130 x 50 x 110 cm,Licht hout,
STOSAF004WAL-UK,48049,safia-boekenkast-walnotenhout,"Safia boekenkast, walnotenhout",49900,made,179,40,28.0000,37 x 47 x 185 cm ,Donker hout,"Walnotenhout,Hout"
STOSON001MUL-UK,49484,sonia-set-van-2-ronde-bamboemanden-blauw-en-groen,"Sonia Set van 2 ronde bamboemanden, blauw en groen",4900,made,0,0,0.5000,0,"Groen,Blauw",Bamboe
STOSTO008ZBS-UK,30351,stow-ladekast-vintage-messing,"Stow ladekast, vintage messing",24900,made,83,36,22.0000,93 x 47 x 48cm,Zwart,
STOSTO009ZBS-UK,30356,stow-hoge-ladekast-vintage-messing,"Stow hoge ladekast, vintage messing",64900,made,146,71,81.0000,156 x 47 x 80cm ,Zwart,
STOSTO010ZCO-UK,36446,stow-grote-opbergkast-koper,"Stow grote opbergkast, koper",37900,made,82,71,50.0000,79 x 49 x 92cm,Koper,
STOSTO012ZBS-UK,38618,stow-groot-opbergmeubel-messing,"Stow groot opbergmeubel, messing",37900,made,82,71,50.0000,79 x 49 x 92cm,Messing,
STOSTO015ZBS-UK,38638,stow-dossierkast-met-2-lades-vintage-messing,"Stow dossierkast met 2 lades, vintage messing",24900,made,64,44,29.0000,72 x 59 x 52 cm,Messing,
STOSTO019ZCU-UK,38639,stow-filing-cabinet-3-drawers-copper,"Stow Filing Cabinet 3 drawers, Copper",29900,made,94,44,39.0000,L52 x W59 x  H102 cm  ,Koper,
STOSTO023BRA-UK,51462,stow-grote-opslagkast-messing,"Stow grote ladekast, messing",49900,made,82,71,50.0000,1: 85 x 95 x 52cm ,"Grijs,Koper,Messing","Messing,Metaal"
STOSTO024COP-UK,51463,stow-grote-opslagkast-koper,"Stow grote ladekast, koper",49900,made,82,71,50.0000,1: 85 x 95 x 52,"Grijs,Koper","Koper,Metaal"
STOSTO025COP-UK,51464,stow-hoge-opslagkast-koper,"Stow hoge ladekast, koper",69900,made,146,71,81.0000,1: 162 x 87 x 60cm ,"Grijs,Koper,Messing","Koper,Metaal"
STOSTR014GRY-UK,39240,stretto-kleine-dossierkast-grijs,"Stretto kleine dossierkast, grijs",19900,made,67,40,33.0000,23 x 74 x 74cm,Grijs,
STOSTR015WHI-UK,39241,stretto-kleine-dossierkast-wit,"Stretto kleine dossierkast, wit",19900,made,67,40,33.0000,23 x 74 x 74cm,Wit,
STOTHO001BLK-UK,48649,thora-doos-zwart-marmer-en-hout,"Thora doos, zwart marmer en hout",2500,made,13,14,1.0000,17 x 15 x 25 cm,Zwart,Hout
STOTHO001NAT-UK,47659,thora-doos-marmer-en-hout,"Thora doos, marmer en hout",2500,made,13,14,1.0000,17 x 15 x 25 cm,"Wit,Licht hout",Hout
