sku,product_id,detail_url,title,price,competitor,height,width,weight,packaging_dimensions,colour,materials
AODTPL058GRY-UK,34831,self-portrait-door-nicebleed,"Self Portrait door Nicebleed, 30 x 40cm print",3900,made,30,40,0.1000,10.1 x 10.1 x 36cm<br>  Gewicht: 480g ,Meerkleurig,Papier
AODTPL059GRY-UK,34836,self-portrait-door-nicebleed,"Self Portrait door Nicebleed, 30 x 42cm (A3) ingelijste print",6900,made,30,42,0.8000,24 x 2.7 x 33cm<br>  Gewicht: 1.1kg,Meerkleurig,"Hout,Papier"
AODTPL060GRY-UK,34841,self-portrait-door-nicebleed,"Self Portrait door Nicebleed, 40 x 50cm print",4900,made,40,50,0.1000,7.6 x 7.6 x 65cm<br>  Gewicht: 750g,Meerkleurig,Papier
AODTPL061GRY-UK,34846,self-portrait-door-nicebleed,"Self Portrait door Nicebleed, 42 x 59cm (A2) ingelijste print",7900,made,42,59,1.3500,24 x 2.7 x 33cm<br>  Gewicht: 1.55kg,Meerkleurig,"Hout,Papier"
AODTPL105ZBW-UK,35066,my-big-bang-hair-theory-door-chungkong,"My Big Bang Hair Theory by Chungkong, 30 x 40cm Print",3900,made,30,40,0.1000,L10.1 x W10.1 x H36cm<br>   Weight: 480g   ,Meerkleurig,Papier
AODTPL106ZBW-UK,35071,my-big-bang-hair-theory-door-chungkong,"My Big Bang Hair Theory door Chungkong, 30 x 42cm (A3) ingelijste print",6900,made,30,42,0.8000,24 x 2.7 x 33cm<br>  Gewicht: 1.1kg,Meerkleurig,"Hout,Papier"
AODTPL107ZBW-UK,35076,my-big-bang-hair-theory-door-chungkong,"My Big Bang Hair Theory door Chungkong, 40 x 50cm print",4900,made,40,50,0.1000,7.6 x 7.6 x 65cm<br>  Gewicht: 750g,Meerkleurig,Papier
AODTPL108ZBW-UK,35081,my-big-bang-hair-theory-door-chungkong,"My Big Bang Hair Theory door Chungkong, 42 x 59cm (A2) ingelijste print",7900,made,42,59,1.3500,24 x 2.7 x 33cm<br>  Gewicht: 1.55kg,Meerkleurig,"Hout,Papier"
AODTPL131ZMU-UK,35196,berlin-map-door-jazzberry-blue,"Berlin Map door Jazzberry Blue, 30 x 30cm print",3900,made,30,30,0.1000,10.1 x 10.1 x 36cm<br>  Gewicht: 480g,Meerkleurig,Papier
AODTPL132ZMU-UK,35201,berlin-map-door-jazzberry-blue,"Berlin Map door Jazzberry Blue, 40 x 40cm print",4900,made,40,40,0.1000,7.6 x 7.6 x 65cm<br>  Gewicht: 750g,Meerkleurig,Papier
AODTPL133ZMU-UK,35206,berlin-map-door-jazzberry-blue,"Berlin Map door Jazzberry Blue, 50 x 50cm ingelijste print",8900,made,50,50,1.4000,54.8 x 2.7 x 48.8cm<br>  Gewicht: 1.55kg,Meerkleurig,"Hout,Papier"
AODTPL169GRY-UK,35591,truce-door-terry-fan,"Truce door Terry Fan, 30 x 40cm print",3900,made,30,40,0.1000,10.1 x 10.1 x 36cm<br>  Gewicht: 480g ,Meerkleurig,Papier
AODTPL170GRY-UK,35596,truce-door-terry-fan,"Truce door Terry Fan, 30 x 42cm (A3) ingelijste print",6900,made,30,42,0.8000,24 x 2.7 x 33cm<br>  Gewicht: 1.1kg,Meerkleurig,"Hout,Papier"
AODTPL171GRY-UK,35601,truce-door-terry-fan,"Truce door Terry Fan, 40 x 50cm print",4900,made,40,50,0.1000,7.6 x 7.6 x 65cm<br>  Gewicht: 750g,Meerkleurig,Papier
AODTPL172GRY-UK,35611,truce-door-terry-fan,"Truce door Terry Fan, 42 x 59cm (A2) ingelijste print",7900,made,42,59,1.3500,24 x 2.7 x 33cm<br>  Gewicht: 1.55kg,Meerkleurig,"Hout,Papier"
BARJUL006GRY-UK,58554,julietta-barkruk-loodgrijs-2,"Julietta, tabouret de bar, gris plomb",18900,made,97,44,7.0000,78 x 51.5 x 63 cm,Grijs,"Stof,Metaal"
BEDLIN019BLU-ME,58477,linnell-tweepersoonsbed-met-lade-donker-grijs-1,"Linnell tweepersoonsbed met lade, donker grijs",54900,made,102,148,90.0000,1: 103 x 18 x 173cm<br> 2: 34 x 13 x 206cm<br> 3: 34 x 11 x 173cm<br> 4: 64 x 8 x 121 x 32cm,Blauw,
BSTCBU007GRY-UK,21231,cubus-dekbedovertrekset-satijn-voorgeverfd-garen-300tc-space-grijs,"Cubus dekbedovertrekset, 240 x 220cm, satijn, voorgeverfd garen, 300TC, space grijs",8900,made,240,200,0,0,Grijs,
BSTDIP005GRE-UK,21116,dipped-dekbedovertrekset-egyptisch-katoen-dip-dye-200tc-aquamarijn,"Dipped 150 x 220cm 200tc Egyptian Cotton Stonewash Bed Set, Mineral",2900,made,150,220,1.2000,0,Groen,
BSTDIP016GRY-UK,21171,dipped-dekbedovertrekset-egyptisch-katoen-dip-dye-200tc-olifant-grijs,"Dipped Double 200tc Egyptian Cotton Stonewash Bed Set, Elephant",6900,made,200,200,1.6000,0,"Wit,Grijs",
BSTFJA005BLU-UK,21011,freja-brushed-cotton-bed-set-blue-stripe,"Freja 150 x 220cm Brushed Cotton Bed Set, Blue Stripe",2500,made,150,220,0,0,Blauw,
BSTFTA004GRY-UK,21041,fontana-dekbedovertrekset-katoen-grijs,"Fontana dekbedovertrekset, 260 x 220cm, 200TC, katoen, grijs",4900,made,225,220,0,0,Grijs,
CHACAT004BRO-UK,58941,2-x-cata-eetkamerstoelen-muisgrijs-3,"Set of 2 Cata Dining Chairs, Tan PU",32900,made,83,57,8.0000,0,Bruin,Stof
CHACAT005GRY-UK,58942,2-x-cata-eetkamerstoelen-muisgrijs-4,"Set of 2 Cata Dining Chairs, Grey PU",32900,made,83,57,8.0000,0,Grijs,Stof
CHAHEK004GRY-UK,59323,2-x-hektor-eetkamer-kuipstoel-bruin-leer-en-zwart-3,"2 x Hektor eetkamer kuipstoel, bruin leer en zwart",44900,made,81,61,7.0000,1: 58 x 144 x 68cm ,Grijs,Leer
CHAKIT019GRE-UK,59324,2-x-kitsch-eetkamerstoelen-in-appelgroen,"2 x Kitsch eetkamerstoelen, in appelgroen",6900,made,87,46,4.0000,66 x 10 x 50cm,Donkerturkoois,"Koper,Hout"
CHALLE032BLU-UK,59325,2-x-lule-eetkamerstoelen-met-armleuningen-mosterdgeel-en-walnoot-3,"2 x Lule eetkamerstoelen met armleuningen, mosterdgeel en walnoot",32900,made,83,60,11.0000,Pakket 1: 59 x 64 x 66 cm,Blauw,"Fluweel,Eiken"
CHALLE033BLU-UK,59326,2-x-lule-eetkamerstoelen-lichtroze-fluweel-3,"2 x Lule eetkamerstoelen, lichtroze fluweel",29900,made,83,53,16.0000,55 x 65 x 57 cm,Blauw,"Fluweel,Eiken"
CLKMOR002BLK-UK,58939,made-essentials-morley-wandklok-zwart-en-wit,"MADE Essentials Morley wandklok, zwart en wit",1800,made,25,25,0.3000,6 x 28 x 6 cm,Zwart,Plastic
CLKRLA020ZCO-UK,58517,aurelia-wekker-koper-3,"Aurelia wekker, koper",1900,made,11,11,0.2000,H13 x W13 x D7cm,Koper,"Koper,Metaal"
CLKRLA021ZCO-UK,58518,aurelia-grote-wandklok-koper-1,"Aurelia grote wandklok, koper",6900,made,50,50,1.0000,0,Koper,"Koper,Metaal"
CLKRLA022ZCO-UK,58940,aurelia-wandklok-koper-1,"Aurelia wandklok, koper",3900,made,30,30,0.5000,0,"Metallic,Koper","Koper,Metaal"
CODJNS069GRY-UK,59256,jenson-ladenkast-eikenhout-1,"Jenson Ladenkast, Eikenhout",69900,made,95,90,66.5000,98.5 x 53.5 x 90 cm,"Grijs,Donker hout",Hout
CODLAR005GRY-UK,57224,larsen-ladekast-walnotenhout-en-grijs,"Larsen ladekast, walnotenhout en grijs",17900,made,106,100,46.0000,0,"Grijs,Donker hout",Hout
CODLAR006GRY-UK,57226,larsen-brede-ladekast-walnotenhout-en-grijs,"Larsen brede ladekast, walnotenhout en grijs",22900,made,91,120,55.0000,1: 99 x 65 x 10cm<br> 2. 138 x 52 x 80cm,"Grijs,Donker hout",Hout
FITDUS050GRE-UK,20816,dusk-beddengoed-egyptisch-percalkatoen-200tc-aquamarijn,"Dusk hoeslaken, 180 × 200 x 30cm, Egyptisch percalkatoen, 200TC, aquamarijn",1900,made,0,0,0,0,Turkoois,
FLADUS052BEI-UK,20826,dusk-beddengoed-egyptisch-percalkatoen-200tc-beige,"Dusk laken, 180 × 270cm, Egyptisch percalkatoen, 200TC, beige",1900,made,0,0,0,0,Neutraal,
FLADUS055GRE-UK,20841,dusk-beddengoed-egyptisch-percalkatoen-200tc-aquamarijn,"Dusk laken, 180 × 270cm, Egyptisch percalkatoen, 200TC, aquamarijn",1900,made,0,0,0,0,Turkoois,
FLADUS057BEI-UK,20851,dusk-beddengoed-egyptisch-percalkatoen-200tc-beige,"Dusk laken, 230 × 275cm, Egyptisch percalkatoen, 200TC, beige",1900,made,130,190,0,0,Neutraal,
FLADUS060GRE-UK,20866,dusk-beddengoed-egyptisch-percalkatoen-200tc-aquamarijn,"Dusk laken, 230 × 275cm, Egyptisch percalkatoen, 200TC, aquamarijn",1900,made,130,190,0,0,Turkoois,
FLADUS067BEI-UK,20901,dusk-beddengoed-egyptisch-percalkatoen-200tc-beige,"Dusk laken, 305 x 275cm, Egyptisch percalkatoen, 200TC, beige",3900,made,0,0,0,0,Neutraal,
FLADUS070GRE-UK,20916,dusk-beddengoed-egyptisch-percalkatoen-200tc-aquamarijn,"Dusk laken, 305 × 275cm, Egyptisch percalkatoen, 200TC, aquamarijn",4900,made,0,0,0,0,Turkoois,
FLPOHI003GRY-ME,58630,ohio-staande-lamp-houtskoolgrijs-1,"Ohio staande lamp, houtskoolgrijs",16900,made,152,70,4.1000,"50,5 x 29 x 54,5 cm",Grijs,Metaal
FLPOHI004GRY-ME,58632,ohio-staande-lamp-zachtgrijs-1,"Ohio staande lamp, zachtgrijs",16900,made,152,70,4.1000,"50,5 x 29 x 54,5 cm",Grijs,Metaal
HNGJOI003YEL-UK,30556,joint-wall-hooks-yellow-and-pink,"Joint Wall Hooks, Yellow and Pink",2900,made,0,0,0.6100,16cm x 16cm x 9.5cm,"Geel,Roze",
IACCEM003COP-UK,58868,cembra-hang-terrarium-messing-en-doorzichtig-glas-1,"Cembra hang terrarium, messing en doorzichtig glas",1900,made,24,12,0.4100,H: 30 x W: 18 x D: 18 CM ,"Transparant,Messing","Messing,Metaal,Glas"
MIRMIL003GRY-UK,58509,milano-wandspiegel-30-x-140-cm-zwart-1,"Milano Full Length Wall Mirror, 30 x 140cm, Grey",11900,made,140,30,4.0000,0,Grijs,"Hout,Spiegel"
PLCDUS002BEI-UK,20571,dusk-beddengoed-egyptisch-percalkatoen-200tc-beige,"Dusk 2 x 100% Egyptisch katoenen kussenslopen, beige UK",1900,made,50,75,1.0000,0,Neutraal,
PLCDUS012BEI-UK,20621,dusk-beddengoed-egyptisch-percalkatoen-200tc-beige,"Dusk 2 x 100% Egyptisch katoenen kussenslopen, vierkant, beige UK",1900,made,50,75,1.0000,0,Neutraal,
PLCDUS014BLU-UK,20631,dusk-beddengoed-egyptisch-percalkatoen-200tc-oceaanblauw,"Dusk 2 x 100% Egyptisch katoenen kussenslopen, vierkant, Delfts blauw UK",2700,made,50,75,1.0000,0,Blauw,
SSTSFY008WHI-UK,21271,softy-brushed-cotton-sheet-set-cloud-white,"Softy 140 x 200cm Brushed Cotton Sheet Set, Cloud White",1900,made,140,200,0,0,Wit,
STBLAR008GRY-UK,57228,larsen-nachtkastje-walnotenhout-en-grijs,"Larsen nachtkastje, walnotenhout en grijs",8900,made,57,45,13.0000,0,"Grijs,Donker hout",Hout
STBLUC012MGO-UK,58439,lucien-nachtkastje-mangohout-2,"Lucien nachtkastje, mangohout",31900,made,55,51,19.0000,53 x 55 x 61 cm,Licht hout,Mangohout
STOFAR003BLK-UK,58133,farringdon-hall-stand-black-metal,"Farringdon Hall Stand, Black Metal",37900,made,0,0,26.0000,0,"Messing,Zwart,Donker hout","Metaal,Mangohout"
TESTPRODS005PTN-UK,40237,lulu-rechthoekig-kussen-50-x-50cm-framboos-en-koraalkleur-1,"Lulu rechthoekig kussen 50 x 50cm,  framboos en koraalkleur",1000,made,50,50,0.7500,B50 x H50cm,"Grijs,Blauw",Katoen
TOWATA003WHI-UK,21441,antalya-handdoeken-katoen-550-g-m2-wit-met-gestreepte-rand,"Antalya badlakens, katoen, 550 g/m2, wit",3900,made,100,150,2.4000,39 x 31 x 18cm,Wit,Katoen
TWLAIR0037YEL-UK,39177,aire-2-x-ongedraaid-550grams-handdoek-chartreusegeel,"Aire 2 x ongedraaid 550grams handdoek, chartreusegeel",1900,made,50,90,0.7000,23 x 23 x 10cm,"Geel,Groen",Katoen
TWLAIR034TEA-UK,39173,aire-2-x-ongedraaid-550grams-handdoek-azuurblauw,"Aire 2 x ongedraaid 550grams handdoek, azuurblauw",1900,made,50,90,0.7000,23 x 23 x 10cm,Donkerturkoois,Katoen
TWLAIR036TEA-UK,39176,aire-2-x-ongedraaid-550grams-handdoek-azuurblauw,"Aire 2 x ongedraaid 550grams badlaken, azuurblauw",4500,made,100,150,2.4000,39 x 31 x 18cm,Donkerturkoois,Katoen
MATWIL15160L-ME,33336,wiltshire-1500-pocket-kingsize-matras-met-topdeklaag-160-x-200cm-wit,"Oppala 1500 Pocket kingsize matras met topdeklaag 160 x 200cm, wit",64900,made,24,160,56.0000,24 x 160 x 200cm,Wit,Polyester
OTOLUX013GOL-UK,56281,lux-fluwelen-vloerkussen-antiekgoud-fluweel,"Lux fluwelen vloerkussen, antiekgoud fluweel",8900,made,30,60,4.0000,Parcel H30 x W60 x D60cm,Goud,Fluweel
OTOLUX022BLU-UK,56267,lux-fluwelen-vloerkussen-violetblauw-fluweel,"Lux fluwelen vloerkussen, violetblauw fluweel",8900,made,30,60,4.0000,Parcel H30 x W60 x D60cm,Blauw,Fluweel
OTOPRY001MUL-UK,57244,pryia-poef-mosterdgeel-en-berlijns-blauw,"Pryia poef, mosterdgeel en Berlijns blauw",17900,made,45,80,5.0000,1:45 x 80 x 80 cm,Meerkleurig,Stof
OTOPRY002MUL-UK,57249,pryia-poef-blauwgroen-en-vermiljoenrood,"Pryia poef, blauwgroen en vermiljoenrood",17900,made,45,80,5.0000,1:45 x 80 x 80 cm,Meerkleurig,Stof
MATMAL15160L-ME,33366,malmesbury-3000-pocket-natural-kingsize-matras-160-x-200cm-grijze-streep,"Kavaro 3000 pocket natural kingsize matras 160 x 200cm, grijze streep",94900,made,33,160,81.0000,24 x 160 x 200cm,Grijs,Wol
AVUJNS061GRY-UK,52698,jenson-mediameubel-donker-eiken-en-grijs,"Jenson mediameubel, donker eiken en grijs",49900,made,50,120,37.0000,H45 x W59 x D131cm ,"Grijs,Donker hout","Eiken,Hout"
CODLIN002GRY-UK,53235,lincoln-ladekast-eiken-en-grijs,"Lincoln ladekast, eiken en grijs",47900,made,100,110,70.0000,0,"Grijs,Licht hout","Eiken,Metaal,Hout"
TVUAVO030GRY-UK,45483,aveiro-mediameubel-donkergebeitst-eikenhout-en-grijs,"Aveiro mediameubel, donkergebeitst eikenhout en grijs",44900,made,48,150,43.0000,48 x 54 x 161 cm,Grijs,"Eiken,Hout"
STOLYN006BLA-UK,55491,layne-groot-halmeubel-zwart-en-mangohout-2,"Layne groot halmeubel, zwart en mangohout",49900,made,180,110,51.0000,1:81 x 130 x 50cm ,Zwart,Mangohout
MATTOM012WHI-ME,56637,the-memory-foam-one-superkingsize-matras-1,"The Memory Foam One, superkingsize matras",79900,made,25,180,0,1: H190 x W37 x D37cm,Wit,
BEDEDW003GRY-ME,46858,edwin-kingsizebed-paviljoengrijs,"Edwin kingsizebed, paviljoengrijs",54900,made,107,181,59.0000,Parcel 1:	H17 x W96.5	x L177cm  Parcel 2:	H24 x W28 x L216cm  Parcel 3: H22	x W28 x L174cm  ,Grijs,Stof
BEDROS010GRY-ME,47854,roscoe-kingsizebed-grijs,"Roscoe kingsizebed, cool grijs",54900,made,114,180,44.0000,Pakket 1: 23 x 122 x 181 cm  <br>Pakket 2: 13 x 24 x 208 cm,Grijs,"Stof,Hout"
MATTNO005WHI-ME,51933,the-natural-one-eenpersoonsmatras,"The Natural One, eenpersoonsmatras",54900,made,25,90,0,Pakket 1: 100 cm  x 37 cm x 37 cm,"Wit,Grijs",Katoen
CHAMGT005PNK-ME,44535,margot-fauteuil-oudroze-fluweel,"Margot fauteuil, oudroze fluweel",54900,made,72,77,8.0000,55 x 62 x 76cm,Roze,Fluweel
SOFNEV001BRO-UK,39380,nevada-fauteuil-antiekcognac-leer,"Nevada fauteuil, antiekcognac leer",64900,made,78,79,28.0000,65 x 82 x 88 cm,Bruin,Leer
ACCLIS003MUL-UK,51108,lismore-rugzak-van-gewaxed-canvas-steengrijs,"Lismore rugzak van gewaxed canvas, steengrijs",8900,made,42,30,0.5000,H53 x W50 x D25 cm ,"Donkerblauw,Beige","Katoen,Stof"
BEDRBX003ZOK-UK,46151,rubix-hoogslaper-met-opbergsysteem-wit,"Rubix hoogslaper met opbergsysteem, wit",64900,made,115,110,255.0000,0,Wit,Hout
CODADA006DOK-UK,50550,ada-ladekast-met-5-lades-gebeitst-eiken,"Ada ladekast met 5 lades, donkergebeitst eiken",89900,made,95,95,70.0000,H94 x W63.5 x D109cm,Bruin,"Eiken,Hout"
BEDFON032ZOK-UK,19666,fonteyn-tweepersoonsbed-140x200cm-eiken,"Fonteyn tweepersoonsbed 140 x 200cm, eiken",74900,made,98,150,63.0000,Box 1 : 161 x 90 x 16 cm  Box2 : 199.5 x 34.5 x 28 cm,Licht hout,
BEDFNLY27BEI-ME,38080,finlay-kingsize-bed-van-160-x-200cm-met-bergruimte-biscuitbeige,"Finlay kingsize bed van 160 x 200cm met bergruimte, biscuitbeige",69900,made,120,173,89.0000,Colis 1 - 200 x 30 x 40 cm <br>  Colis 2 - 203 x 10 x 154 cm <br>  Colis 3 - 170 x 13.5 x 122 cm,Neutraal,Stof
SOFMNT022BRO-UK,54161,monterosso-hoekbank-met-hoek-rechts-walnootbruin-leer,"Monterosso hoekbank met hoek rechts, walnootbruin leer",289900,made,78,344,142.0000,1: 63 x 155 x 100cm <br> 2. 63 x 161 x 100cm  <br> 3. 63 x 229 x 100cm ,Bruin,Leer
BIKCWN002BLA-UK,50557,colwyn-singlespeed-fiets-matzwart-en-goud-s-m,"Colwyn singlespeed stadsfiets, matzwart en goud, voor fietser 163 - 175 cm",49900,made,0,0,11.0000,0,"Goud,Zwart",Staal
BIKMTH002COP-UK,50568,monmouth-citybike-145-168-cm-koper-met-zwarte-wielen,"Monmouth 7-speed stadsfiets, koper met zwarte wielen, voor fietser 145 - 168 cm",69900,made,0,0,15.0000,0,"Koper,Zwart",Staal
BIKTBY001MUL-UK,50576,tenby-stadsfiets-met-7-versnellingen-matzwart-en-koper,"Tenby 7-speed stadsfiets, matzwart en koper, voor fietser 145 - 168 cm",59900,made,0,0,11.0000,0,"Koper,Zwart",Staal
CHATEG002GRE-UK,49020,2-x-tega-tuinstoelen-groen,"2 x Tega tuinstoelen, groen",18900,made,0,0,19.0000,65 x 60 x 75 cm,Groen,Metaal
SOFASH003BRO-UK,52026,ashwell-grote-2-zitsbank-pecanbruin-leer,"Ashwell grote 2-zitsbank, pecanbruin leer",169900,made,91,180,60.0000,Pakket 1: 75 x 182 X 93 cm,Bruin,Leer
SOFCHO014YEL-ME,47784,chou-sofa-bed-butter-yellow-5,"Chou slaapbank, botergeel",29900,made,82,210,35.0000,27 x 194 x 116 cm,Geel,Stof
SOFEVA001PNK-ME,52139,evadine-2-zitsbank-lichtroze-fluweel,"Evadine 2-zitsbank, lichtroze fluweel",64900,made,77,160,28.0000,Pakket 1 : 64 x 163 x 88 cm,Roze,"Fluweel,Stof"
SOFEVA003PNK-ME,52131,evadine-3-zitsbank-lichtroze-fluweel,"Evadine 3-zitsbank, lichtroze fluweel",74900,made,77,204,32.0000,Pakket 1: 65 x  206 x 87 cm ,Roze,"Fluweel,Stof"
SOFEVA004BLU-ME,52134,evadine-3-zitsbank-waterblauw-fluweel,"Evadine 3-zitsbank, waterblauw fluweel",74900,made,77,204,32.0000,Pakket 1: 65 x  206 x 87 cm ,Blauw,"Fluweel,Stof"
SOFKEN004BLU-ME,51578,kengo-slaapbank-groenblauw,"Kengo slaapbank, groenblauw",37900,made,80,181,25.0000,Parcel 1:H x W x D,Blauw,
SOFMDI006ANT-ME,12382,mendini-3-zitsbank-antracietgrijs,"Mendini 3-zitsbank, antracietgrijs",89900,made,85,224,47.0000,227 x 90 x 54 cm,Grijs,Stof
SOFRAN001YEL-ME,52129,rana-3-zitsbank-zinkgeel,"Rana 3-zitsbank, zinkgeel",74900,made,84,196,38.0000,Pakket 1:66 x 199 x 88 cm,Geel,Stof
SOFJNH143GRY-UK,40105,jonah-3-zitsbank-voor-buiten-mild-grijs,"Jonah 3-zitsbank voor buiten, mild grijs",69900,made,81,197,26.8000,62 x 88 x 199cm ,Grijs,Rotan
SOFCHO013BLU-ME,47782,chou-sofa-bed-sherbet-blue-5,"Chou slaapbank, sorbetblauw",29900,made,82,210,35.0000,27 x 194 x 116 cm,Blauw,Stof
BEDROS004BLU-ME,46861,roscoe-kingsizebed-egeisch-blauw,"Roscoe kingsizebed, Egeïsch blauw",54900,made,114,180,44.0000,Pakket 1: 23 x 122 x 181 cm<br> Pakket 2: 13 x 24 x 208 cm,Blauw,"Stof,Hout"
CHAJAS005PNK-ME,52582,jasper-fauteuil-lichtroze-fluweel,"Jasper fauteuil, lichtroze fluweel",34900,made,79,62,14.0000,Pakket 1: 65 x 77 x 60 cm ,Roze,"Fluweel,Stof"
CHAKEN004BLA-UK,49323,kendal-barkruk-bruin-en-zwart,"Kendal barkruk, bruin en zwart",18900,made,106,52,10.0000,0,"Zwart,Beige","Leer,Metaal"
CHALLE004WLT-ME,40379,set-van-2-lule-eetkamerstoelen-mergel-en-hagelgrijs-met-poten-van-walnotenhout,"2 x Lule eetkamerstoelen, mergel- en hagelgrijs",27900,made,83,60,11.0000,55 x 65 x 57cm,"Grijs,Donker hout","Stof,Hout"
CHAMBY010GRN-ME,48698,moby-fauteuil-dennengroen-fluweel,"Moby fauteuil, dennengroen fluweel",49900,made,87,73,13.0000,64 x 75 x 78 cm,Groen,"Fluweel,Stof"
DSKDCY008ZOK-UK,37986,darcey-bureau-in-eikenhout-en-walnoot,"Darcey bureau, in walnoot en eikenhout",49900,made,72.6,130.1,41.0000,30.5 x 140 x 75 cm,"Licht hout,Donker hout","Eiken,Walnotenhout,Hout"
DSKPTZ001ZCU-UK,38748,patrizia-bureau-koper-en-glas,"Patrizia bureau, koper en glas",34900,made,76,130,27.0000,Pakket 1: L141 x B81 x H8 cm  Pakket 2: L67 x B40 x H80cm,Koper,"Koper,Metaal,Glas"
STBNYL005YEL-UK,51570,nyla-bijzettafelset-mosterdgeel-en-grijs,"Nyla bijzettafelset, mosterdgeel en grijs",12900,made,45,55,7.0000,25 x 68 x 68 cm,"Geel,Grijs",
TBLBOO001BLA-UK,38928,boone-eettafel-blad-van-betongrijze-hars,"Boone eettafel, in betongrijs en zwart",74900,made,76,190,117.0000,Pakket 1: 19 x 119 x 209 cm <br>Pakket 2: 21 x 112 x 162 cm,"Grijs,Zwart","Metaal,Beton"
TBLJNS012ZOK-UK,31056,jenson-uitschuifbare-eettafel-in-eiken,"Jenson uitschuifbare eettafel, eiken",69900,made,75,170,59.0000,187 x 100 x 230 cm,Licht hout,"Eiken,Hout"
BEDEDW016ORA-ME,49838,edwin-super-kingsizebed-retro-oranje,"Edwin super kingsizebed, retro oranje",59900,made,107,197,57.0000,1: 17 x 96.5 x 162 cm<br>  2: 24 x 28 x 208 cm<br>  3: 22 x 28 x 159 cm,Oranje,Stof
OTOJUI004GRY-ME,44976,julianne-voetenbank-grijs-katoenfluweel,"Julianne voetenbank, grijs katoenfluweel",49900,made,38,150,20.0000, 43 x 156 x 53 cm ,Grijs,
CTBAUL003BLA-UK,28711,aula-salontafelset-zwart-en-grijs,"Aula salontafelset, zwart en grijs",37900,made,35,90,18.5000,Pakket 1: 96 x 96 x 41 cm <br>Pakket 2: 76 x 76 x 46 cm,"Grijs,Zwart","Metaal,Glas"
BEDROS011GRY-ME,47852,roscoe-superkingsizebed-grijs,"Roscoe superkingsizebed, cool grijs",59900,made,114,202,52.0000,Pakket 1: 24 x 122 x 212 cm  <br>Pakket 2: 14 x 25 x 209 cm,Grijs,"Stof,Hout"
TBLLOM018NAT-UK,48618,lomond-eetkamerset-mangohout-en-zwart,"Lomond eetkamerset, mangohout en zwart",62900,made,76,180,61.0000,Pakket 1: H 17 x B 188 x D 98 cm Pakket 2: H 17 x B 180 x D 50 cm  Pakket 3: H 17 x B 182 x D 48 cm  ,"Zwart,Donker hout","Metaal,Massief hout,Mangohout"
BEDTDA004GRY-ME,45376,tilda-tweepersoonsbed-jetgrijs,"Tilda tweepersoonsbed, jetgrijs",64900,made,100,159,40.3000,"Pakket 1: 162 x 89 x 15 cm Pakket 2: 155 x 18,5 x 20 cm Pakket 3: 206 x 18,5 x 18,5 cm ",Grijs,
SOFSCT019GRE-ME,32446,scott-3-zitsbank-donkergroen-fluweel,"Scott 3-zitsbank, donkergroen fluweel",114900,made,84,225,52.0000,230 x 104 x 57 cm,Grijs,"Fluweel,Stof"
BEDBES023BLU-UK,53191,made-essentials-besley-super-kingsize-bed-met-opbergruimte-oceaanblauw,"MADE Essentials Besley super kingsize bed met opbergruimte, oceaanblauw",64900,made,96,196,108.0000,1: H101 x W18 x L202 cm<br> 2: H36 x W15 x L209 cm<br> 3: H122 x W206 x L14 cm<br> 4: H106 x W11 x L96 cm,Blauw,Stof
SOFDAL002BRO-UK,38605,dallas-hoekbank-met-hoek-rechts-lichtbruin-kwaliteitsleer,"Dallas hoekbank met hoek rechts, lichtbruin kwaliteitsleer",229900,made,83,217,26.0000,Pakket 1 - 63 x 164 x 86cm Pakket 2 - 63 x 144 x 95cm,Bruin,Leer
SOFSCT027ORA-ME,38865,scott-3-zitsbank-gebrand-oranje-fluweel,"Scott 3-zitsbank, gebrand oranje fluweel",114900,made,84,225,52.0000,230 x 140 x 57cm,Oranje,"Fluweel,Stof"
SOFJUI001PNK-ME,44974,julianne-3-zitsbank-roze-katoenfluweel,"Julianne 3-zitsbank, roze katoenfluweel",129900,made,75,202,49.0000, 59 x 207 x 90 cm ,Roze,"Fluweel,Stof"
SOFJUN021ORA-ME,52004,juno-4-zits-modulaire-bank-zuiver-oranje-fluweel,"Juno modulaire 4-zitsbank, zuiveroranje fluweel",139900,made,65,294,68.0000,Pakket 1: 68 x 88 x 88 cm <br>Pakket 2: 68 x 88 x 65 cm <br>Pakket 3: 68 x 88 x 88 cm <br>Pakket 4: 68 x 88 x 65 cm ,Oranje,Fluweel
TBLLOM019NAT-UK,48619,lomond-uitklapbare-salontafel-met-opbergruimte-zwart-en-mangohout,"Lomond uitklapbare salontafel met opbergruimte, mangohout en zwart",37900,made,45,90,40.0000,0,"Zwart,Donker hout","Metaal,Hout,Mangohout"
CHAJACB01BLA-UK,11402,2-x-jacob-eetkamerstoelen-koolzwart-en-walnoot,"2 x Jacob eetkamerstoelen, koolzwart en walnoot",24900,made,85,45,16.0000,52 x 78 x 106 cm,Zwart,"Leer,Hout"
BEDCHL019GRY-ME,50848,charley-kingsbed-met-opbergruimte-zilvergrijs,"Charley kingsbed met opbergruimte, zilvergrijs",74900,made,124,178,38.0000,1: H 124 x W 28 x L 214cm<br> 2: H 40 x W 15 x L 208cm<br> 3: H 122 x  W 13 x L 204cm<br> 4: H 95 x W 6 x L 104cm,Grijs,
