product_id,detail_url,category,competitor,sales_price,original_price,Lichtbron,Hoogte,Breedte,Diepte,Kleur,Kap ,Hoogte Armleuning,Stof,Poten,Stoeldiepte,Zitdiepte,Stoelhoogte,Zithoogte,Zitting,Lengte,Bovendeel,Oppervlakte,Onderstel,Rughoogte,Diepte chaise longue,Zitdiepte chaise longue,Breedte: 238 cm Rygh›jde,Opmerking,Zitcomfort,Breedte armleuning,Diepte chaiselong,Zitdiepte/chaiselong,Diepte open einde,Zitdiepte open einde,Breedte armleuningen,Rygh›jde,Breedte chaiselong,Afmetingen uitgeklapt,Afmetingen Matras,Matras,Afmetingen uitegeklapt,Materialen matras,Bekleding,Armsteun,Afmetingen matras,Diepte: 96,Breedte 3 pers. deel,Breedte 2 pers. deel,Zitdiepte/chaise longue,Breedte 3 pers. met chaise.,Breedte 2 pers. Deel,Diepte Open End,Zitdiepte incl Open End,Breedte 3 pers.,Breedte 2 pers. deel met chaise,Breedte 2 « pers. deel,Breedte 2 pers. del,Breedte 2« pers. deel,Breedte 3 pers. met chais.,Kap,Kap,Kap Ø,Diameter,Productinformatie,Land van herkomst,Boog Hoogte,Voet ,Voet,Kuip
01-046-25_10931595,https://www.bolia.com/nl-nl/producten/01-046-25_10931595,corner_sofa,bolia,3.148,3.148,,,269 cm,,Light Grey,,,Fabric Hazel,Zwartgelakt sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_6649893,https://www.bolia.com/nl-nl/producten/01-046-25_6649893,corner_sofa,bolia,3.989,3.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_2651475,https://www.bolia.com/nl-nl/producten/01-046-25_2651475,corner_sofa,bolia,4.110,4.110,,,269 cm,,Army Melange,,,Fabric Qual,Geolied walnoot,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_5294190,https://www.bolia.com/nl-nl/producten/01-046-20_5294190,corner_sofa,bolia,3.989,3.989,,,269 cm,,Blue Grey,,,Nantes - Stof,Chroom sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_12241996,https://www.bolia.com/nl-nl/producten/01-046-20_12241996,corner_sofa,bolia,4.376,4.376,,,269 cm,,Dark Green,,,Novel - Stof,Geolied walnoot,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_3394932,https://www.bolia.com/nl-nl/producten/01-046-25_3394932,corner_sofa,bolia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_5294169,https://www.bolia.com/nl-nl/producten/01-046-20_5294169,corner_sofa,bolia,3.989,3.989,,,269 cm,,Blue Grey,,,Nantes - Stof,Zwartgelakt sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-302-26_10934410,https://www.bolia.com/nl-nl/producten/01-302-26_10934410,corner_sofa,bolia,2.907,3.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-078-55_329,https://www.bolia.com/nl-nl/producten/01-078-55_329,corner_sofa,bolia,5.489,5.489,,,265 cm,105/275 cm,Light Grey,,,Nantes - Stof,,,75 cm,,,,,,,,,,,,,,,,,,,32 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_3518734,https://www.bolia.com/nl-nl/producten/01-046-25_3518734,corner_sofa,bolia,3.999,3.999,,,269 cm,,Mint,,,London - Stof,Zwartgebeitst eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_12241864,https://www.bolia.com/nl-nl/producten/01-046-25_12241864,corner_sofa,bolia,4.110,4.110,,,269 cm,,Dark Blue,,,Axus - Stof,Zwartgelakt sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-302-31_10934410,https://www.bolia.com/nl-nl/producten/01-302-31_10934410,corner_sofa,bolia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_6558900,https://www.bolia.com/nl-nl/producten/01-046-25_6558900,corner_sofa,bolia,3.989,3.989,,,269 cm,,Dust Blue,,,Nantes - Stof,Witgeolied eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_1674347,https://www.bolia.com/nl-nl/producten/01-046-20_1674347,corner_sofa,bolia,4.110,4.110,,,269 cm,,Dark Grey Melange,,,Qual - Stof,Witgeolied eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_10931583,https://www.bolia.com/nl-nl/producten/01-046-25_10931583,corner_sofa,bolia,3.148,3.148,,,269 cm,,Blue,,,Fabric Hazel,Zwartgelakt sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-30_6437787,https://www.bolia.com/nl-nl/producten/01-046-30_6437787,corner_sofa,bolia,5.175,5.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-004-95_6902753,https://www.bolia.com/nl-nl/producten/01-004-95_6902753,corner_sofa,bolia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_3629505,https://www.bolia.com/nl-nl/producten/01-046-25_3629505,corner_sofa,bolia,4.110,4.110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_10582001,https://www.bolia.com/nl-nl/producten/01-046-20_10582001,corner_sofa,bolia,5.371,5.371,,,269 cm,,Forest Green,,,Ritz - Stof,Roestvrij staal,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-004-95_7616603,https://www.bolia.com/nl-nl/producten/01-004-95_7616603,corner_sofa,bolia,5.893,5.893,,,271x304 cm,94 cm,Brown,,,Ferb - Stof,,,64 cm,,45 cm,,,,,Geolied walnoot,81 cm,,,,,Dons-Dons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_6373541,https://www.bolia.com/nl-nl/producten/01-046-20_6373541,corner_sofa,bolia,5.371,5.371,,,269 cm,,Steel Grey,,,Ritz - Stof,Zwartgebeitst eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-30_10931671,https://www.bolia.com/nl-nl/producten/01-046-30_10931671,corner_sofa,bolia,7.583,7.583,,,269 cm,285/98 cm,Grey,,,Austin - Leer,Zwartgelakt sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-054-50_6901996,https://www.bolia.com/nl-nl/producten/01-054-50_6901996,corner_sofa,bolia,4.850,4.850,,,,94 cm,Dark Grey,,,London - Stof,Geolied eiken,,59 cm,,46 cm,,,,,,81 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276 cm,240 cm,,,,,,,,,,,,
01-046-20_10931373,https://www.bolia.com/nl-nl/producten/01-046-20_10931373,corner_sofa,bolia,4.376,4.376,,,269 cm,,Light Blue,,,Novel - Stof,Zwartgebeitst eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-30_5297072,https://www.bolia.com/nl-nl/producten/01-046-30_5297072,corner_sofa,bolia,6.750,6.750,,,269 cm,285/98 cm,Petrol,,,Ritz - Stof,Zwartgelakt sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-302-22_10934410,https://www.bolia.com/nl-nl/producten/01-302-22_10934410,corner_sofa,bolia,4.057,5.410,,,397 cm,92 cm,Light Grey,,,Hazel - Stof,12 cm geolied eiken,,57 cm,,44/47 cm,,,,,,77/80 cm,157 cm,125 cm,,,Schuim-Schuim,,,,237 cm,205 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-30_5295223,https://www.bolia.com/nl-nl/producten/01-046-30_5295223,corner_sofa,bolia,5.313,5.313,,,269 cm,285/98 cm,Grey Melange,,,Qual - Stof,Zwartgelakt sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-30_6586630,https://www.bolia.com/nl-nl/producten/01-046-30_6586630,corner_sofa,bolia,6.750,6.750,,,269 cm,285/98 cm,Antracit,,,Laine - Stof,Chroom sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-012-63_6902760,https://www.bolia.com/nl-nl/producten/01-012-63_6902760,corner_sofa,bolia,6.042,6.042,,,313 cm,96 cm,Grey,,,Nantes - Stof,,,60 cm,,40 cm,,,,,Geolied eiken,70 cm,,,,De kussens in dons moeten regelmatig opgeklopt worden,Schuim-Schuim,,,,,,,,,,,,,,,,,,,,,,,236 cm,209 cm,,,,,,,,,,,,,,,,
01-004-95_7617024,https://www.bolia.com/nl-nl/producten/01-004-95_7617024,corner_sofa,bolia,6.201,6.201,,,271x304 cm,94 cm,Dark Grey,,,London - Stof,,,64 cm,,45 cm,,,,,Zwart gebeitst beuken,81 cm,,,,,Foam-Foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_3516675,https://www.bolia.com/nl-nl/producten/01-046-25_3516675,corner_sofa,bolia,3.989,3.989,,,269 cm,,Dark Green,,,Nantes - Stof,Zwartgebeitst eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-054-71_6904888,https://www.bolia.com/nl-nl/producten/01-054-71_6904888,corner_sofa,bolia,5.870,5.870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-30_6379270,https://www.bolia.com/nl-nl/producten/01-046-30_6379270,corner_sofa,bolia,6.750,6.750,,,269 cm,285/98 cm,Antracit,,,Laine - Stof,Witgeolied eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-30_1873548,https://www.bolia.com/nl-nl/producten/01-046-30_1873548,corner_sofa,bolia,5.313,5.313,,,269 cm,285/98 cm,Stone Grey,,,Qual - Stof,Zwartgebeitst eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_10931608,https://www.bolia.com/nl-nl/producten/01-046-25_10931608,corner_sofa,bolia,3.119,3.119,,,269 cm,,Grey,,,Fabric Fawn,Chroom sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-004-95_8208184,https://www.bolia.com/nl-nl/producten/01-004-95_8208184,corner_sofa,bolia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_6377719,https://www.bolia.com/nl-nl/producten/01-046-20_6377719,corner_sofa,bolia,3.989,3.989,,,269 cm,,Petrol,,,Ferb - Stof,Geolied eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-004-95_6902323,https://www.bolia.com/nl-nl/producten/01-004-95_6902323,corner_sofa,bolia,5.893,5.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_5296158,https://www.bolia.com/nl-nl/producten/01-046-20_5296158,corner_sofa,bolia,3.999,3.999,,,269 cm,,Light Beige,,,London - Stof,Chroom sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-004-95_8134682,https://www.bolia.com/nl-nl/producten/01-004-95_8134682,corner_sofa,bolia,6.201,6.201,,,271x304 cm,94 cm,Dark Grey,,,Pure - Stof,,,64 cm,,45 cm,,,,,Geolied eiken,81 cm,,,,,Dons-Dons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_5297067,https://www.bolia.com/nl-nl/producten/01-046-20_5297067,corner_sofa,bolia,3.989,3.989,,,269 cm,,Petrol,,,Nantes - Stof,Zwartgelakt sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_10931607,https://www.bolia.com/nl-nl/producten/01-046-20_10931607,corner_sofa,bolia,3.119,3.119,,,269 cm,,Grey,,,Fawn - Stof,Zwartgelakt sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-30_5293816,https://www.bolia.com/nl-nl/producten/01-046-30_5293816,corner_sofa,bolia,5.313,5.313,,,269 cm,285/98 cm,Army Melange,,,Qual - Stof,Chroom sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-30_5156867,https://www.bolia.com/nl-nl/producten/01-046-30_5156867,corner_sofa,bolia,5.313,5.313,,,269 cm,285/98 cm,Blue Melange,,,Devide - Stof,Witgeolied eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-30_3515262,https://www.bolia.com/nl-nl/producten/01-046-30_3515262,corner_sofa,bolia,5.313,5.313,,,269 cm,285/98 cm,Beige,,,Devide - Stof,Zwartgebeitst eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_12883402,https://www.bolia.com/nl-nl/producten/01-046-25_12883402,corner_sofa,bolia,4.110,4.110,,,269 cm,,Curry mel,,,Fabric Qual,Chroom sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_10931665,https://www.bolia.com/nl-nl/producten/01-046-25_10931665,corner_sofa,bolia,6.078,6.078,,,269 cm,,Brown,,,Leather Austin,Geolied walnoot,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-004-95_8131044,https://www.bolia.com/nl-nl/producten/01-004-95_8131044,corner_sofa,bolia,5.893,5.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-30_2652828,https://www.bolia.com/nl-nl/producten/01-046-30_2652828,corner_sofa,bolia,5.175,5.175,,,269 cm,285/98 cm,Antracit,,,Nantes - Stof,Geolied walnoot,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_12883394,https://www.bolia.com/nl-nl/producten/01-046-25_12883394,corner_sofa,bolia,4.110,4.110,,,269 cm,,Rose mel,,,Fabric Qual,Chroom sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_12883382,https://www.bolia.com/nl-nl/producten/01-046-25_12883382,corner_sofa,bolia,4.110,4.110,,,269 cm,,Curry mel,,,Fabric Qual,Geolied eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_5295429,https://www.bolia.com/nl-nl/producten/01-046-25_5295429,corner_sofa,bolia,3.989,3.989,,,269 cm,,Grey,,,Nantes - Stof,Zwartgelakt sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_12242792,https://www.bolia.com/nl-nl/producten/01-046-25_12242792,corner_sofa,bolia,3.989,3.989,,,269 cm,,Grey,,,Bergo - Stof,Zwartgelakt sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-30_3629525,https://www.bolia.com/nl-nl/producten/01-046-30_3629525,corner_sofa,bolia,5.175,5.175,,,269 cm,285/98 cm,Stone Blue,,,Nantes - Stof,Geolied walnoot,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_6379551,https://www.bolia.com/nl-nl/producten/01-046-20_6379551,corner_sofa,bolia,5.175,5.175,,,269 cm,,Light Brown,,,Laine - Stof,Witgeolied eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_1674104,https://www.bolia.com/nl-nl/producten/01-046-25_1674104,corner_sofa,bolia,3.989,3.989,,,269 cm,,Blue Grey,,,Nantes - Stof,Witgeolied eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_2807223,https://www.bolia.com/nl-nl/producten/01-046-20_2807223,corner_sofa,bolia,3.989,3.989,,,269 cm,,Petrol,,,Nantes - Stof,Roestvrij staal,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_12883375,https://www.bolia.com/nl-nl/producten/01-046-20_12883375,corner_sofa,bolia,4.110,4.110,,,269 cm,,Rose mel,,,Qual - Stof,Zwartgebeitst eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_1757291,https://www.bolia.com/nl-nl/producten/01-046-25_1757291,corner_sofa,bolia,3.999,3.999,,,269 cm,,Grey Brown,,,London - Stof,Witgeolied eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_5293623,https://www.bolia.com/nl-nl/producten/01-046-20_5293623,corner_sofa,bolia,3.989,3.989,,,269 cm,,Antracit,,,Nantes - Stof,Zwartgelakt sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_10931672,https://www.bolia.com/nl-nl/producten/01-046-25_10931672,corner_sofa,bolia,6.078,6.078,,,269 cm,,Grey,,,Leather Austin,Chroom sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_10931367,https://www.bolia.com/nl-nl/producten/01-046-25_10931367,corner_sofa,bolia,4.376,4.376,,,269 cm,,Blue,,,Novel - Stof,Zwartgebeitst eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_5295486,https://www.bolia.com/nl-nl/producten/01-046-25_5295486,corner_sofa,bolia,3.999,3.999,,,269 cm,,Grey Brown,,,London - Stof,Chroom sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-054-51_6901996,https://www.bolia.com/nl-nl/producten/01-054-51_6901996,corner_sofa,bolia,4.850,4.850,,,,94 cm,Dark Grey,,,London - Stof,Geolied eiken,,59 cm,,46 cm,,,,,,87 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276 cm,240 cm,,,,,,,,,,,,
01-046-20_6437746,https://www.bolia.com/nl-nl/producten/01-046-20_6437746,corner_sofa,bolia,5.175,5.175,,,269 cm,,Light Blue,,,Laine - Stof,Zwartgebeitst eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_12244128,https://www.bolia.com/nl-nl/producten/01-046-25_12244128,corner_sofa,bolia,4.110,4.110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_5297334,https://www.bolia.com/nl-nl/producten/01-046-20_5297334,corner_sofa,bolia,3.999,3.999,,,269 cm,,Rosa,,,London - Stof,Chroom sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_5294518,https://www.bolia.com/nl-nl/producten/01-046-20_5294518,corner_sofa,bolia,4.110,4.110,,,269 cm,,Charcoal,,,Devide - Stof,Chroom sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_5294940,https://www.bolia.com/nl-nl/producten/01-046-25_5294940,corner_sofa,bolia,3.999,3.999,,,269 cm,,Dark Grey,,,London - Stof,Chroom sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_1872708,https://www.bolia.com/nl-nl/producten/01-046-25_1872708,corner_sofa,bolia,4.110,4.110,,,269 cm,,Army Melange,,,Fabric Qual,Zwartgebeitst eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_12241453,https://www.bolia.com/nl-nl/producten/01-046-25_12241453,corner_sofa,bolia,4.110,4.110,,,269 cm,,Burned Red,,,Axus - Stof,Geolied eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_10581681,https://www.bolia.com/nl-nl/producten/01-046-25_10581681,corner_sofa,bolia,5.371,5.371,,,269 cm,,Forest Green,,,Fabric Ritz,Geolied walnoot,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-55_2652828,https://www.bolia.com/nl-nl/producten/01-046-55_2652828,corner_sofa,bolia,5.669,5.669,,,309 cm,309/98 cm,Antracit,,,Fabric Nantes,Geolied walnoot,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-004-95_6902772,https://www.bolia.com/nl-nl/producten/01-004-95_6902772,corner_sofa,bolia,5.893,5.893,,,271x304 cm,94 cm,Grey,,,Ferb - Stof,,,64 cm,,45 cm,,,,,Geolied walnoot,81 cm,,,,,Foam-Foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-004-95_7616622,https://www.bolia.com/nl-nl/producten/01-004-95_7616622,corner_sofa,bolia,5.893,5.893,,,271x304 cm,94 cm,Brown,,,Ferb - Stof,,,64 cm,,45 cm,,,,,Zwart gebeitst beuken,81 cm,,,,,Foam-Foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_12241124,https://www.bolia.com/nl-nl/producten/01-046-20_12241124,corner_sofa,bolia,4.110,4.110,,,269 cm,,Brown,,,Axus - Stof,Geolied walnoot,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_1674596,https://www.bolia.com/nl-nl/producten/01-046-25_1674596,corner_sofa,bolia,3.989,3.989,,,269 cm,,Grey,,,Nantes - Stof,Geolied eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_7838577,https://www.bolia.com/nl-nl/producten/01-046-20_7838577,corner_sofa,bolia,3.989,3.989,,,269 cm,,Dust Blue,,,Baize - Stof,Witgeolied eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-30_10931607,https://www.bolia.com/nl-nl/producten/01-046-30_10931607,corner_sofa,bolia,4.309,4.309,,,269 cm,285/98 cm,Grey,,,Fawn - Stof,Zwartgelakt sledes,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_12245241,https://www.bolia.com/nl-nl/producten/01-046-25_12245241,corner_sofa,bolia,3.989,3.989,,,269 cm,,Raw Amber,,,Bergo - Stof,Roestvrij staal,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_3515738,https://www.bolia.com/nl-nl/producten/01-046-20_3515738,corner_sofa,bolia,4.110,4.110,,,269 cm,,Bordeaux,,,Devide - Stof,Zwartgebeitst eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_12092952,https://www.bolia.com/nl-nl/producten/01-046-25_12092952,corner_sofa,bolia,4.376,4.376,,,269 cm,,Dark Green,,,Novel - Stof,Roestvrij staal,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-20_7883399,https://www.bolia.com/nl-nl/producten/01-046-20_7883399,corner_sofa,bolia,3.989,3.989,,,269 cm,,Dark Grey,,,Baize - Stof,Roestvrij staal,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
01-046-25_10585772,https://www.bolia.com/nl-nl/producten/01-046-25_10585772,corner_sofa,bolia,3.148,3.148,,,269 cm,,Grey,,,Fabric Hazel,Witgeolied eiken,,62 cm,,43 cm,,,,,,72 cm,,,,,,,,,,,,,,,,,,,,,,212 cm,,,,,,,,,,,,,,,,,,,,,,,
