product_id,detail_url,category,competitor,sales_price,original_price,Lichtbron,Hoogte,Breedte,Diepte,Kleur,Kap ,Hoogte Armleuning,Stof,Poten,Stoeldiepte,Zitdiepte,Stoelhoogte,Zithoogte,Zitting,Lengte,Bovendeel,Oppervlakte,Onderstel,Rughoogte,Diepte chaise longue,Zitdiepte chaise longue,Breedte: 238 cm Rygh›jde,Opmerking,Zitcomfort,Breedte armleuning,Diepte chaiselong,Zitdiepte/chaiselong,Diepte open einde,Zitdiepte open einde,Breedte armleuningen,Rygh›jde,Breedte chaiselong,Afmetingen uitgeklapt,Afmetingen Matras,Matras,Afmetingen uitegeklapt,Materialen matras,Bekleding,Armsteun,Afmetingen matras,Diepte: 96,Breedte 3 pers. deel,Breedte 2 pers. deel,Zitdiepte/chaise longue,Breedte 3 pers. met chaise.,Breedte 2 pers. Deel,Diepte Open End,Zitdiepte incl Open End,Breedte 3 pers.,Breedte 2 pers. deel met chaise,Breedte 2 « pers. deel,Breedte 2 pers. del,Breedte 2« pers. deel,Breedte 3 pers. met chais.,Kap,Kap,Kap Ø,Diameter,Productinformatie,Land van herkomst,Boog Hoogte,Voet ,Voet,Kuip
02-092-05_10585719,https://www.bolia.com/nl-nl/producten/02-092-05_10585719,dining_chairs,bolia,377,377,,,42 cm,,Dark Grey,,,Hazel  - Stof,"Poten van geolied eiken
",50 cm,"38,7 cm",85 cm,"45,4 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_10732089,https://www.bolia.com/nl-nl/producten/02-019-20_10732089,dining_chairs,bolia,997,997,,46/79 cm,62 cm,55 cm,Brown,,66 cm,Quattro Traceable - Leer,"Witgeolied eiken
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_13083999,https://www.bolia.com/nl-nl/producten/02-019-20_13083999,dining_chairs,bolia,829,829,,46/79 cm,62 cm,55 cm,Mint mel,,66 cm,Qual - Stof,"Geolied eiken
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-092-15_10615123,https://www.bolia.com/nl-nl/producten/02-092-15_10615123,dining_chairs,bolia,587,587,,,"54,1 cm",,Green,,67 cm,Novel - Stof,"Poten van zwartgebeitst eiken
","49,5 cm","39,8 cm",85 cm,"44,5 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-015-11_10608907,https://www.bolia.com/nl-nl/producten/02-015-11_10608907,dining_chairs,bolia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-10_299,https://www.bolia.com/nl-nl/producten/02-111-10_299,dining_chairs,bolia,279,279,,4 cm,,40 cm,Light Beige,,,Nantes - Stof,,,,,,,160 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-092-15_10615135,https://www.bolia.com/nl-nl/producten/02-092-15_10615135,dining_chairs,bolia,587,587,,,"54,1 cm",,Grey Brown,,67 cm,Novel - Stof,"Poten van zwartgebeitst eiken
","49,5 cm","39,8 cm",85 cm,"44,5 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_1675547,https://www.bolia.com/nl-nl/producten/02-019-20_1675547,dining_chairs,bolia,829,829,,46/79 cm,62 cm,55 cm,Stone Grey,,66 cm,Qual - Stof,"Witgeolied eiken
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_10607908,https://www.bolia.com/nl-nl/producten/02-019-20_10607908,dining_chairs,bolia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_3391329,https://www.bolia.com/nl-nl/producten/02-019-20_3391329,dining_chairs,bolia,829,829,,46/79 cm,62 cm,55 cm,Charcoal,,66 cm,Devide - Stof,"Witgeolied eiken
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_12289033,https://www.bolia.com/nl-nl/producten/02-019-20_12289033,dining_chairs,bolia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-092-15_10585718,https://www.bolia.com/nl-nl/producten/02-092-15_10585718,dining_chairs,bolia,556,556,,,"54,1 cm",,Dark Grey,,67 cm,Hazel  - Stof,"Poten van zwartgebeitst eiken
","49,5 cm","39,8 cm",85 cm,"44,5 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_12438731,https://www.bolia.com/nl-nl/producten/02-019-20_12438731,dining_chairs,bolia,829,829,,46/79 cm,62 cm,55 cm,Green Grey,,66 cm,Axus - Stof,"Geolied walnoot
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_12883435,https://www.bolia.com/nl-nl/producten/02-019-20_12883435,dining_chairs,bolia,829,829,,46/79 cm,62 cm,55 cm,Mint mel,,66 cm,Qual - Stof,Gerookt geolied eiken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-10_10716102,https://www.bolia.com/nl-nl/producten/02-111-10_10716102,dining_chairs,bolia,503,503,,4 cm,,40 cm,Nougat,,,Quattro Traceable - Leer,,,,,,,160 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-092-05_10615123,https://www.bolia.com/nl-nl/producten/02-092-05_10615123,dining_chairs,bolia,430,430,,,42 cm,,Green,,,Novel - Stof,"Poten van zwartgebeitst eiken
",50 cm,"38,7 cm",85 cm,"45,4 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-20_6369166,https://www.bolia.com/nl-nl/producten/02-111-20_6369166,dining_chairs,bolia,369,369,,4 cm,,40 cm,Beige,,,Laine - Stof,,,,,,,90 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-15_12883144,https://www.bolia.com/nl-nl/producten/02-111-15_12883144,dining_chairs,bolia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-15_10594469,https://www.bolia.com/nl-nl/producten/02-111-15_10594469,dining_chairs,bolia,299,299,,4 cm,,40 cm,Dark Grey,,,Hazel - Stof,,,,,,,200 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-092-15_10585719,https://www.bolia.com/nl-nl/producten/02-092-15_10585719,dining_chairs,bolia,556,556,,,"54,1 cm",,Dark Grey,,67 cm,Hazel  - Stof,"Poten van geolied eiken
","49,5 cm","39,8 cm",85 cm,"44,5 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_12438730,https://www.bolia.com/nl-nl/producten/02-019-20_12438730,dining_chairs,bolia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_12289032,https://www.bolia.com/nl-nl/producten/02-019-20_12289032,dining_chairs,bolia,881,881,,46/79 cm,62 cm,55 cm,Raw Amber,,66 cm,Bergo - Stof,Gerookt geolied eiken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_6559836,https://www.bolia.com/nl-nl/producten/02-019-20_6559836,dining_chairs,bolia,829,829,,46/79 cm,62 cm,55 cm,Multi Grey,,66 cm,London - Stof,"Geolied eiken
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-15_193,https://www.bolia.com/nl-nl/producten/02-111-15_193,dining_chairs,bolia,314,314,,4 cm,,40 cm,Grey Melange,,,Qual - Stof,,,,,,,200 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-043-02_2467152,https://www.bolia.com/nl-nl/producten/02-043-02_2467152,dining_chairs,bolia,401,535,,,47 cm,,,,,,,52 cm,45 cm,78 cm,46 cm,,,,Witgeolied eiken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-10_2685177,https://www.bolia.com/nl-nl/producten/02-111-10_2685177,dining_chairs,bolia,293,293,,4 cm,,40 cm,Rosa,,,London - Stof,,,,,,,160 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-092-05_10585718,https://www.bolia.com/nl-nl/producten/02-092-05_10585718,dining_chairs,bolia,377,377,,,42 cm,,Dark Grey,,,Hazel  - Stof,"Poten van zwartgebeitst eiken
",50 cm,"38,7 cm",85 cm,"45,4 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-01_9786454,https://www.bolia.com/nl-nl/producten/02-111-01_9786454,dining_chairs,bolia,808,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_10608886,https://www.bolia.com/nl-nl/producten/02-019-20_10608886,dining_chairs,bolia,829,829,,46/79 cm,62 cm,55 cm,Grey,,66 cm,Memory - Stof,Gerookt geolied eiken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-06_9786403,https://www.bolia.com/nl-nl/producten/02-111-06_9786403,dining_chairs,bolia,669,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-092-05_10615135,https://www.bolia.com/nl-nl/producten/02-092-05_10615135,dining_chairs,bolia,430,430,,,42 cm,,Grey Brown,,,Novel - Stof,"Poten van zwartgebeitst eiken
",50 cm,"38,7 cm",85 cm,"45,4 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-10_10716051,https://www.bolia.com/nl-nl/producten/02-111-10_10716051,dining_chairs,bolia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_7838706,https://www.bolia.com/nl-nl/producten/02-019-20_7838706,dining_chairs,bolia,829,829,,46/79 cm,62 cm,55 cm,Grey,,66 cm,Fabric Pure,"Geolied eiken
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_6558620,https://www.bolia.com/nl-nl/producten/02-019-20_6558620,dining_chairs,bolia,776,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-104-05_13327036,https://www.bolia.com/nl-nl/producten/02-104-05_13327036,dining_chairs,bolia,419,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-015-11_10585718,https://www.bolia.com/nl-nl/producten/02-015-11_10585718,dining_chairs,bolia,388,388,,,41 cm,,Dark Grey,,,Hazel - Stof,"Poten van zwartgebeitst eiken
",42 cm,37 cm,82 cm,47 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-304-01_6788588,https://www.bolia.com/nl-nl/producten/02-304-01_6788588,dining_chairs,bolia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_4092649,https://www.bolia.com/nl-nl/producten/02-019-20_4092649,dining_chairs,bolia,776,776,,46/79 cm,62 cm,55 cm,Grey,,66 cm,Nantes - Stof,Zwart gelakt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_7777284,https://www.bolia.com/nl-nl/producten/02-019-20_7777284,dining_chairs,bolia,955,955,,46/79 cm,62 cm,55 cm,Light Grey,,66 cm,Ritz - Stof,Gerookt geolied eiken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_12288926,https://www.bolia.com/nl-nl/producten/02-019-20_12288926,dining_chairs,bolia,829,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-106-15_4091826,https://www.bolia.com/nl-nl/producten/02-106-15_4091826,dining_chairs,bolia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-015-11_10615135,https://www.bolia.com/nl-nl/producten/02-015-11_10615135,dining_chairs,bolia,524,524,,,41 cm,,Grey Brown,,,Novel - Stof,"Poten van zwartgebeitst eiken
",42 cm,37 cm,82 cm,47 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-015-18_1674971,https://www.bolia.com/nl-nl/producten/02-015-18_1674971,dining_chairs,bolia,598,598,,,"41,5 cm",,Light Grey melange,,,Qual - Stof,"Poten van witgeolied eiken
",41 cm,,94 cm,"63,5 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-015-11_337954,https://www.bolia.com/nl-nl/producten/02-015-11_337954,dining_chairs,bolia,493,493,,,41 cm,,Light Grey melange,,,Qual - Stof,"Poten van geolied eiken
",42 cm,37 cm,82 cm,47 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_7839438,https://www.bolia.com/nl-nl/producten/02-019-20_7839438,dining_chairs,bolia,829,829,,46/79 cm,62 cm,55 cm,Sea green,,66 cm,London - Stof,"Witgeolied eiken
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-015-11_10615123,https://www.bolia.com/nl-nl/producten/02-015-11_10615123,dining_chairs,bolia,524,524,,,41 cm,,Green,,,Novel - Stof,"Poten van zwartgebeitst eiken
",42 cm,37 cm,82 cm,47 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_7778167,https://www.bolia.com/nl-nl/producten/02-019-20_7778167,dining_chairs,bolia,955,955,,46/79 cm,62 cm,55 cm,Petrol,,66 cm,Ritz - Stof,Gerookt geolied eiken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-092-20_4094596,https://www.bolia.com/nl-nl/producten/02-092-20_4094596,dining_chairs,bolia,755,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_6585672,https://www.bolia.com/nl-nl/producten/02-019-20_6585672,dining_chairs,bolia,776,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-106-15_10814225,https://www.bolia.com/nl-nl/producten/02-106-15_10814225,dining_chairs,bolia,661,661,,,Cm,,,,66/72 cm,,Devide - Stof,51 cm,44 cm,83 cm,"45,5 cm",Grey Melange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-092-05_12244142,https://www.bolia.com/nl-nl/producten/02-092-05_12244142,dining_chairs,bolia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-10_10612297,https://www.bolia.com/nl-nl/producten/02-111-10_10612297,dining_chairs,bolia,325,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_10615216,https://www.bolia.com/nl-nl/producten/02-019-20_10615216,dining_chairs,bolia,881,881,,46/79 cm,62 cm,55 cm,Stone Blue,,66 cm,Novel - Stof,Zwart gelakt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-116-01_10842185,https://www.bolia.com/nl-nl/producten/02-116-01_10842185,dining_chairs,bolia,487,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-015-11_10732104,https://www.bolia.com/nl-nl/producten/02-015-11_10732104,dining_chairs,bolia,577,577,,,41 cm,,Cognac,,,Quattro Traceable - Leer,"Poten van witgeolied eiken
",42 cm,37 cm,82 cm,47 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-092-20_10732100,https://www.bolia.com/nl-nl/producten/02-092-20_10732100,dining_chairs,bolia,871,871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-10_10612393,https://www.bolia.com/nl-nl/producten/02-111-10_10612393,dining_chairs,bolia,325,325,,4 cm,,40 cm,Light Blue,,,Novel - Stof,,,,,,,160 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-103-02_10731739,https://www.bolia.com/nl-nl/producten/02-103-02_10731739,dining_chairs,bolia,734,734,,,55 cm,,Black,,69 cm,,,"47,5 cm",44 cm,"74,5 cm",45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-094-10_3391329,https://www.bolia.com/nl-nl/producten/02-094-10_3391329,dining_chairs,bolia,499,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-092-05_1674491,https://www.bolia.com/nl-nl/producten/02-092-05_1674491,dining_chairs,bolia,430,430,,,42 cm,,Grey Melange,,,Qual - Stof,"Poten van witgeolied eiken
",50 cm,"38,7 cm",85 cm,"45,4 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-10_7782318,https://www.bolia.com/nl-nl/producten/02-111-10_7782318,dining_chairs,bolia,293,293,,4 cm,,40 cm,Sea green,,,London - Stof,,,,,,,160 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_6559103,https://www.bolia.com/nl-nl/producten/02-019-20_6559103,dining_chairs,bolia,776,776,,46/79 cm,62 cm,55 cm,Grey,,66 cm,Ferb - Stof,"Geolied walnoot
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-15_3534703,https://www.bolia.com/nl-nl/producten/02-111-15_3534703,dining_chairs,bolia,314,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_10593347,https://www.bolia.com/nl-nl/producten/02-019-20_10593347,dining_chairs,bolia,776,776,,46/79 cm,62 cm,55 cm,Grey,,66 cm,Fabric Dove,"Witgeolied eiken
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-15_10716068,https://www.bolia.com/nl-nl/producten/02-111-15_10716068,dining_chairs,bolia,535,535,,4 cm,,40 cm,Grey,,,Quattro Traceable - Leer,,,,,,,200 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-20_3195640,https://www.bolia.com/nl-nl/producten/02-111-20_3195640,dining_chairs,bolia,199,199,,4 cm,,40 cm,Charcoal,,,Devide - Stof,,,,,,,90 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_12246456,https://www.bolia.com/nl-nl/producten/02-019-20_12246456,dining_chairs,bolia,829,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_13083900,https://www.bolia.com/nl-nl/producten/02-019-20_13083900,dining_chairs,bolia,829,829,,46/79 cm,62 cm,55 cm,Curry mel,,66 cm,Qual - Stof,"Geolied walnoot
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-075-40_13221183,https://www.bolia.com/nl-nl/producten/02-075-40_13221183,dining_chairs,bolia,482,482,,,"54,7 cm",,,,69/75 cm,,,"55,5 cm",,"78,4 cm",45 cm,,,,Quattro Traceable - Leer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_10732293,https://www.bolia.com/nl-nl/producten/02-019-20_10732293,dining_chairs,bolia,997,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-106-15_6586041,https://www.bolia.com/nl-nl/producten/02-106-15_6586041,dining_chairs,bolia,661,661,,,Cm,,,,66/72 cm,,Devide - Stof,51 cm,44 cm,83 cm,"45,5 cm",Steel Grey Melange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_5977424,https://www.bolia.com/nl-nl/producten/02-019-20_5977424,dining_chairs,bolia,776,776,,46/79 cm,62 cm,55 cm,Light Beige,,66 cm,Nantes - Stof,"Geolied eiken
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-015-19_10608831,https://www.bolia.com/nl-nl/producten/02-015-19_10608831,dining_chairs,bolia,640,640,,,"41,5 cm",,Green,,,Novel - Stof,"Poten van witgeolied eiken
",41 cm,,104 cm,"73,5 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_6585691,https://www.bolia.com/nl-nl/producten/02-019-20_6585691,dining_chairs,bolia,955,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-106-01_7883729,https://www.bolia.com/nl-nl/producten/02-106-01_7883729,dining_chairs,bolia,514,514,,,62 cm,,,,66/72 cm,,"Poten van geolied walnoot
",54 cm,44 cm,84 cm,"46,5 cm",Groen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-106-01_6431561,https://www.bolia.com/nl-nl/producten/02-106-01_6431561,dining_chairs,bolia,409,409,,,62 cm,,,,66/72 cm,,"Poten van witgeolied eiken
",54 cm,44 cm,84 cm,"46,5 cm",Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-015-19_7778900,https://www.bolia.com/nl-nl/producten/02-015-19_7778900,dining_chairs,bolia,608,608,,,"41,5 cm",,Stone Grey,,,Qual - Stof,Gerookt eiken,41 cm,,104 cm,"73,5 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_6377450,https://www.bolia.com/nl-nl/producten/02-019-20_6377450,dining_chairs,bolia,776,776,,46/79 cm,62 cm,55 cm,Charcoal,,66 cm,Ferb - Stof,"Witgeolied eiken
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-15_3195517,https://www.bolia.com/nl-nl/producten/02-111-15_3195517,dining_chairs,bolia,314,314,,4 cm,,40 cm,Beige,,,Devide - Stof,,,,,,,200 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-092-15_6585667,https://www.bolia.com/nl-nl/producten/02-092-15_6585667,dining_chairs,bolia,559,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-20_6370012,https://www.bolia.com/nl-nl/producten/02-111-20_6370012,dining_chairs,bolia,199,199,,4 cm,,40 cm,Dark Petrol,,,Devide - Stof,,,,,,,90 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-092-15_2967031,https://www.bolia.com/nl-nl/producten/02-092-15_2967031,dining_chairs,bolia,587,587,,,"54,1 cm",,Grey Melange,,67 cm,Qual - Stof,"Poten van zwartgebeitst eiken
","49,5 cm","39,8 cm",85 cm,"44,5 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-106-10_6560392,https://www.bolia.com/nl-nl/producten/02-106-10_6560392,dining_chairs,bolia,808,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-306-01_2467152,https://www.bolia.com/nl-nl/producten/02-306-01_2467152,dining_chairs,bolia,295,295,,45 cm,40 cm,33 cm,,,,,,,,,,,,,"Witgekalkt gelakt eiken
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_4091609,https://www.bolia.com/nl-nl/producten/02-019-20_4091609,dining_chairs,bolia,829,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-103-02_10585722,https://www.bolia.com/nl-nl/producten/02-103-02_10585722,dining_chairs,bolia,619,619,,,55 cm,,Dark Grey,,69 cm,,,"47,5 cm",44 cm,"74,5 cm",45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_7838516,https://www.bolia.com/nl-nl/producten/02-019-20_7838516,dining_chairs,bolia,829,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-092-05_1239372,https://www.bolia.com/nl-nl/producten/02-092-05_1239372,dining_chairs,bolia,430,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_5977481,https://www.bolia.com/nl-nl/producten/02-019-20_5977481,dining_chairs,bolia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_6275060,https://www.bolia.com/nl-nl/producten/02-019-20_6275060,dining_chairs,bolia,955,955,,46/79 cm,62 cm,55 cm,Curry,,66 cm,Ritz - Stof,"Geolied walnoot
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-019-20_10608881,https://www.bolia.com/nl-nl/producten/02-019-20_10608881,dining_chairs,bolia,829,829,,46/79 cm,62 cm,55 cm,Grey,,66 cm,Memory - Stof,"Geolied walnoot
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-111-20_7782257,https://www.bolia.com/nl-nl/producten/02-111-20_7782257,dining_chairs,bolia,189,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
