country,competitor,category,price,title,width,height,depth,seat_height,material,color
nl,flinders,floor_lights,1341.0,Zeitraum Read Noon vloerlamp,0,0,0,0.0,"Ijzer, Textiel",
nl,flinders,floor_lights,419.63,Serax Circle vloerlamp large,0,0,0,0.0,,
nl,flinders,floor_lights,3103.65,Moooi Farooo L vloerlamp,0,0,0,0.0,"Glas, Glasvezel, Metaal, PVC (kunststof)",
nl,flinders,floor_lights,775.0,Graypants Tilt White vloerlamp,0,0,0,0.0,Karton,
nl,flinders,floor_lights,1992.93,Diesel Pipe Grande vloerlamp,0,0,0,0.0,"Canvas, Metaal (gepoedercoat), PVC (kunststof)",
nl,flinders,floor_lights,450.12,Moooi Filigree vloerlamp LED,0,0,0,0.0,"Aluminium (metaal), Messing, PP (kunststof), Roestvrijstaal",
nl,flinders,floor_lights,1402.39,Moooi Farooo S vloerlamp,0,0,0,0.0,"Glas, Glasvezel, Metaal, PVC (kunststof)",
nl,flinders,floor_lights,1240.5,Ingo Maurer Ringelpiez vloerlamp LED 3000K,0,0,0,0.0,"Aluminium (metaal), Koolstofvezel, Steen",
nl,flinders,floor_lights,1771.0,Marset Ginger 42 arm vloerlamp LED,50.0,187.0,172.0,0.0,"Hout, Metaal",
nl,flinders,floor_lights,446.49,Luceplan Outlet - Costanza vloerlamp onderstel met aan-/uitschakelaar gebroken wit,0,0,0,0.0,"Aluminium (metaal), Plastic",
nl,flinders,floor_lights,1790.0,Nemo Tru vloerlamp LED 2700K,0,0,0,0.0,"Aluminium (metaal), PMMA (kunststof)",
nl,flinders,floor_lights,255.0,It's about Romi Outlet - Biarritz wandlamp wit,0,0,0,0.0,Ijzer,
nl,flinders,floor_lights,0.0,Zuiver Outlet - Metal Bow Copper vloerlamp,170.0,205.0,39.0,0.0,"Koper, Marmer, Messing, PVC (kunststof)",
nl,flinders,floor_lights,805.0,Gubi Gravity vloerlamp,0,0,0,0.0,"Marmer, Staal",
nl,flinders,floor_lights,1680.0,Normann Copenhagen Hello vloerlamp,0,0,0,0.0,"Beuken (hout), Staal",
nl,flinders,floor_lights,905.0,Pulpo Magma two low vloerlamp,0,0,0,0.0,"Glas, Keramiek",
nl,flinders,pendant_lights,255.0,Ay illuminate Thin Wood hanglamp,0,0,0,0.0,Bamboe,
nl,flinders,pendant_lights,634.0,Marset Tam Tam mini hanglamp,0,0,0,0.0,"Aluminium (metaal), Methacrylaat",
nl,flinders,pendant_lights,252.0,Luceplan Hope hanglamp medium,0,0,0,0.0,"Metaal, PC (kunststof)",
nl,flinders,pendant_lights,593.0,Ay illuminate Nama 3 hanglamp,0,0,0,0.0,Rotan,
nl,flinders,pendant_lights,121.0,Frandsen Cohen Lille hanglamp,0,0,0,0.0,Metaal,
nl,flinders,pendant_lights,598.0,Herman Miller Nelson Bubble Saucer hanglamp small,0,0,0,0.0,"Nikkel, Plastic, Staal",
nl,flinders,pendant_lights,299.0,Muuto Studio hanglamp,0,0,0,0.0,"Aluminium (metaal), Glas",
nl,flinders,pendant_lights,91.95,Umage Acorn hanglamp wit,0,0,0,0.0,"Aluminium (metaal), Glas, Siliconen",
nl,flinders,pendant_lights,249.94,Menu Cast 4 hanglamp,0,0,0,0.0,Aluminium (metaal),
nl,flinders,pendant_lights,119.0,Zuiver Outlet - Mesh hanglamp,0,0,0,0.0,"Koper, Metaal (gepoedercoat)",
nl,flinders,pendant_lights,359.0,Graypants Moon 14 White hanglamp,0,0,0,0.0,Karton,
nl,flinders,pendant_lights,149.95,Menu TR Bulb hanglamp mat,20.0,42.0,20.0,0.0,"Nylon, Opaal glas, Staal (gepoedercoat)",
nl,flinders,pendant_lights,590.48,Flos Aim hanglamp LED met stekker,0,0,0,0.0,"ABS (kunststof), Aluminium (metaal), PC (kunststof)",
nl,flinders,pendant_lights,1144.66,Moooi Random Light LED hanglamp medium,0,0,0,0.0,Epoxy en glasvezel,
nl,flinders,pendant_lights,698.95,Menu TR Bulb Suspension Frame hanglamp mat,125.0,45.0,20.0,0.0,"Nylon, Opaal glas, Staal (gepoedercoat)",
nl,flinders,pendant_lights,228.69,Flos Ktribe S1 hanglamp,0,0,0,0.0,"PC (kunststof), PMMA (kunststof)",
nl,flinders,pendant_lights,89.95,HKliving Printed Lantern Cherry Tree hanglamp,0,0,0,0.0,Stof,
nl,flinders,pendant_lights,229.0,Zuiver Prime hanglamp XL ,0,0,0,0.0,"Glas, Ijzer",
nl,flinders,pendant_lights,296.45,Flos Aim Small Fix hanglamp LED,0,0,0,0.0,Aluminium (metaal),
nl,flinders,pendant_lights,596.53,Foscarini Gregg Medium hanglamp LED dimbaar,0,0,0,0.0,Glas (geblazen),
nl,flinders,pendant_lights,261.0,Lightyears Suspence P1 hanglamp,0,0,0,0.0,"Aluminium (metaal), PC (kunststof)",
nl,flinders,pendant_lights,415.0,Kartell Outlet - FL/Y hanglamp metallic koper,0,0,0,0.0,PMMA (kunststof),
